state,year,offense,count
DC,2016,burglary,1
DC,2016,homicide,1
DC,2016,larceny,999
DC,2016,motor-vehicle-theft,75
DC,2016,property-crime,1078
DC,2016,rape,6
DC,2016,robbery,351
DC,2016,violent-crime,508
DC,2017,aggravated-assault,106
DC,2017,burglary,1
DC,2017,larceny,856
DC,2017,motor-vehicle-theft,43
DC,2017,property-crime,900
DC,2017,rape,1
DC,2017,robbery,274
DC,2017,violent-crime,381
DC,2018,aggravated-assault,106
DC,2018,arson,4
DC,2018,burglary,2
DC,2018,larceny,690
DC,2018,motor-vehicle-theft,42
DC,2018,property-crime,738
DC,2018,rape,4
DC,2018,robbery,258
DC,2018,violent-crime,368
DE,2001,aggravated-assault,2714
DE,2001,arson,434
DE,2001,burglary,5342
DE,2001,homicide,25
DE,2001,larceny,20449
DE,2001,motor-vehicle-theft,2818
DE,2001,property-crime,29043
DE,2001,rape,490
DE,2001,robbery,1179
DE,2001,violent-crime,4408
DE,2002,aggravated-assault,2790
DE,2002,arson,342
DE,2002,burglary,5630
DE,2002,homicide,29
DE,2002,larceny,19449
DE,2002,motor-vehicle-theft,3186
DE,2002,property-crime,28607
DE,2002,rape,430
DE,2002,robbery,1326
DE,2002,violent-crime,4575
DE,2003,aggravated-assault,3027
DE,2003,arson,365
DE,2003,burglary,6175
DE,2003,homicide,21
DE,2003,larceny,19789
DE,2003,motor-vehicle-theft,2927
DE,2003,property-crime,29256
DE,2003,rape,425
DE,2003,robbery,1450
DE,2003,violent-crime,4923
DE,2004,aggravated-assault,2803
DE,2004,arson,366
DE,2004,burglary,5803
DE,2004,homicide,27
DE,2004,larceny,20165
DE,2004,motor-vehicle-theft,2208
DE,2004,property-crime,28542
DE,2004,rape,406
DE,2004,robbery,1350
DE,2004,violent-crime,4586
DE,2005,aggravated-assault,3057
DE,2005,arson,385
DE,2005,burglary,6070
DE,2005,homicide,38
DE,2005,larceny,19239
DE,2005,motor-vehicle-theft,2332
DE,2005,property-crime,28026
DE,2005,rape,442
DE,2005,robbery,1367
DE,2005,violent-crime,4904
DE,2006,aggravated-assault,3084
DE,2006,arson,384
DE,2006,burglary,6559
DE,2006,homicide,39
DE,2006,larceny,21525
DE,2006,motor-vehicle-theft,2814
DE,2006,property-crime,31282
DE,2006,rape,490
DE,2006,robbery,1799
DE,2006,violent-crime,5412
DE,2007,aggravated-assault,3244
DE,2007,arson,312
DE,2007,burglary,6604
DE,2007,homicide,39
DE,2007,larceny,21541
DE,2007,motor-vehicle-theft,2308
DE,2007,property-crime,30765
DE,2007,rape,387
DE,2007,robbery,1778
DE,2007,violent-crime,5448
DE,2008,aggravated-assault,3150
DE,2008,arson,362
DE,2008,burglary,6951
DE,2008,homicide,54
DE,2008,larceny,23236
DE,2008,motor-vehicle-theft,2481
DE,2008,property-crime,33030
DE,2008,rape,441
DE,2008,robbery,1861
DE,2008,violent-crime,5506
DE,2009,aggravated-assault,2920
DE,2009,arson,308
DE,2009,burglary,7152
DE,2009,homicide,40
DE,2009,larceny,21977
DE,2009,motor-vehicle-theft,1875
DE,2009,property-crime,31312
DE,2009,rape,434
DE,2009,robbery,1691
DE,2009,violent-crime,5085
DE,2010,aggravated-assault,2747
DE,2010,arson,301
DE,2010,burglary,7718
DE,2010,homicide,51
DE,2010,larceny,22832
DE,2010,motor-vehicle-theft,1949
DE,2010,property-crime,32800
DE,2010,rape,383
DE,2010,robbery,1855
DE,2010,violent-crime,5036
DE,2011,aggravated-assault,2654
DE,2011,arson,292
DE,2011,burglary,7784
DE,2011,homicide,46
DE,2011,larceny,23049
DE,2011,motor-vehicle-theft,1538
DE,2011,property-crime,32663
DE,2011,rape,375
DE,2011,robbery,1566
DE,2011,violent-crime,4641
DE,2012,aggravated-assault,2599
DE,2012,arson,226
DE,2012,burglary,7526
DE,2012,homicide,52
DE,2012,larceny,22966
DE,2012,motor-vehicle-theft,1419
DE,2012,property-crime,32137
DE,2012,rape,401
DE,2012,robbery,1503
DE,2012,violent-crime,4555
DE,2013,aggravated-assault,2442
DE,2013,arson,185
DE,2013,burglary,6352
DE,2013,homicide,38
DE,2013,larceny,22307
DE,2013,motor-vehicle-theft,1323
DE,2013,property-crime,30167
DE,2013,rape,422
DE,2013,robbery,1241
DE,2013,violent-crime,4143
DE,2014,aggravated-assault,2279
DE,2014,arson,214
DE,2014,burglary,5842
DE,2014,homicide,47
DE,2014,larceny,21804
DE,2014,motor-vehicle-theft,1245
DE,2014,property-crime,29105
DE,2014,rape,390
DE,2014,robbery,1271
DE,2014,violent-crime,3987
DE,2015,aggravated-assault,2496
DE,2015,arson,161
DE,2015,burglary,4834
DE,2015,homicide,54
DE,2015,larceny,20303
DE,2015,motor-vehicle-theft,1173
DE,2015,property-crime,26471
DE,2015,rape,367
DE,2015,robbery,1236
DE,2015,violent-crime,4153
DE,2016,aggravated-assault,2519
DE,2016,arson,180
DE,2016,burglary,5064
DE,2016,homicide,51
DE,2016,larceny,20632
DE,2016,motor-vehicle-theft,1458
DE,2016,property-crime,27334
DE,2016,rape,297
DE,2016,robbery,1348
DE,2016,violent-crime,4215
DE,2017,aggravated-assault,2332
DE,2017,arson,138
DE,2017,burglary,3895
DE,2017,homicide,49
DE,2017,larceny,18814
DE,2017,motor-vehicle-theft,1319
DE,2017,property-crime,24166
DE,2017,rape,353
DE,2017,robbery,1090
DE,2017,violent-crime,3824
DE,2018,aggravated-assault,2240
DE,2018,arson,137
DE,2018,burglary,3248
DE,2018,homicide,42
DE,2018,larceny,18569
DE,2018,motor-vehicle-theft,1409
DE,2018,property-crime,23363
DE,2018,rape,357
DE,2018,robbery,869
DE,2018,violent-crime,3508
GA,2004,aggravated-assault,61
GA,2004,arson,2
GA,2004,burglary,166
GA,2004,homicide,2
GA,2004,larceny,393
GA,2004,motor-vehicle-theft,154
GA,2004,property-crime,715
GA,2004,rape,6
GA,2004,robbery,69
GA,2004,violent-crime,138
GA,2005,aggravated-assault,43
GA,2005,arson,3
GA,2005,burglary,178
GA,2005,larceny,368
GA,2005,motor-vehicle-theft,144
GA,2005,property-crime,693
GA,2005,rape,8
GA,2005,robbery,63
GA,2005,violent-crime,114
GA,2006,aggravated-assault,53
GA,2006,arson,1
GA,2006,burglary,142
GA,2006,larceny,303
GA,2006,motor-vehicle-theft,124
GA,2006,property-crime,570
GA,2006,rape,8
GA,2006,robbery,81
GA,2006,violent-crime,142
GA,2007,aggravated-assault,36
GA,2007,arson,2
GA,2007,burglary,113
GA,2007,homicide,2
GA,2007,larceny,233
GA,2007,motor-vehicle-theft,94
GA,2007,property-crime,442
GA,2007,rape,4
GA,2007,robbery,53
GA,2007,violent-crime,95
GA,2008,aggravated-assault,25
GA,2008,arson,1
GA,2008,burglary,109
GA,2008,homicide,2
GA,2008,larceny,296
GA,2008,motor-vehicle-theft,45
GA,2008,property-crime,451
GA,2008,rape,5
GA,2008,robbery,58
GA,2008,violent-crime,90
GA,2018,aggravated-assault,16
GA,2018,burglary,75
GA,2018,homicide,1
GA,2018,larceny,266
GA,2018,motor-vehicle-theft,34
GA,2018,property-crime,375
GA,2018,rape,5
GA,2018,robbery,9
GA,2018,violent-crime,31
HI,2018,aggravated-assault,1189
HI,2018,arson,258
HI,2018,burglary,3607
HI,2018,homicide,23
HI,2018,larceny,21467
HI,2018,motor-vehicle-theft,3913
HI,2018,property-crime,29245
HI,2018,rape,342
HI,2018,robbery,809
HI,2018,violent-crime,2363
IA,1991,burglary,1
IA,1991,larceny,2
IA,1991,property-crime,3
IA,1992,aggravated-assault,3569
IA,1992,arson,574
IA,1992,burglary,11417
IA,1992,homicide,27
IA,1992,larceny,46364
IA,1992,motor-vehicle-theft,2509
IA,1992,property-crime,60864
IA,1992,rape,429
IA,1992,robbery,731
IA,1992,violent-crime,4756
IA,1993,aggravated-assault,4540
IA,1993,arson,664
IA,1993,burglary,13954
IA,1993,homicide,46
IA,1993,larceny,52953
IA,1993,motor-vehicle-theft,3308
IA,1993,property-crime,70879
IA,1993,rape,552
IA,1993,robbery,938
IA,1993,violent-crime,6076
IA,1994,aggravated-assault,4625
IA,1994,arson,687
IA,1994,burglary,14050
IA,1994,homicide,38
IA,1994,larceny,54201
IA,1994,motor-vehicle-theft,3826
IA,1994,property-crime,72764
IA,1994,rape,611
IA,1994,robbery,1025
IA,1994,violent-crime,6299
IA,1995,aggravated-assault,5414
IA,1995,arson,686
IA,1995,burglary,17368
IA,1995,homicide,52
IA,1995,larceny,64589
IA,1995,motor-vehicle-theft,5146
IA,1995,property-crime,87789
IA,1995,rape,627
IA,1995,robbery,1225
IA,1995,violent-crime,7318
IA,1996,aggravated-assault,4348
IA,1996,arson,662
IA,1996,burglary,16028
IA,1996,homicide,50
IA,1996,larceny,61888
IA,1996,motor-vehicle-theft,4662
IA,1996,property-crime,83240
IA,1996,rape,609
IA,1996,robbery,1048
IA,1996,violent-crime,6055
IA,1997,aggravated-assault,4800
IA,1997,arson,571
IA,1997,burglary,18080
IA,1997,homicide,40
IA,1997,larceny,61071
IA,1997,motor-vehicle-theft,5110
IA,1997,property-crime,84832
IA,1997,rape,629
IA,1997,robbery,1076
IA,1997,violent-crime,6545
IA,1998,aggravated-assault,5062
IA,1998,arson,652
IA,1998,burglary,16420
IA,1998,homicide,44
IA,1998,larceny,58956
IA,1998,motor-vehicle-theft,4794
IA,1998,property-crime,80822
IA,1998,rape,778
IA,1998,robbery,1075
IA,1998,violent-crime,6959
IA,1999,aggravated-assault,5032
IA,1999,arson,647
IA,1999,burglary,15415
IA,1999,homicide,43
IA,1999,larceny,59756
IA,1999,motor-vehicle-theft,4766
IA,1999,property-crime,80584
IA,1999,rape,855
IA,1999,robbery,1015
IA,1999,violent-crime,6945
IA,2000,aggravated-assault,5196
IA,2000,arson,598
IA,2000,burglary,15714
IA,2000,homicide,43
IA,2000,larceny,63770
IA,2000,motor-vehicle-theft,5165
IA,2000,property-crime,85247
IA,2000,rape,836
IA,2000,robbery,1058
IA,2000,violent-crime,7133
IA,2001,aggravated-assault,5171
IA,2001,arson,606
IA,2001,burglary,15923
IA,2001,homicide,42
IA,2001,larceny,63979
IA,2001,motor-vehicle-theft,5328
IA,2001,property-crime,85836
IA,2001,rape,856
IA,2001,robbery,1128
IA,2001,violent-crime,7197
IA,2002,aggravated-assault,5493
IA,2002,arson,642
IA,2002,burglary,17464
IA,2002,homicide,43
IA,2002,larceny,67846
IA,2002,motor-vehicle-theft,5716
IA,2002,property-crime,91668
IA,2002,rape,989
IA,2002,robbery,1153
IA,2002,violent-crime,7678
IA,2003,aggravated-assault,5333
IA,2003,arson,611
IA,2003,burglary,16794
IA,2003,homicide,46
IA,2003,larceny,64044
IA,2003,motor-vehicle-theft,5483
IA,2003,property-crime,86932
IA,2003,rape,960
IA,2003,robbery,1121
IA,2003,violent-crime,7460
IA,2004,aggravated-assault,5623
IA,2004,arson,635
IA,2004,burglary,17237
IA,2004,homicide,41
IA,2004,larceny,61591
IA,2004,motor-vehicle-theft,5561
IA,2004,property-crime,85024
IA,2004,rape,927
IA,2004,robbery,1140
IA,2004,violent-crime,7731
IA,2005,aggravated-assault,5809
IA,2005,arson,597
IA,2005,burglary,17650
IA,2005,homicide,37
IA,2005,larceny,61076
IA,2005,motor-vehicle-theft,5522
IA,2005,property-crime,84845
IA,2005,rape,1020
IA,2005,robbery,1151
IA,2005,violent-crime,8017
IA,2006,aggravated-assault,5510
IA,2006,arson,714
IA,2006,burglary,17625
IA,2006,homicide,47
IA,2006,larceny,60953
IA,2006,motor-vehicle-theft,5038
IA,2006,property-crime,84330
IA,2006,rape,1044
IA,2006,robbery,1299
IA,2006,violent-crime,7900
IA,2007,aggravated-assault,5659
IA,2007,arson,635
IA,2007,burglary,16601
IA,2007,homicide,36
IA,2007,larceny,56924
IA,2007,motor-vehicle-theft,4932
IA,2007,property-crime,79092
IA,2007,rape,1183
IA,2007,robbery,1313
IA,2007,violent-crime,8191
IA,2008,aggravated-assault,5558
IA,2008,arson,604
IA,2008,burglary,15984
IA,2008,homicide,69
IA,2008,larceny,52432
IA,2008,motor-vehicle-theft,4393
IA,2008,property-crime,73413
IA,2008,rape,1178
IA,2008,robbery,1243
IA,2008,violent-crime,8048
IA,2009,aggravated-assault,5536
IA,2009,arson,562
IA,2009,burglary,15871
IA,2009,homicide,36
IA,2009,larceny,49976
IA,2009,motor-vehicle-theft,3919
IA,2009,property-crime,70328
IA,2009,rape,1111
IA,2009,robbery,1188
IA,2009,violent-crime,7871
IA,2010,aggravated-assault,5356
IA,2010,arson,484
IA,2010,burglary,16049
IA,2010,homicide,38
IA,2010,larceny,47947
IA,2010,motor-vehicle-theft,3805
IA,2010,property-crime,68285
IA,2010,rape,1052
IA,2010,robbery,1009
IA,2010,violent-crime,7455
IA,2011,aggravated-assault,5210
IA,2011,arson,518
IA,2011,burglary,16713
IA,2011,homicide,44
IA,2011,larceny,50250
IA,2011,motor-vehicle-theft,3980
IA,2011,property-crime,71461
IA,2011,rape,1072
IA,2011,robbery,815
IA,2011,violent-crime,7141
IA,2012,aggravated-assault,5243
IA,2012,arson,552
IA,2012,burglary,16256
IA,2012,homicide,45
IA,2012,larceny,48303
IA,2012,motor-vehicle-theft,4005
IA,2012,property-crime,69116
IA,2012,rape,1089
IA,2012,robbery,952
IA,2012,violent-crime,7329
IA,2013,aggravated-assault,5361
IA,2013,arson,459
IA,2013,burglary,14850
IA,2013,homicide,41
IA,2013,larceny,47210
IA,2013,motor-vehicle-theft,4209
IA,2013,property-crime,66728
IA,2013,rape,1028
IA,2013,robbery,930
IA,2013,violent-crime,7360
IA,2014,aggravated-assault,5356
IA,2014,arson,403
IA,2014,burglary,13651
IA,2014,homicide,55
IA,2014,larceny,46484
IA,2014,motor-vehicle-theft,4139
IA,2014,property-crime,64677
IA,2014,rape,1110
IA,2014,robbery,1040
IA,2014,violent-crime,7561
IA,2015,aggravated-assault,5492
IA,2015,arson,440
IA,2015,burglary,14349
IA,2015,homicide,68
IA,2015,larceny,45934
IA,2015,motor-vehicle-theft,4409
IA,2015,property-crime,65132
IA,2015,rape,1171
IA,2015,robbery,1047
IA,2015,violent-crime,7778
IA,2016,aggravated-assault,5839
IA,2016,arson,375
IA,2016,burglary,14566
IA,2016,homicide,67
IA,2016,larceny,46261
IA,2016,motor-vehicle-theft,5059
IA,2016,property-crime,66261
IA,2016,rape,1228
IA,2016,robbery,1146
IA,2016,violent-crime,8280
IA,2017,aggravated-assault,5669
IA,2017,arson,424
IA,2017,burglary,14158
IA,2017,homicide,90
IA,2017,larceny,46008
IA,2017,motor-vehicle-theft,5532
IA,2017,property-crime,66122
IA,2017,rape,1289
IA,2017,robbery,1233
IA,2017,violent-crime,8281
IA,2018,aggravated-assault,4221
IA,2018,arson,275
IA,2018,burglary,8923
IA,2018,homicide,42
IA,2018,larceny,30804
IA,2018,motor-vehicle-theft,3785
IA,2018,property-crime,43787
IA,2018,rape,864
IA,2018,robbery,616
IA,2018,violent-crime,5743
ID,1992,aggravated-assault,1195
ID,1992,arson,137
ID,1992,burglary,3842
ID,1992,homicide,17
ID,1992,larceny,14652
ID,1992,motor-vehicle-theft,939
ID,1992,property-crime,19570
ID,1992,rape,226
ID,1992,robbery,104
ID,1992,violent-crime,1542
ID,1993,aggravated-assault,2178
ID,1993,arson,232
ID,1993,burglary,6788
ID,1993,homicide,23
ID,1993,larceny,27504
ID,1993,motor-vehicle-theft,1911
ID,1993,property-crime,36435
ID,1993,rape,472
ID,1993,robbery,172
ID,1993,violent-crime,2845
ID,1994,aggravated-assault,2266
ID,1994,arson,349
ID,1994,burglary,7875
ID,1994,homicide,36
ID,1994,larceny,32444
ID,1994,motor-vehicle-theft,2223
ID,1994,property-crime,42891
ID,1994,rape,406
ID,1994,robbery,209
ID,1994,violent-crime,2917
ID,1995,aggravated-assault,2530
ID,1995,arson,343
ID,1995,burglary,8617
ID,1995,homicide,39
ID,1995,larceny,35429
ID,1995,motor-vehicle-theft,2814
ID,1995,property-crime,47203
ID,1995,rape,404
ID,1995,robbery,258
ID,1995,violent-crime,3231
ID,1996,aggravated-assault,2035
ID,1996,arson,319
ID,1996,burglary,8102
ID,1996,homicide,37
ID,1996,larceny,33692
ID,1996,motor-vehicle-theft,2217
ID,1996,property-crime,44330
ID,1996,rape,387
ID,1996,robbery,236
ID,1996,violent-crime,2695
ID,1997,aggravated-assault,2016
ID,1997,arson,315
ID,1997,burglary,8779
ID,1997,homicide,37
ID,1997,larceny,33070
ID,1997,motor-vehicle-theft,2378
ID,1997,property-crime,44542
ID,1997,rape,432
ID,1997,robbery,235
ID,1997,violent-crime,2720
ID,1998,aggravated-assault,2306
ID,1998,arson,302
ID,1998,burglary,8232
ID,1998,homicide,33
ID,1998,larceny,31718
ID,1998,motor-vehicle-theft,2266
ID,1998,property-crime,42518
ID,1998,rape,457
ID,1998,robbery,262
ID,1998,violent-crime,3058
ID,1999,aggravated-assault,2014
ID,1999,arson,274
ID,1999,burglary,7364
ID,1999,homicide,24
ID,1999,larceny,27259
ID,1999,motor-vehicle-theft,1942
ID,1999,property-crime,36839
ID,1999,rape,495
ID,1999,robbery,228
ID,1999,violent-crime,2761
ID,2000,aggravated-assault,2178
ID,2000,arson,317
ID,2000,burglary,6927
ID,2000,homicide,16
ID,2000,larceny,28841
ID,2000,motor-vehicle-theft,2048
ID,2000,property-crime,38133
ID,2000,rape,443
ID,2000,robbery,221
ID,2000,violent-crime,2858
ID,2001,aggravated-assault,2059
ID,2001,arson,289
ID,2001,burglary,7025
ID,2001,homicide,29
ID,2001,larceny,27881
ID,2001,motor-vehicle-theft,2306
ID,2001,property-crime,37501
ID,2001,rape,474
ID,2001,robbery,241
ID,2001,violent-crime,2803
ID,2002,aggravated-assault,2129
ID,2002,arson,333
ID,2002,burglary,7429
ID,2002,homicide,34
ID,2002,larceny,29422
ID,2002,motor-vehicle-theft,2516
ID,2002,property-crime,39700
ID,2002,rape,627
ID,2002,robbery,241
ID,2002,violent-crime,3031
ID,2003,aggravated-assault,2095
ID,2003,arson,324
ID,2003,burglary,7588
ID,2003,homicide,21
ID,2003,larceny,29733
ID,2003,motor-vehicle-theft,2526
ID,2003,property-crime,40171
ID,2003,rape,605
ID,2003,robbery,243
ID,2003,violent-crime,2964
ID,2004,aggravated-assault,2143
ID,2004,arson,306
ID,2004,burglary,7424
ID,2004,homicide,29
ID,2004,larceny,28728
ID,2004,motor-vehicle-theft,2639
ID,2004,property-crime,39097
ID,2004,rape,748
ID,2004,robbery,242
ID,2004,violent-crime,3162
ID,2005,aggravated-assault,2358
ID,2005,arson,284
ID,2005,burglary,7752
ID,2005,homicide,33
ID,2005,larceny,27834
ID,2005,motor-vehicle-theft,2794
ID,2005,property-crime,38664
ID,2005,rape,679
ID,2005,robbery,262
ID,2005,violent-crime,3332
ID,2006,aggravated-assault,2219
ID,2006,arson,273
ID,2006,burglary,7176
ID,2006,homicide,31
ID,2006,larceny,25336
ID,2006,motor-vehicle-theft,2366
ID,2006,property-crime,35151
ID,2006,rape,735
ID,2006,robbery,295
ID,2006,violent-crime,3280
ID,2007,aggravated-assault,2289
ID,2007,arson,345
ID,2007,burglary,6825
ID,2007,homicide,43
ID,2007,larceny,24918
ID,2007,motor-vehicle-theft,2209
ID,2007,property-crime,34297
ID,2007,rape,716
ID,2007,robbery,236
ID,2007,violent-crime,3284
ID,2008,aggravated-assault,2224
ID,2008,arson,247
ID,2008,burglary,6593
ID,2008,homicide,22
ID,2008,larceny,23780
ID,2008,motor-vehicle-theft,1626
ID,2008,property-crime,32246
ID,2008,rape,686
ID,2008,robbery,237
ID,2008,violent-crime,3169
ID,2009,aggravated-assault,2374
ID,2009,arson,240
ID,2009,burglary,6445
ID,2009,homicide,22
ID,2009,larceny,23236
ID,2009,motor-vehicle-theft,1461
ID,2009,property-crime,31382
ID,2009,rape,729
ID,2009,robbery,251
ID,2009,violent-crime,3376
ID,2010,aggravated-assault,2108
ID,2010,arson,230
ID,2010,burglary,6296
ID,2010,homicide,22
ID,2010,larceny,23609
ID,2010,motor-vehicle-theft,1296
ID,2010,property-crime,31431
ID,2010,rape,661
ID,2010,robbery,212
ID,2010,violent-crime,3003
ID,2011,aggravated-assault,2075
ID,2011,arson,222
ID,2011,burglary,6567
ID,2011,homicide,28
ID,2011,larceny,24702
ID,2011,motor-vehicle-theft,1284
ID,2011,property-crime,32775
ID,2011,rape,582
ID,2011,robbery,184
ID,2011,violent-crime,2869
ID,2012,aggravated-assault,2122
ID,2012,arson,238
ID,2012,burglary,6767
ID,2012,homicide,26
ID,2012,larceny,23419
ID,2012,motor-vehicle-theft,1371
ID,2012,property-crime,31795
ID,2012,rape,624
ID,2012,robbery,239
ID,2012,violent-crime,3011
ID,2013,aggravated-assault,2131
ID,2013,arson,190
ID,2013,burglary,6450
ID,2013,homicide,26
ID,2013,larceny,22213
ID,2013,motor-vehicle-theft,1515
ID,2013,property-crime,30368
ID,2013,rape,638
ID,2013,robbery,214
ID,2013,violent-crime,3009
ID,2014,aggravated-assault,2068
ID,2014,arson,222
ID,2014,burglary,6121
ID,2014,homicide,26
ID,2014,larceny,22477
ID,2014,motor-vehicle-theft,1624
ID,2014,property-crime,30444
ID,2014,rape,606
ID,2014,robbery,200
ID,2014,violent-crime,2900
ID,2015,aggravated-assault,2182
ID,2015,arson,238
ID,2015,burglary,5766
ID,2015,homicide,27
ID,2015,larceny,21335
ID,2015,motor-vehicle-theft,1880
ID,2015,property-crime,29219
ID,2015,rape,689
ID,2015,robbery,189
ID,2015,violent-crime,3087
ID,2016,aggravated-assault,2399
ID,2016,arson,195
ID,2016,burglary,6250
ID,2016,homicide,42
ID,2016,larceny,21815
ID,2016,motor-vehicle-theft,2117
ID,2016,property-crime,30377
ID,2016,rape,720
ID,2016,robbery,214
ID,2016,violent-crime,3375
ID,2017,aggravated-assault,2452
ID,2017,arson,182
ID,2017,burglary,5629
ID,2017,homicide,30
ID,2017,larceny,21002
ID,2017,motor-vehicle-theft,2106
ID,2017,property-crime,28919
ID,2017,rape,748
ID,2017,robbery,217
ID,2017,violent-crime,3447
ID,2018,aggravated-assault,2423
ID,2018,arson,166
ID,2018,burglary,4864
ID,2018,homicide,27
ID,2018,larceny,19385
ID,2018,motor-vehicle-theft,1934
ID,2018,property-crime,26349
ID,2018,rape,883
ID,2018,robbery,202
ID,2018,violent-crime,3535
IL,1991,aggravated-assault,2
IL,1991,burglary,2
IL,1991,homicide,2
IL,1991,larceny,3
IL,1991,motor-vehicle-theft,2
IL,1991,property-crime,7
IL,1991,rape,1
IL,1991,violent-crime,5
IL,1992,burglary,1
IL,1992,motor-vehicle-theft,1
IL,1992,property-crime,2
IL,1993,aggravated-assault,11647
IL,1993,arson,1100
IL,1993,burglary,37658
IL,1993,homicide,187
IL,1993,larceny,128716
IL,1993,motor-vehicle-theft,13241
IL,1993,property-crime,180715
IL,1993,rape,1705
IL,1993,robbery,4211
IL,1993,violent-crime,17750
IL,1994,aggravated-assault,9539
IL,1994,arson,1106
IL,1994,burglary,28251
IL,1994,homicide,154
IL,1994,larceny,103319
IL,1994,motor-vehicle-theft,10499
IL,1994,property-crime,143175
IL,1994,rape,1306
IL,1994,robbery,3625
IL,1994,violent-crime,14624
IL,1995,aggravated-assault,1
IL,1995,burglary,1
IL,1995,larceny,3
IL,1995,property-crime,4
IL,1995,violent-crime,1
IL,1996,burglary,1
IL,1996,property-crime,1
IL,1996,rape,1
IL,1996,robbery,1
IL,1996,violent-crime,2
IL,1997,aggravated-assault,2
IL,1997,larceny,1
IL,1997,property-crime,1
IL,1997,rape,1
IL,1997,violent-crime,3
IL,1998,larceny,3
IL,1998,property-crime,3
IL,1998,rape,1
IL,1998,violent-crime,1
IL,1999,burglary,4
IL,1999,larceny,3
IL,1999,property-crime,7
IL,1999,rape,2
IL,1999,robbery,1
IL,1999,violent-crime,3
IL,2000,aggravated-assault,2
IL,2000,motor-vehicle-theft,1
IL,2000,property-crime,1
IL,2000,rape,1
IL,2000,violent-crime,3
IL,2001,rape,5
IL,2001,violent-crime,5
IL,2002,aggravated-assault,3
IL,2002,burglary,1
IL,2002,larceny,5
IL,2002,property-crime,6
IL,2002,rape,7
IL,2002,robbery,1
IL,2002,violent-crime,11
IL,2003,aggravated-assault,2
IL,2003,larceny,4
IL,2003,property-crime,4
IL,2003,rape,1
IL,2003,robbery,2
IL,2003,violent-crime,5
IL,2004,aggravated-assault,1
IL,2004,burglary,5
IL,2004,homicide,1
IL,2004,larceny,2
IL,2004,motor-vehicle-theft,1
IL,2004,property-crime,8
IL,2004,rape,2
IL,2004,violent-crime,4
IL,2005,aggravated-assault,2
IL,2005,burglary,1
IL,2005,larceny,5
IL,2005,property-crime,6
IL,2005,rape,2
IL,2005,violent-crime,4
IL,2006,aggravated-assault,871
IL,2006,arson,24
IL,2006,burglary,2967
IL,2006,homicide,18
IL,2006,larceny,7723
IL,2006,motor-vehicle-theft,793
IL,2006,property-crime,11507
IL,2006,rape,137
IL,2006,robbery,552
IL,2006,violent-crime,1578
IL,2007,aggravated-assault,1066
IL,2007,arson,85
IL,2007,burglary,2694
IL,2007,homicide,18
IL,2007,larceny,6288
IL,2007,motor-vehicle-theft,693
IL,2007,property-crime,9760
IL,2007,rape,135
IL,2007,robbery,639
IL,2007,violent-crime,1858
IL,2008,aggravated-assault,1066
IL,2008,arson,58
IL,2008,burglary,2785
IL,2008,homicide,21
IL,2008,larceny,6511
IL,2008,motor-vehicle-theft,770
IL,2008,property-crime,10124
IL,2008,rape,144
IL,2008,robbery,585
IL,2008,violent-crime,1816
IL,2009,aggravated-assault,987
IL,2009,arson,39
IL,2009,burglary,2328
IL,2009,homicide,20
IL,2009,larceny,5916
IL,2009,motor-vehicle-theft,470
IL,2009,property-crime,8753
IL,2009,rape,131
IL,2009,robbery,600
IL,2009,violent-crime,1738
IL,2010,aggravated-assault,1211
IL,2010,arson,90
IL,2010,burglary,2327
IL,2010,homicide,21
IL,2010,larceny,5207
IL,2010,motor-vehicle-theft,457
IL,2010,property-crime,8081
IL,2010,rape,143
IL,2010,robbery,498
IL,2010,violent-crime,1873
IL,2011,aggravated-assault,1051
IL,2011,arson,70
IL,2011,burglary,1865
IL,2011,homicide,21
IL,2011,larceny,4984
IL,2011,motor-vehicle-theft,505
IL,2011,property-crime,7424
IL,2011,rape,137
IL,2011,robbery,570
IL,2011,violent-crime,1779
IL,2012,aggravated-assault,1045
IL,2012,arson,81
IL,2012,burglary,2250
IL,2012,homicide,12
IL,2012,larceny,5212
IL,2012,motor-vehicle-theft,402
IL,2012,property-crime,7945
IL,2012,rape,154
IL,2012,robbery,502
IL,2012,violent-crime,1713
IL,2013,aggravated-assault,1080
IL,2013,arson,107
IL,2013,burglary,1892
IL,2013,homicide,17
IL,2013,larceny,4852
IL,2013,motor-vehicle-theft,391
IL,2013,property-crime,7242
IL,2013,rape,141
IL,2013,robbery,396
IL,2013,violent-crime,1634
IL,2014,aggravated-assault,996
IL,2014,arson,87
IL,2014,burglary,1675
IL,2014,homicide,14
IL,2014,larceny,4501
IL,2014,motor-vehicle-theft,405
IL,2014,property-crime,6668
IL,2014,rape,134
IL,2014,robbery,419
IL,2014,violent-crime,1563
IL,2015,aggravated-assault,1128
IL,2015,arson,70
IL,2015,burglary,1440
IL,2015,homicide,18
IL,2015,larceny,4125
IL,2015,motor-vehicle-theft,507
IL,2015,property-crime,6142
IL,2015,rape,156
IL,2015,robbery,509
IL,2015,violent-crime,1811
IL,2016,aggravated-assault,1164
IL,2016,arson,83
IL,2016,burglary,1409
IL,2016,homicide,23
IL,2016,larceny,3871
IL,2016,motor-vehicle-theft,488
IL,2016,property-crime,5851
IL,2016,rape,141
IL,2016,robbery,542
IL,2016,violent-crime,1870
IL,2017,aggravated-assault,1158
