state,year,offense,count
AL,2012,aggravated-assault,24
AL,2012,arson,1
AL,2012,burglary,391
AL,2012,homicide,2
AL,2012,larceny,1720
AL,2012,motor-vehicle-theft,88
AL,2012,property-crime,2200
AL,2012,rape,15
AL,2012,robbery,46
AL,2012,violent-crime,87
AL,2013,aggravated-assault,25
AL,2013,arson,1
AL,2013,burglary,345
AL,2013,homicide,2
AL,2013,larceny,2147
AL,2013,motor-vehicle-theft,108
AL,2013,property-crime,2601
AL,2013,rape,10
AL,2013,robbery,35
AL,2013,violent-crime,72
AL,2014,aggravated-assault,32
AL,2014,arson,1
AL,2014,burglary,270
AL,2014,homicide,1
AL,2014,larceny,1915
AL,2014,motor-vehicle-theft,79
AL,2014,property-crime,2265
AL,2014,rape,15
AL,2014,robbery,50
AL,2014,violent-crime,98
AL,2015,aggravated-assault,44
AL,2015,arson,1
AL,2015,burglary,307
AL,2015,homicide,3
AL,2015,larceny,2090
AL,2015,motor-vehicle-theft,76
AL,2015,property-crime,2474
AL,2015,rape,23
AL,2015,robbery,51
AL,2015,violent-crime,121
AL,2016,aggravated-assault,37
AL,2016,arson,2
AL,2016,burglary,206
AL,2016,homicide,3
AL,2016,larceny,883
AL,2016,motor-vehicle-theft,81
AL,2016,property-crime,1172
AL,2016,rape,20
AL,2016,robbery,41
AL,2016,violent-crime,101
AL,2017,aggravated-assault,29
AL,2017,arson,2
AL,2017,burglary,214
AL,2017,homicide,2
AL,2017,larceny,714
AL,2017,motor-vehicle-theft,63
AL,2017,property-crime,993
AL,2017,rape,20
AL,2017,robbery,34
AL,2017,violent-crime,85
AL,2018,aggravated-assault,15
AL,2018,burglary,155
AL,2018,homicide,2
AL,2018,larceny,751
AL,2018,motor-vehicle-theft,57
AL,2018,property-crime,963
AL,2018,rape,16
AL,2018,robbery,18
AL,2018,violent-crime,51
AR,1999,burglary,1
AR,1999,larceny,12
AR,1999,motor-vehicle-theft,6
AR,1999,property-crime,19
AR,1999,robbery,1
AR,1999,violent-crime,1
AR,2000,aggravated-assault,21
AR,2000,arson,2
AR,2000,burglary,167
AR,2000,larceny,1220
AR,2000,motor-vehicle-theft,94
AR,2000,property-crime,1483
AR,2000,rape,14
AR,2000,robbery,8
AR,2000,violent-crime,43
AR,2001,aggravated-assault,295
AR,2001,arson,5
AR,2001,burglary,720
AR,2001,homicide,1
AR,2001,larceny,3123
AR,2001,motor-vehicle-theft,281
AR,2001,property-crime,4129
AR,2001,rape,16
AR,2001,robbery,75
AR,2001,violent-crime,387
AR,2002,aggravated-assault,308
AR,2002,arson,15
AR,2002,burglary,1073
AR,2002,homicide,3
AR,2002,larceny,2852
AR,2002,motor-vehicle-theft,309
AR,2002,property-crime,4249
AR,2002,rape,23
AR,2002,robbery,96
AR,2002,violent-crime,430
AR,2003,aggravated-assault,2062
AR,2003,arson,224
AR,2003,burglary,7845
AR,2003,homicide,41
AR,2003,larceny,14809
AR,2003,motor-vehicle-theft,1073
AR,2003,property-crime,23951
AR,2003,rape,354
AR,2003,robbery,364
AR,2003,violent-crime,2821
AR,2004,aggravated-assault,4197
AR,2004,arson,335
AR,2004,burglary,15190
AR,2004,homicide,70
AR,2004,larceny,38663
AR,2004,motor-vehicle-theft,3031
AR,2004,property-crime,57219
AR,2004,rape,714
AR,2004,robbery,876
AR,2004,violent-crime,5857
AR,2005,aggravated-assault,4913
AR,2005,arson,427
AR,2005,burglary,17964
AR,2005,homicide,97
AR,2005,larceny,47029
AR,2005,motor-vehicle-theft,3912
AR,2005,property-crime,69332
AR,2005,rape,887
AR,2005,robbery,1127
AR,2005,violent-crime,7024
AR,2006,aggravated-assault,5260
AR,2006,arson,409
AR,2006,burglary,20233
AR,2006,homicide,92
AR,2006,larceny,48209
AR,2006,motor-vehicle-theft,3895
AR,2006,property-crime,72746
AR,2006,rape,957
AR,2006,robbery,1263
AR,2006,violent-crime,7572
AR,2007,aggravated-assault,5549
AR,2007,arson,435
AR,2007,burglary,21867
AR,2007,homicide,92
AR,2007,larceny,52368
AR,2007,motor-vehicle-theft,4111
AR,2007,property-crime,78781
AR,2007,rape,982
AR,2007,robbery,1444
AR,2007,violent-crime,8067
AR,2008,aggravated-assault,6176
AR,2008,arson,504
AR,2008,burglary,26016
AR,2008,homicide,89
AR,2008,larceny,60196
AR,2008,motor-vehicle-theft,4603
AR,2008,property-crime,91319
AR,2008,rape,1327
AR,2008,robbery,1571
AR,2008,violent-crime,9163
AR,2009,aggravated-assault,8530
AR,2009,arson,615
AR,2009,burglary,32820
AR,2009,homicide,160
AR,2009,larceny,77050
AR,2009,motor-vehicle-theft,5829
AR,2009,property-crime,116314
AR,2009,rape,1571
AR,2009,robbery,2548
AR,2009,violent-crime,12809
AR,2010,aggravated-assault,8643
AR,2010,arson,637
AR,2010,burglary,30914
AR,2010,homicide,124
AR,2010,larceny,74499
AR,2010,motor-vehicle-theft,5393
AR,2010,property-crime,111443
AR,2010,rape,1561
AR,2010,robbery,2340
AR,2010,violent-crime,12668
AR,2011,aggravated-assault,8435
AR,2011,arson,615
AR,2011,burglary,32867
AR,2011,homicide,150
AR,2011,larceny,81185
AR,2011,motor-vehicle-theft,5652
AR,2011,property-crime,120319
AR,2011,rape,1519
AR,2011,robbery,2348
AR,2011,violent-crime,12452
AR,2012,aggravated-assault,8227
AR,2012,arson,567
AR,2012,burglary,31908
AR,2012,homicide,163
AR,2012,larceny,81880
AR,2012,motor-vehicle-theft,5732
AR,2012,property-crime,120087
AR,2012,rape,1523
AR,2012,robbery,2317
AR,2012,violent-crime,12230
AR,2013,aggravated-assault,7721
AR,2013,arson,520
AR,2013,burglary,28936
AR,2013,homicide,148
AR,2013,larceny,78832
AR,2013,motor-vehicle-theft,5614
AR,2013,property-crime,113902
AR,2013,rape,1393
AR,2013,robbery,2254
AR,2013,violent-crime,11516
AR,2014,aggravated-assault,7886
AR,2014,arson,468
AR,2014,burglary,23312
AR,2014,homicide,153
AR,2014,larceny,72786
AR,2014,motor-vehicle-theft,5457
AR,2014,property-crime,102023
AR,2014,rape,1650
AR,2014,robbery,1970
AR,2014,violent-crime,11659
AR,2015,aggravated-assault,8877
AR,2015,arson,490
AR,2015,burglary,21553
AR,2015,homicide,167
AR,2015,larceny,69650
AR,2015,motor-vehicle-theft,5647
AR,2015,property-crime,97340
AR,2015,rape,1775
AR,2015,robbery,2072
AR,2015,violent-crime,12891
AR,2016,aggravated-assault,9253
AR,2016,arson,546
AR,2016,burglary,22929
AR,2016,homicide,198
AR,2016,larceny,68831
AR,2016,motor-vehicle-theft,6958
AR,2016,property-crime,99264
AR,2016,rape,2032
AR,2016,robbery,2108
AR,2016,violent-crime,13591
AR,2017,aggravated-assault,9244
AR,2017,arson,538
AR,2017,burglary,20725
AR,2017,homicide,214
AR,2017,larceny,64820
AR,2017,motor-vehicle-theft,6917
AR,2017,property-crime,93000
AR,2017,rape,1964
AR,2017,robbery,1867
AR,2017,violent-crime,13289
AR,2018,aggravated-assault,9651
AR,2018,arson,526
AR,2018,burglary,18664
AR,2018,homicide,196
AR,2018,larceny,63632
AR,2018,motor-vehicle-theft,7000
AR,2018,property-crime,89822
AR,2018,rape,2097
AR,2018,robbery,1582
AR,2018,violent-crime,13526
AZ,2004,aggravated-assault,106
AZ,2004,arson,14
AZ,2004,burglary,492
AZ,2004,larceny,1139
AZ,2004,motor-vehicle-theft,185
AZ,2004,property-crime,1830
AZ,2004,rape,14
AZ,2004,robbery,15
AZ,2004,violent-crime,135
AZ,2005,aggravated-assault,190
AZ,2005,arson,8
AZ,2005,burglary,679
AZ,2005,homicide,2
AZ,2005,larceny,1687
AZ,2005,motor-vehicle-theft,344
AZ,2005,property-crime,2718
AZ,2005,rape,24
AZ,2005,robbery,9
AZ,2005,violent-crime,225
AZ,2006,aggravated-assault,168
AZ,2006,arson,22
AZ,2006,burglary,623
AZ,2006,homicide,2
AZ,2006,larceny,2142
AZ,2006,motor-vehicle-theft,385
AZ,2006,property-crime,3172
AZ,2006,rape,25
AZ,2006,robbery,32
AZ,2006,violent-crime,227
AZ,2007,aggravated-assault,143
AZ,2007,arson,21
AZ,2007,burglary,633
AZ,2007,homicide,8
AZ,2007,larceny,2445
AZ,2007,motor-vehicle-theft,426
AZ,2007,property-crime,3525
AZ,2007,rape,39
AZ,2007,robbery,49
AZ,2007,violent-crime,239
AZ,2008,aggravated-assault,130
AZ,2008,arson,29
AZ,2008,burglary,928
AZ,2008,homicide,4
AZ,2008,larceny,2248
AZ,2008,motor-vehicle-theft,401
AZ,2008,property-crime,3606
AZ,2008,rape,20
AZ,2008,robbery,59
AZ,2008,violent-crime,213
AZ,2009,aggravated-assault,222
AZ,2009,arson,51
AZ,2009,burglary,1716
AZ,2009,homicide,10
AZ,2009,larceny,4841
AZ,2009,motor-vehicle-theft,472
AZ,2009,property-crime,7080
AZ,2009,rape,49
AZ,2009,robbery,80
AZ,2009,violent-crime,361
AZ,2010,aggravated-assault,205
AZ,2010,arson,46
AZ,2010,burglary,1512
AZ,2010,homicide,11
AZ,2010,larceny,4777
AZ,2010,motor-vehicle-theft,351
AZ,2010,property-crime,6686
AZ,2010,rape,53
AZ,2010,robbery,83
AZ,2010,violent-crime,352
AZ,2011,aggravated-assault,192
AZ,2011,arson,33
AZ,2011,burglary,1319
AZ,2011,homicide,11
AZ,2011,larceny,4249
AZ,2011,motor-vehicle-theft,284
AZ,2011,property-crime,5885
AZ,2011,rape,34
AZ,2011,robbery,75
AZ,2011,violent-crime,312
AZ,2012,aggravated-assault,250
AZ,2012,arson,37
AZ,2012,burglary,1374
AZ,2012,homicide,6
AZ,2012,larceny,4042
AZ,2012,motor-vehicle-theft,326
AZ,2012,property-crime,5779
AZ,2012,rape,46
AZ,2012,robbery,90
AZ,2012,violent-crime,392
AZ,2013,aggravated-assault,682
AZ,2013,arson,60
AZ,2013,burglary,2390
AZ,2013,homicide,13
AZ,2013,larceny,7271
AZ,2013,motor-vehicle-theft,573
AZ,2013,property-crime,10294
AZ,2013,rape,81
AZ,2013,robbery,125
AZ,2013,violent-crime,901
AZ,2014,aggravated-assault,601
AZ,2014,arson,94
AZ,2014,burglary,2372
AZ,2014,homicide,9
AZ,2014,larceny,7107
AZ,2014,motor-vehicle-theft,645
AZ,2014,property-crime,10218
AZ,2014,rape,88
AZ,2014,robbery,143
AZ,2014,violent-crime,841
AZ,2015,aggravated-assault,532
AZ,2015,arson,71
AZ,2015,burglary,2004
AZ,2015,homicide,9
AZ,2015,larceny,6490
AZ,2015,motor-vehicle-theft,604
AZ,2015,property-crime,9169
AZ,2015,rape,108
AZ,2015,robbery,129
AZ,2015,violent-crime,778
AZ,2016,aggravated-assault,487
AZ,2016,arson,78
AZ,2016,burglary,1662
AZ,2016,homicide,11
AZ,2016,larceny,5780
AZ,2016,motor-vehicle-theft,551
AZ,2016,property-crime,8071
AZ,2016,rape,106
AZ,2016,robbery,121
AZ,2016,violent-crime,725
AZ,2017,aggravated-assault,561
AZ,2017,arson,83
AZ,2017,burglary,1517
AZ,2017,homicide,22
AZ,2017,larceny,6295
AZ,2017,motor-vehicle-theft,606
AZ,2017,property-crime,8501
AZ,2017,rape,116
AZ,2017,robbery,161
AZ,2017,violent-crime,860
AZ,2018,aggravated-assault,547
AZ,2018,arson,45
AZ,2018,burglary,1300
AZ,2018,homicide,19
AZ,2018,larceny,6092
AZ,2018,motor-vehicle-theft,604
AZ,2018,property-crime,8041
AZ,2018,rape,136
AZ,2018,robbery,110
AZ,2018,violent-crime,812
CO,1992,aggravated-assault,173
CO,1992,arson,65
CO,1992,burglary,471
CO,1992,homicide,3
CO,1992,larceny,2155
CO,1992,motor-vehicle-theft,296
CO,1992,property-crime,2987
CO,1992,rape,21
CO,1992,robbery,74
CO,1992,violent-crime,271
CO,1993,aggravated-assault,141
CO,1993,arson,39
CO,1993,burglary,388
CO,1993,larceny,1878
CO,1993,motor-vehicle-theft,194
CO,1993,property-crime,2499
CO,1993,rape,23
CO,1993,robbery,55
CO,1993,violent-crime,219
CO,1994,aggravated-assault,68
CO,1994,arson,22
CO,1994,burglary,156
CO,1994,larceny,753
CO,1994,motor-vehicle-theft,66
CO,1994,property-crime,997
CO,1994,rape,9
CO,1994,robbery,21
CO,1994,violent-crime,98
CO,1997,aggravated-assault,2952
CO,1997,arson,701
CO,1997,burglary,15235
CO,1997,homicide,63
CO,1997,larceny,66942
CO,1997,motor-vehicle-theft,7092
CO,1997,property-crime,89970
CO,1997,rape,898
CO,1997,robbery,909
CO,1997,violent-crime,4822
CO,1998,aggravated-assault,3740
CO,1998,arson,762
CO,1998,burglary,15549
CO,1998,homicide,52
CO,1998,larceny,65909
CO,1998,motor-vehicle-theft,7302
CO,1998,property-crime,89522
CO,1998,rape,1070
CO,1998,robbery,1543
CO,1998,violent-crime,6405
CO,1999,aggravated-assault,3239
CO,1999,arson,595
CO,1999,burglary,12532
CO,1999,homicide,71
CO,1999,larceny,56217
CO,1999,motor-vehicle-theft,6624
CO,1999,property-crime,75968
CO,1999,rape,815
CO,1999,robbery,1387
CO,1999,violent-crime,5512
CO,2000,aggravated-assault,3656
CO,2000,arson,736
CO,2000,burglary,12642
CO,2000,homicide,59
CO,2000,larceny,57840
CO,2000,motor-vehicle-theft,7717
CO,2000,property-crime,78935
CO,2000,rape,859
CO,2000,robbery,1371
CO,2000,violent-crime,5945
CO,2001,aggravated-assault,3683
CO,2001,arson,711
CO,2001,burglary,12257
CO,2001,homicide,58
CO,2001,larceny,57330
CO,2001,motor-vehicle-theft,8708
CO,2001,property-crime,79006
CO,2001,rape,893
CO,2001,robbery,1403
CO,2001,violent-crime,6037
CO,2002,aggravated-assault,3966
CO,2002,arson,802
CO,2002,burglary,14059
CO,2002,homicide,67
CO,2002,larceny,59785
CO,2002,motor-vehicle-theft,10231
CO,2002,property-crime,84877
CO,2002,rape,1061
CO,2002,robbery,1532
CO,2002,violent-crime,6626
CO,2003,aggravated-assault,3957
CO,2003,arson,785
CO,2003,burglary,14692
CO,2003,homicide,71
CO,2003,larceny,61934
CO,2003,motor-vehicle-theft,9854
CO,2003,property-crime,87265
CO,2003,rape,1095
CO,2003,robbery,1585
CO,2003,violent-crime,6708
CO,2004,aggravated-assault,4742
CO,2004,arson,666
CO,2004,burglary,15821
CO,2004,homicide,72
CO,2004,larceny,66457
CO,2004,motor-vehicle-theft,11102
CO,2004,property-crime,94046
CO,2004,rape,1342
CO,2004,robbery,1570
CO,2004,violent-crime,7726
CO,2005,aggravated-assault,7897
CO,2005,arson,960
CO,2005,burglary,25609
CO,2005,homicide,135
CO,2005,larceny,91677
CO,2005,motor-vehicle-theft,21150
CO,2005,property-crime,139396
CO,2005,rape,1942
CO,2005,robbery,3339
CO,2005,violent-crime,13313
CO,2006,aggravated-assault,8492
CO,2006,arson,1034
CO,2006,burglary,24926
CO,2006,homicide,126
CO,2006,larceny,85272
CO,2006,motor-vehicle-theft,17639
CO,2006,property-crime,128871
CO,2006,rape,2162
CO,2006,robbery,3359
CO,2006,violent-crime,14139
CO,2007,aggravated-assault,7567
CO,2007,arson,876
CO,2007,burglary,22087
CO,2007,homicide,124
CO,2007,larceny,76284
CO,2007,motor-vehicle-theft,14231
CO,2007,property-crime,113478
CO,2007,rape,2078
CO,2007,robbery,2963
CO,2007,violent-crime,12732
CO,2008,aggravated-assault,7741
CO,2008,arson,1015
CO,2008,burglary,21904
CO,2008,homicide,124
CO,2008,larceny,76544
CO,2008,motor-vehicle-theft,11230
CO,2008,property-crime,110693
CO,2008,rape,2225
CO,2008,robbery,2920
CO,2008,violent-crime,13010
CO,2009,aggravated-assault,7906
CO,2009,arson,871
CO,2009,burglary,21732
CO,2009,homicide,120
CO,2009,larceny,77778
CO,2009,motor-vehicle-theft,10960
CO,2009,property-crime,111341
CO,2009,rape,2418
CO,2009,robbery,3056
CO,2009,violent-crime,13500
CO,2010,aggravated-assault,7795
CO,2010,arson,889
CO,2010,burglary,22296
CO,2010,homicide,103
CO,2010,larceny,82342
CO,2010,motor-vehicle-theft,10067
CO,2010,property-crime,115594
CO,2010,rape,2377
CO,2010,robbery,2940
CO,2010,violent-crime,13215
CO,2011,aggravated-assault,7261
CO,2011,arson,938
CO,2011,burglary,22672
CO,2011,homicide,129
CO,2011,larceny,84896
CO,2011,motor-vehicle-theft,10226
CO,2011,property-crime,118732
CO,2011,rape,2494
CO,2011,robbery,3160
CO,2011,violent-crime,13044
CO,2012,aggravated-assault,8158
CO,2012,arson,902
CO,2012,burglary,25070
CO,2012,homicide,137
CO,2012,larceny,100065
CO,2012,motor-vehicle-theft,11948
CO,2012,property-crime,137985
CO,2012,rape,2882
CO,2012,robbery,3352
CO,2012,violent-crime,14529
CO,2013,aggravated-assault,7833
CO,2013,arson,852
CO,2013,burglary,24352
CO,2013,homicide,146
CO,2013,larceny,103133
CO,2013,motor-vehicle-theft,12514
CO,2013,property-crime,140851
CO,2013,rape,2795
CO,2013,robbery,3117
CO,2013,violent-crime,13891
CO,2014,aggravated-assault,8183
CO,2014,arson,944
CO,2014,burglary,22882
CO,2014,homicide,126
CO,2014,larceny,100016
CO,2014,motor-vehicle-theft,12538
CO,2014,property-crime,136380
CO,2014,rape,2913
CO,2014,robbery,3002
CO,2014,violent-crime,14224
CO,2015,aggravated-assault,8341
CO,2015,arson,862
CO,2015,burglary,22800
CO,2015,homicide,137
CO,2015,larceny,104738
CO,2015,motor-vehicle-theft,15945
CO,2015,property-crime,144345
CO,2015,rape,3177
CO,2015,robbery,3218
CO,2015,violent-crime,14873
CO,2016,aggravated-assault,9462
CO,2016,arson,920
CO,2016,burglary,22955
CO,2016,homicide,168
CO,2016,larceny,109631
CO,2016,motor-vehicle-theft,19439
CO,2016,property-crime,152945
CO,2016,rape,3514
CO,2016,robbery,3508
CO,2016,violent-crime,16652
CO,2017,aggravated-assault,10349
CO,2017,arson,1049
CO,2017,burglary,22157
CO,2017,homicide,203
CO,2017,larceny,109389
CO,2017,motor-vehicle-theft,21691
CO,2017,property-crime,154286
CO,2017,rape,3874
CO,2017,robbery,3833
CO,2017,violent-crime,18259
CO,2018,aggravated-assault,11569
CO,2018,arson,977
CO,2018,burglary,21246
CO,2018,homicide,197
CO,2018,larceny,111327
CO,2018,motor-vehicle-theft,21743
CO,2018,property-crime,155293
CO,2018,rape,4010
CO,2018,robbery,3752
CO,2018,violent-crime,19528
CT,1998,aggravated-assault,51
CT,1998,arson,10
CT,1998,burglary,125
CT,1998,homicide,3
CT,1998,larceny,592
CT,1998,motor-vehicle-theft,59
CT,1998,property-crime,786
CT,1998,rape,14
CT,1998,robbery,20
CT,1998,violent-crime,88
CT,1999,aggravated-assault,380
CT,1999,arson,57
CT,1999,burglary,1496
CT,1999,homicide,4
CT,1999,larceny,7363
CT,1999,motor-vehicle-theft,721
CT,1999,property-crime,9637
CT,1999,rape,68
CT,1999,robbery,169
CT,1999,violent-crime,621
CT,2000,aggravated-assault,1183
CT,2000,arson,135
CT,2000,burglary,3349
CT,2000,homicide,18
CT,2000,larceny,16151
CT,2000,motor-vehicle-theft,2417
CT,2000,property-crime,22052
CT,2000,rape,176
CT,2000,robbery,748
CT,2000,violent-crime,2125
CT,2001,aggravated-assault,1696
CT,2001,arson,179
CT,2001,burglary,5214
CT,2001,homicide,31
CT,2001,larceny,24506
CT,2001,motor-vehicle-theft,3743
CT,2001,property-crime,33642
CT,2001,rape,271
CT,2001,robbery,1338
CT,2001,violent-crime,3336
CT,2002,aggravated-assault,1494
CT,2002,arson,151
CT,2002,burglary,5707
CT,2002,homicide,19
CT,2002,larceny,24835
CT,2002,motor-vehicle-theft,3533
CT,2002,property-crime,34226
CT,2002,rape,334
CT,2002,robbery,1253
CT,2002,violent-crime,3100
CT,2003,aggravated-assault,1423
CT,2003,arson,154
CT,2003,burglary,5513
CT,2003,homicide,22
CT,2003,larceny,24384
CT,2003,motor-vehicle-theft,3378
CT,2003,property-crime,33429
CT,2003,rape,309
CT,2003,robbery,1419
CT,2003,violent-crime,3173
CT,2004,aggravated-assault,1381
CT,2004,arson,259
CT,2004,burglary,6047
CT,2004,homicide,34
CT,2004,larceny,27382
CT,2004,motor-vehicle-theft,3416
CT,2004,property-crime,37104
CT,2004,rape,408
CT,2004,robbery,1106
CT,2004,violent-crime,2929
CT,2005,aggravated-assault,1260
CT,2005,arson,263
CT,2005,burglary,5916
CT,2005,homicide,41
CT,2005,larceny,27182
CT,2005,motor-vehicle-theft,3305
CT,2005,property-crime,36666
CT,2005,rape,449
CT,2005,robbery,1000
CT,2005,violent-crime,2750
CT,2006,aggravated-assault,1118
CT,2006,arson,254
CT,2006,burglary,5602
CT,2006,homicide,29
CT,2006,larceny,26278
CT,2006,motor-vehicle-theft,2665
CT,2006,property-crime,34799
CT,2006,rape,374
CT,2006,robbery,942
CT,2006,violent-crime,2463
CT,2007,aggravated-assault,1867
CT,2007,arson,267
CT,2007,burglary,7083
CT,2007,homicide,45
CT,2007,larceny,29708
CT,2007,motor-vehicle-theft,3460
CT,2007,property-crime,40518
CT,2007,rape,474
CT,2007,robbery,1494
CT,2007,violent-crime,3880
CT,2008,aggravated-assault,2510
CT,2008,arson,287
CT,2008,burglary,8803
CT,2008,homicide,62
CT,2008,larceny,37841
CT,2008,motor-vehicle-theft,4059
CT,2008,property-crime,50990
CT,2008,rape,509
CT,2008,robbery,1949
CT,2008,violent-crime,5030
CT,2009,aggravated-assault,2432
CT,2009,arson,221
CT,2009,burglary,8647
CT,2009,homicide,41
CT,2009,larceny,35672
CT,2009,motor-vehicle-theft,3443
CT,2009,property-crime,47983
CT,2009,rape,494
CT,2009,robbery,1969
CT,2009,violent-crime,4936
CT,2010,aggravated-assault,2358
CT,2010,arson,257
CT,2010,burglary,8599
CT,2010,homicide,53
CT,2010,larceny,35798
CT,2010,motor-vehicle-theft,3121
CT,2010,property-crime,47775
CT,2010,rape,482
CT,2010,robbery,1730
CT,2010,violent-crime,4623
CT,2011,aggravated-assault,2394
CT,2011,arson,222
CT,2011,burglary,8681
CT,2011,homicide,60
CT,2011,larceny,35929
CT,2011,motor-vehicle-theft,3091
CT,2011,property-crime,47923
CT,2011,rape,534
CT,2011,robbery,1809
CT,2011,violent-crime,4797
CT,2012,aggravated-assault,2356
CT,2012,arson,222
CT,2012,burglary,8634
CT,2012,homicide,53
CT,2012,larceny,36304
CT,2012,motor-vehicle-theft,2834
CT,2012,property-crime,47994
CT,2012,rape,523
CT,2012,robbery,1759
CT,2012,violent-crime,4691
CT,2013,aggravated-assault,2089
CT,2013,arson,176
CT,2013,burglary,7499
CT,2013,homicide,41
CT,2013,larceny,33736
CT,2013,motor-vehicle-theft,2904
CT,2013,property-crime,44315
CT,2013,rape,521
CT,2013,robbery,1694
CT,2013,violent-crime,4345
CT,2014,aggravated-assault,1918
CT,2014,arson,156
CT,2014,burglary,7283
CT,2014,homicide,41
CT,2014,larceny,33328
CT,2014,motor-vehicle-theft,2884
CT,2014,property-crime,43651
CT,2014,rape,479
CT,2014,robbery,1517
CT,2014,violent-crime,3955
CT,2015,aggravated-assault,1858
CT,2015,arson,164
CT,2015,burglary,6146
CT,2015,homicide,46
CT,2015,larceny,32907
CT,2015,motor-vehicle-theft,3107
CT,2015,property-crime,42324
CT,2015,rape,484
CT,2015,robbery,1354
CT,2015,violent-crime,3742
CT,2016,aggravated-assault,2308
CT,2016,arson,144
CT,2016,burglary,6963
CT,2016,homicide,46
CT,2016,larceny,35477
CT,2016,motor-vehicle-theft,4347
CT,2016,property-crime,46931
CT,2016,rape,517
CT,2016,robbery,1482
CT,2016,violent-crime,4353
CT,2017,aggravated-assault,2138
CT,2017,arson,154
CT,2017,burglary,6314
CT,2017,homicide,43
CT,2017,larceny,36593
CT,2017,motor-vehicle-theft,5099
CT,2017,property-crime,48160
CT,2017,rape,580
CT,2017,robbery,1511
CT,2017,violent-crime,4272
CT,2018,aggravated-assault,2397
CT,2018,arson,135
CT,2018,burglary,6160
CT,2018,homicide,54
CT,2018,larceny,36770
CT,2018,motor-vehicle-theft,5514
CT,2018,property-crime,48579
CT,2018,rape,683
CT,2018,robbery,1528
CT,2018,violent-crime,4662
DC,2000,aggravated-assault,64
DC,2000,arson,4
DC,2000,burglary,4
DC,2000,homicide,1
DC,2000,larceny,755
DC,2000,motor-vehicle-theft,259
DC,2000,property-crime,1022
DC,2000,robbery,81
DC,2000,violent-crime,146
DC,2001,aggravated-assault,92
DC,2001,burglary,3
DC,2001,homicide,1
DC,2001,larceny,893
DC,2001,motor-vehicle-theft,470
DC,2001,property-crime,1366
DC,2001,rape,1
DC,2001,robbery,114
DC,2001,violent-crime,208
DC,2002,aggravated-assault,95
DC,2002,arson,3
DC,2002,burglary,3
DC,2002,homicide,1
DC,2002,larceny,921
DC,2002,motor-vehicle-theft,435
DC,2002,property-crime,1362
DC,2002,rape,1
DC,2002,robbery,103
DC,2002,violent-crime,200
DC,2003,aggravated-assault,100
DC,2003,homicide,1
DC,2003,larceny,768
DC,2003,motor-vehicle-theft,357
DC,2003,property-crime,1125
DC,2003,rape,3
DC,2003,robbery,105
DC,2003,violent-crime,209
DC,2004,aggravated-assault,97
DC,2004,burglary,1
DC,2004,larceny,797
DC,2004,motor-vehicle-theft,279
DC,2004,property-crime,1077
DC,2004,rape,6
DC,2004,robbery,145
DC,2004,violent-crime,248
DC,2005,aggravated-assault,101
DC,2005,burglary,5
DC,2005,larceny,680
DC,2005,motor-vehicle-theft,254
DC,2005,property-crime,939
DC,2005,rape,2
DC,2005,robbery,198
DC,2005,violent-crime,301
DC,2006,aggravated-assault,107
DC,2006,arson,1
DC,2006,burglary,7
DC,2006,larceny,777
DC,2006,motor-vehicle-theft,263
DC,2006,property-crime,1048
DC,2006,rape,3
DC,2006,robbery,225
DC,2006,violent-crime,335
DC,2007,aggravated-assault,97
DC,2007,burglary,5
DC,2007,larceny,926
DC,2007,motor-vehicle-theft,283
DC,2007,property-crime,1214
DC,2007,robbery,280
DC,2007,violent-crime,377
DC,2008,aggravated-assault,83
DC,2008,burglary,2
DC,2008,larceny,1163
DC,2008,motor-vehicle-theft,274
DC,2008,property-crime,1439
DC,2008,rape,3
DC,2008,robbery,276
DC,2008,violent-crime,362
DC,2009,aggravated-assault,85
DC,2009,homicide,1
DC,2009,larceny,1280
DC,2009,motor-vehicle-theft,231
DC,2009,property-crime,1511
DC,2009,robbery,406
DC,2009,violent-crime,492
DC,2010,aggravated-assault,131
DC,2010,burglary,5
DC,2010,larceny,1475
DC,2010,motor-vehicle-theft,190
DC,2010,property-crime,1670
DC,2010,rape,7
DC,2010,robbery,412
DC,2010,violent-crime,550
DC,2011,aggravated-assault,99
DC,2011,burglary,1
DC,2011,larceny,1241
DC,2011,motor-vehicle-theft,118
DC,2011,property-crime,1360
DC,2011,rape,2
DC,2011,robbery,338
DC,2011,violent-crime,439
DC,2012,aggravated-assault,97
DC,2012,arson,1
DC,2012,larceny,1393
DC,2012,motor-vehicle-theft,114
DC,2012,property-crime,1508
DC,2012,rape,1
DC,2012,robbery,312
DC,2012,violent-crime,410
DC,2013,aggravated-assault,96
DC,2013,arson,2
DC,2013,burglary,2
DC,2013,larceny,1444
DC,2013,motor-vehicle-theft,88
DC,2013,property-crime,1536
DC,2013,rape,2
DC,2013,robbery,422
DC,2013,violent-crime,520
DC,2014,aggravated-assault,105
DC,2014,arson,3
DC,2014,burglary,3
DC,2014,larceny,1025
DC,2014,motor-vehicle-theft,100
DC,2014,property-crime,1131
DC,2014,rape,2
DC,2014,robbery,266
DC,2014,violent-crime,373
DC,2015,aggravated-assault,101
DC,2015,arson,1
DC,2015,larceny,1019
DC,2015,motor-vehicle-theft,71
DC,2015,property-crime,1091
DC,2015,robbery,342
DC,2015,violent-crime,443
DC,2016,aggravated-assault,150
DC,2016,arson,3
