state,year,gender,offense,count
AK,2010,female,aggravated-assault,415
AK,2010,female,arson,11
AK,2010,female,burglary,78
AK,2010,female,curfew,3
AK,2010,female,disorderly-conduct,266
AK,2010,female,drug-grand-total,599
AK,2010,female,drunkenness,133
AK,2010,female,dui,1371
AK,2010,female,embezzlement,47
AK,2010,female,forgery,51
AK,2010,female,fraud,106
AK,2010,female,gambling-total,2
AK,2010,female,larceny,1155
AK,2010,female,liqour-laws,1009
AK,2010,female,motor-vehcile-theft,46
AK,2010,female,murder,3
AK,2010,female,offense-against-family,189
AK,2010,female,prostitution,108
AK,2010,female,rape,2
AK,2010,female,robbery,45
AK,2010,female,runaway,43
AK,2010,female,sex-offenses,14
AK,2010,female,simple-assault,1602
AK,2010,female,stolen-property,7
AK,2010,female,suspicion,2
AK,2010,female,vagrancy,6
AK,2010,female,vandalism,210
AK,2010,female,weapons,34
AK,2010,male,aggravated-assault,1556
AK,2010,male,arson,22
AK,2010,male,burglary,410
AK,2010,male,curfew,17
AK,2010,male,disorderly-conduct,821
AK,2010,male,drug-grand-total,1894
AK,2010,male,drunkenness,366
AK,2010,male,dui,3626
AK,2010,male,embezzlement,49
AK,2010,male,forgery,67
AK,2010,male,fraud,177
AK,2010,male,gambling-total,8
AK,2010,male,larceny,1990
AK,2010,male,liqour-laws,1484
AK,2010,male,motor-vehcile-theft,234
AK,2010,male,murder,22
AK,2010,male,offense-against-family,132
AK,2010,male,prostitution,53
AK,2010,male,rape,88
AK,2010,male,robbery,219
AK,2010,male,runaway,36
AK,2010,male,sex-offenses,313
AK,2010,male,simple-assault,3745
AK,2010,male,stolen-property,28
AK,2010,male,suspicion,9
AK,2010,male,vagrancy,10
AK,2010,male,vandalism,694
AK,2010,male,weapons,386
AK,2011,female,aggravated-assault,344
AK,2011,female,arson,11
AK,2011,female,burglary,54
AK,2011,female,curfew,10
AK,2011,female,disorderly-conduct,301
AK,2011,female,drug-grand-total,517
AK,2011,female,drunkenness,36
AK,2011,female,dui,1200
AK,2011,female,embezzlement,59
AK,2011,female,forgery,26
AK,2011,female,fraud,109
AK,2011,female,gambling-total,0
AK,2011,female,larceny,1207
AK,2011,female,liqour-laws,1145
AK,2011,female,motor-vehcile-theft,53
AK,2011,female,murder,4
AK,2011,female,offense-against-family,208
AK,2011,female,prostitution,46
AK,2011,female,rape,1
AK,2011,female,robbery,35
AK,2011,female,runaway,57
AK,2011,female,sex-offenses,17
AK,2011,female,simple-assault,1570
AK,2011,female,stolen-property,4
AK,2011,female,suspicion,1
AK,2011,female,vagrancy,3
AK,2011,female,vandalism,220
AK,2011,female,weapons,35
AK,2011,male,aggravated-assault,1343
AK,2011,male,arson,33
AK,2011,male,burglary,373
AK,2011,male,curfew,22
AK,2011,male,disorderly-conduct,840
AK,2011,male,drug-grand-total,1832
AK,2011,male,drunkenness,67
AK,2011,male,dui,3246
AK,2011,male,embezzlement,43
AK,2011,male,forgery,38
AK,2011,male,fraud,136
AK,2011,male,gambling-total,1
AK,2011,male,larceny,1900
AK,2011,male,liqour-laws,1585
AK,2011,male,motor-vehcile-theft,225
AK,2011,male,murder,28
AK,2011,male,offense-against-family,123
AK,2011,male,prostitution,23
AK,2011,male,rape,82
AK,2011,male,robbery,193
AK,2011,male,runaway,60
AK,2011,male,sex-offenses,340
AK,2011,male,simple-assault,3859
AK,2011,male,stolen-property,24
AK,2011,male,suspicion,3
AK,2011,male,vagrancy,4
AK,2011,male,vandalism,676
AK,2011,male,weapons,366
AK,2012,female,aggravated-assault,271
AK,2012,female,arson,8
AK,2012,female,burglary,42
AK,2012,female,curfew,9
AK,2012,female,disorderly-conduct,237
AK,2012,female,drug-grand-total,369
AK,2012,female,drunkenness,26
AK,2012,female,dui,839
AK,2012,female,embezzlement,55
AK,2012,female,forgery,22
AK,2012,female,fraud,77
AK,2012,female,gambling-total,0
AK,2012,female,larceny,1201
AK,2012,female,liqour-laws,706
AK,2012,female,motor-vehcile-theft,38
AK,2012,female,murder,1
AK,2012,female,offense-against-family,156
AK,2012,female,prostitution,11
AK,2012,female,rape,0
AK,2012,female,robbery,42
AK,2012,female,sex-offenses,8
AK,2012,female,simple-assault,1250
AK,2012,female,stolen-property,5
AK,2012,female,suspicion,0
AK,2012,female,vagrancy,0
AK,2012,female,vandalism,191
AK,2012,female,weapons,14
AK,2012,male,aggravated-assault,1042
AK,2012,male,arson,27
AK,2012,male,burglary,267
AK,2012,male,curfew,2
AK,2012,male,disorderly-conduct,691
AK,2012,male,drug-grand-total,1178
AK,2012,male,drunkenness,38
AK,2012,male,dui,2112
AK,2012,male,embezzlement,49
AK,2012,male,forgery,41
AK,2012,male,fraud,81
AK,2012,male,gambling-total,1
AK,2012,male,larceny,1854
AK,2012,male,liqour-laws,1131
AK,2012,male,motor-vehcile-theft,165
AK,2012,male,murder,15
AK,2012,male,offense-against-family,84
AK,2012,male,prostitution,27
AK,2012,male,rape,86
AK,2012,male,robbery,161
AK,2012,male,sex-offenses,267
AK,2012,male,simple-assault,2614
AK,2012,male,stolen-property,13
AK,2012,male,suspicion,1
AK,2012,male,vagrancy,1
AK,2012,male,vandalism,579
AK,2012,male,weapons,211
AK,2013,female,aggravated-assault,306
AK,2013,female,arson,21
AK,2013,female,burglary,40
AK,2013,female,curfew,0
AK,2013,female,disorderly-conduct,275
AK,2013,female,drug-grand-total,377
AK,2013,female,drunkenness,36
AK,2013,female,dui,713
AK,2013,female,embezzlement,39
AK,2013,female,forgery,21
AK,2013,female,fraud,68
AK,2013,female,larceny,1449
AK,2013,female,liqour-laws,562
AK,2013,female,motor-vehcile-theft,42
AK,2013,female,murder,1
AK,2013,female,offense-against-family,152
AK,2013,female,prostitution,184
AK,2013,female,rape,2
AK,2013,female,robbery,45
AK,2013,female,runaway,0
AK,2013,female,sex-offenses,16
AK,2013,female,simple-assault,1149
AK,2013,female,stolen-property,9
AK,2013,female,vagrancy,172
AK,2013,female,vandalism,178
AK,2013,female,weapons,30
AK,2013,male,aggravated-assault,982
AK,2013,male,arson,45
AK,2013,male,burglary,224
AK,2013,male,curfew,6
AK,2013,male,disorderly-conduct,664
AK,2013,male,drug-grand-total,1098
AK,2013,male,drunkenness,64
AK,2013,male,dui,1976
AK,2013,male,embezzlement,48
AK,2013,male,forgery,28
AK,2013,male,fraud,104
AK,2013,male,larceny,2012
AK,2013,male,liqour-laws,823
AK,2013,male,motor-vehcile-theft,173
AK,2013,male,murder,21
AK,2013,male,offense-against-family,72
AK,2013,male,prostitution,463
AK,2013,male,rape,104
AK,2013,male,robbery,177
AK,2013,male,runaway,1
AK,2013,male,sex-offenses,203
AK,2013,male,simple-assault,2441
AK,2013,male,stolen-property,23
AK,2013,male,vagrancy,435
AK,2013,male,vandalism,598
AK,2013,male,weapons,204
AK,2014,female,aggravated-assault,293
AK,2014,female,arson,39
AK,2014,female,burglary,39
AK,2014,female,curfew,1
AK,2014,female,disorderly-conduct,178
AK,2014,female,drug-grand-total,311
AK,2014,female,drunkenness,41
AK,2014,female,dui,689
AK,2014,female,embezzlement,35
AK,2014,female,forgery,30
AK,2014,female,fraud,73
AK,2014,female,larceny,1175
AK,2014,female,liqour-laws,467
AK,2014,female,motor-vehcile-theft,45
AK,2014,female,murder,4
AK,2014,female,offense-against-family,117
AK,2014,female,prostitution,26
AK,2014,female,rape,1
AK,2014,female,robbery,33
AK,2014,female,runaway,1
AK,2014,female,sex-offenses,13
AK,2014,female,simple-assault,1037
AK,2014,female,stolen-property,3
AK,2014,female,suspicion,9
AK,2014,female,vandalism,176
AK,2014,female,weapons,23
AK,2014,male,aggravated-assault,970
AK,2014,male,arson,102
AK,2014,male,burglary,243
AK,2014,male,curfew,4
AK,2014,male,disorderly-conduct,553
AK,2014,male,drug-grand-total,848
AK,2014,male,drunkenness,84
AK,2014,male,dui,1647
AK,2014,male,embezzlement,27
AK,2014,male,forgery,47
AK,2014,male,fraud,109
AK,2014,male,larceny,1649
AK,2014,male,liqour-laws,704
AK,2014,male,motor-vehcile-theft,159
AK,2014,male,murder,15
AK,2014,male,offense-against-family,70
AK,2014,male,prostitution,10
AK,2014,male,rape,86
AK,2014,male,robbery,175
AK,2014,male,runaway,0
AK,2014,male,sex-offenses,237
AK,2014,male,simple-assault,2097
AK,2014,male,stolen-property,21
AK,2014,male,suspicion,8
AK,2014,male,vandalism,556
AK,2014,male,weapons,195
AK,2015,female,aggravated-assault,390
AK,2015,female,arson,13
AK,2015,female,burglary,86
AK,2015,female,curfew,2
AK,2015,female,disorderly-conduct,213
AK,2015,female,drug-grand-total,352
AK,2015,female,drunkenness,30
AK,2015,female,dui,877
AK,2015,female,embezzlement,38
AK,2015,female,forgery,20
AK,2015,female,fraud,100
AK,2015,female,larceny,994
AK,2015,female,liqour-laws,384
AK,2015,female,motor-vehcile-theft,84
AK,2015,female,murder,8
AK,2015,female,offense-against-family,108
AK,2015,female,prostitution,2
AK,2015,female,rape,1
AK,2015,female,robbery,57
AK,2015,female,runaway,1
AK,2015,female,sex-offenses,15
AK,2015,female,simple-assault,1315
AK,2015,female,stolen-property,13
AK,2015,female,vagrancy,0
AK,2015,female,vandalism,251
AK,2015,female,weapons,30
AK,2015,male,aggravated-assault,1344
AK,2015,male,arson,54
AK,2015,male,burglary,399
AK,2015,male,curfew,3
AK,2015,male,disorderly-conduct,582
AK,2015,male,drug-grand-total,860
AK,2015,male,drunkenness,50
AK,2015,male,dui,2286
AK,2015,male,embezzlement,34
AK,2015,male,forgery,19
AK,2015,male,fraud,130
AK,2015,male,larceny,1546
AK,2015,male,liqour-laws,716
AK,2015,male,motor-vehcile-theft,277
AK,2015,male,murder,39
AK,2015,male,offense-against-family,73
AK,2015,male,prostitution,6
AK,2015,male,rape,117
AK,2015,male,robbery,237
AK,2015,male,runaway,1
AK,2015,male,sex-offenses,225
AK,2015,male,simple-assault,3035
AK,2015,male,stolen-property,39
AK,2015,male,vagrancy,3
AK,2015,male,vandalism,647
AK,2015,male,weapons,273
AK,2016,female,aggravated-assault,410
AK,2016,female,arson,9
AK,2016,female,burglary,80
AK,2016,female,curfew,6
AK,2016,female,disorderly-conduct,197
AK,2016,female,drug-grand-total,329
AK,2016,female,drunkenness,31
AK,2016,female,dui,916
AK,2016,female,embezzlement,45
AK,2016,female,forgery,36
AK,2016,female,fraud,83
AK,2016,female,larceny,875
AK,2016,female,liqour-laws,252
AK,2016,female,motor-vehcile-theft,134
AK,2016,female,murder,3
AK,2016,female,offense-against-family,103
AK,2016,female,prostitution,3
AK,2016,female,rape,2
AK,2016,female,robbery,68
AK,2016,female,runaway,1
AK,2016,female,sex-offenses,20
AK,2016,female,simple-assault,1264
AK,2016,female,stolen-property,13
AK,2016,female,vagrancy,1
AK,2016,female,vandalism,252
AK,2016,female,weapons,29
AK,2016,male,aggravated-assault,1435
AK,2016,male,arson,42
AK,2016,male,burglary,458
AK,2016,male,curfew,6
AK,2016,male,disorderly-conduct,541
AK,2016,male,drug-grand-total,677
AK,2016,male,drunkenness,81
AK,2016,male,dui,2147
AK,2016,male,embezzlement,36
AK,2016,male,forgery,60
AK,2016,male,fraud,153
AK,2016,male,larceny,1526
AK,2016,male,liqour-laws,523
AK,2016,male,motor-vehcile-theft,371
AK,2016,male,murder,38
AK,2016,male,offense-against-family,92
AK,2016,male,prostitution,10
AK,2016,male,rape,128
AK,2016,male,robbery,214
AK,2016,male,runaway,0
AK,2016,male,sex-offenses,261
AK,2016,male,simple-assault,3036
AK,2016,male,stolen-property,69
AK,2016,male,vagrancy,3
AK,2016,male,vandalism,772
AK,2016,male,weapons,282
AK,2017,female,aggravated-assault,470
AK,2017,female,arson,8
AK,2017,female,burglary,90
AK,2017,female,disorderly-conduct,198
AK,2017,female,drug-grand-total,283
AK,2017,female,drunkenness,18
AK,2017,female,dui,899
AK,2017,female,embezzlement,42
AK,2017,female,forgery,38
AK,2017,female,fraud,65
AK,2017,female,larceny,835
AK,2017,female,liqour-laws,216
AK,2017,female,motor-vehcile-theft,187
AK,2017,female,murder,4
AK,2017,female,offense-against-family,88
AK,2017,female,prostitution,2
AK,2017,female,prostitution-prostitution,2
AK,2017,female,prostitution-purchasing,0
AK,2017,female,rape,1
AK,2017,female,robbery,47
AK,2017,female,runaway,1
AK,2017,female,sex-offenses,9
AK,2017,female,simple-assault,1336
AK,2017,female,stolen-property,27
AK,2017,female,vagrancy,0
AK,2017,female,vandalism,283
AK,2017,female,weapons,39
AK,2017,male,aggravated-assault,1443
AK,2017,male,arson,14
AK,2017,male,burglary,533
AK,2017,male,disorderly-conduct,559
AK,2017,male,drug-grand-total,721
AK,2017,male,drunkenness,25
AK,2017,male,dui,2203
AK,2017,male,embezzlement,35
AK,2017,male,forgery,75
AK,2017,male,fraud,154
AK,2017,male,larceny,1521
AK,2017,male,liqour-laws,437
AK,2017,male,motor-vehcile-theft,507
AK,2017,male,murder,42
AK,2017,male,offense-against-family,71
AK,2017,male,prostitution,3
AK,2017,male,prostitution-prostitution,1
AK,2017,male,prostitution-purchasing,2
AK,2017,male,rape,125
AK,2017,male,robbery,242
AK,2017,male,runaway,0
AK,2017,male,sex-offenses,247
AK,2017,male,simple-assault,3142
AK,2017,male,stolen-property,78
AK,2017,male,vagrancy,2
AK,2017,male,vandalism,721
AK,2017,male,weapons,330
AK,2018,female,aggravated-assault,473
AK,2018,female,arson,14
AK,2018,female,burglary,107
AK,2018,female,curfew,2
AK,2018,female,disorderly-conduct,288
AK,2018,female,drug-grand-total,288
AK,2018,female,drunkenness,11
AK,2018,female,dui,928
AK,2018,female,embezzlement,31
AK,2018,female,forgery,60
AK,2018,female,fraud,80
AK,2018,female,larceny,896
AK,2018,female,liqour-laws,191
AK,2018,female,motor-vehcile-theft,201
AK,2018,female,murder,6
AK,2018,female,offense-against-family,111
AK,2018,female,prostitution,0
AK,2018,female,prostitution-purchasing,0
AK,2018,female,rape,4
AK,2018,female,robbery,74
AK,2018,female,runaway,1
AK,2018,female,sex-offenses,9
AK,2018,female,simple-assault,1584
AK,2018,female,stolen-property,36
AK,2018,female,vagrancy,1
AK,2018,female,vandalism,340
AK,2018,female,weapons,40
AK,2018,male,aggravated-assault,1659
AK,2018,male,arson,29
AK,2018,male,burglary,495
AK,2018,male,curfew,3
AK,2018,male,disorderly-conduct,555
AK,2018,male,drug-grand-total,758
AK,2018,male,drunkenness,36
AK,2018,male,dui,2220
AK,2018,male,embezzlement,23
AK,2018,male,forgery,94
AK,2018,male,fraud,121
AK,2018,male,larceny,1496
AK,2018,male,liqour-laws,401
AK,2018,male,motor-vehcile-theft,525
AK,2018,male,murder,32
AK,2018,male,offense-against-family,63
AK,2018,male,prostitution,2
AK,2018,male,prostitution-purchasing,2
AK,2018,male,rape,145
AK,2018,male,robbery,293
AK,2018,male,runaway,0
AK,2018,male,sex-offenses,254
AK,2018,male,simple-assault,3359
AK,2018,male,stolen-property,84
AK,2018,male,vagrancy,16
AK,2018,male,vandalism,763
AK,2018,male,weapons,347
AL,2010,female,aggravated-assault,655
AL,2010,female,arson,24
AL,2010,female,burglary,250
AL,2010,female,curfew,29
AL,2010,female,disorderly-conduct,1115
AL,2010,female,drug-grand-total,1775
AL,2010,female,drunkenness,1061
AL,2010,female,dui,2681
AL,2010,female,embezzlement,82
AL,2010,female,forgery,503
AL,2010,female,fraud,3273
AL,2010,female,gambling-total,3
AL,2010,female,larceny,5570
AL,2010,female,liqour-laws,845
AL,2010,female,motor-vehcile-theft,147
AL,2010,female,murder,27
AL,2010,female,offense-against-family,186
AL,2010,female,prostitution,17
AL,2010,female,rape,7
AL,2010,female,robbery,85
AL,2010,female,runaway,76
AL,2010,female,sex-offenses,17
AL,2010,female,simple-assault,5017
AL,2010,female,stolen-property,236
AL,2010,female,vagrancy,17
AL,2010,female,vandalism,467
AL,2010,female,weapons,85
AL,2010,male,aggravated-assault,2023
AL,2010,male,arson,84
AL,2010,male,burglary,1933
AL,2010,male,curfew,67
AL,2010,male,disorderly-conduct,2077
AL,2010,male,drug-grand-total,6438
AL,2010,male,drunkenness,5079
AL,2010,male,dui,10510
AL,2010,male,embezzlement,81
AL,2010,male,forgery,675
AL,2010,male,fraud,3097
AL,2010,male,gambling-total,44
AL,2010,male,larceny,7121
AL,2010,male,liqour-laws,2852
AL,2010,male,motor-vehcile-theft,511
AL,2010,male,murder,149
AL,2010,male,offense-against-family,836
AL,2010,male,prostitution,57
AL,2010,male,rape,223
AL,2010,male,robbery,603
AL,2010,male,runaway,57
AL,2010,male,sex-offenses,395
AL,2010,male,simple-assault,12440
AL,2010,male,stolen-property,1260
AL,2010,male,vagrancy,80
AL,2010,male,vandalism,1411
AL,2010,male,weapons,999
AL,2011,female,aggravated-assault,2
AL,2011,female,burglary,1
AL,2011,female,disorderly-conduct,10
AL,2011,female,drug-grand-total,65
AL,2011,female,drunkenness,35
AL,2011,female,dui,76
AL,2011,female,embezzlement,10
AL,2011,female,forgery,0
AL,2011,female,fraud,4
AL,2011,female,larceny,344
AL,2011,female,liqour-laws,0
AL,2011,female,motor-vehcile-theft,1
AL,2011,female,offense-against-family,1
AL,2011,female,robbery,4
AL,2011,female,simple-assault,69
AL,2011,female,stolen-property,6
AL,2011,female,vandalism,3
AL,2011,female,weapons,1
AL,2011,male,aggravated-assault,2
AL,2011,male,burglary,16
AL,2011,male,disorderly-conduct,20
AL,2011,male,drug-grand-total,235
AL,2011,male,drunkenness,158
AL,2011,male,dui,211
AL,2011,male,embezzlement,6
AL,2011,male,forgery,4
AL,2011,male,fraud,5
AL,2011,male,larceny,165
AL,2011,male,liqour-laws,6
AL,2011,male,motor-vehcile-theft,4
AL,2011,male,offense-against-family,0
AL,2011,male,robbery,7
AL,2011,male,simple-assault,165
AL,2011,male,stolen-property,14
AL,2011,male,vandalism,7
AL,2011,male,weapons,19
AL,2012,female,aggravated-assault,4
AL,2012,female,burglary,2
AL,2012,female,disorderly-conduct,2
AL,2012,female,drug-grand-total,71
AL,2012,female,drunkenness,23
AL,2012,female,dui,72
AL,2012,female,embezzlement,10
AL,2012,female,forgery,0
AL,2012,female,fraud,7
AL,2012,female,larceny,276
AL,2012,female,liqour-laws,5
AL,2012,female,motor-vehcile-theft,0
AL,2012,female,murder,0
AL,2012,female,rape,0
AL,2012,female,robbery,7
AL,2012,female,sex-offenses,0
AL,2012,female,simple-assault,82
AL,2012,female,stolen-property,1
AL,2012,female,vandalism,0
AL,2012,female,weapons,0
AL,2012,male,aggravated-assault,3
AL,2012,male,burglary,22
AL,2012,male,disorderly-conduct,15
AL,2012,male,drug-grand-total,235
AL,2012,male,drunkenness,112
AL,2012,male,dui,214
AL,2012,male,embezzlement,10
AL,2012,male,forgery,6
AL,2012,male,fraud,15
AL,2012,male,larceny,186
AL,2012,male,liqour-laws,3
AL,2012,male,motor-vehcile-theft,3
AL,2012,male,murder,1
AL,2012,male,rape,1
AL,2012,male,robbery,7
AL,2012,male,sex-offenses,4
AL,2012,male,simple-assault,161
AL,2012,male,stolen-property,17
AL,2012,male,vandalism,4
AL,2012,male,weapons,16
AL,2013,female,aggravated-assault,2
AL,2013,female,arson,1
AL,2013,female,burglary,2
AL,2013,female,disorderly-conduct,4
AL,2013,female,drug-grand-total,82
AL,2013,female,drunkenness,28
AL,2013,female,dui,72
AL,2013,female,embezzlement,13
AL,2013,female,forgery,0
AL,2013,female,fraud,9
AL,2013,female,larceny,438
AL,2013,female,liqour-laws,3
AL,2013,female,motor-vehcile-theft,0
AL,2013,female,murder,1
AL,2013,female,offense-against-family,0
AL,2013,female,prostitution,3
AL,2013,female,rape,0
AL,2013,female,robbery,0
AL,2013,female,simple-assault,72
AL,2013,female,stolen-property,4
AL,2013,female,vagrancy,1
AL,2013,female,vandalism,3
AL,2013,female,weapons,1
AL,2013,male,aggravated-assault,8
AL,2013,male,arson,0
AL,2013,male,burglary,9
AL,2013,male,disorderly-conduct,17
AL,2013,male,drug-grand-total,243
AL,2013,male,drunkenness,104
AL,2013,male,dui,187
AL,2013,male,embezzlement,4
AL,2013,male,forgery,7
AL,2013,male,fraud,6
AL,2013,male,larceny,232
AL,2013,male,liqour-laws,13
AL,2013,male,motor-vehcile-theft,2
AL,2013,male,murder,1
AL,2013,male,offense-against-family,1
AL,2013,male,prostitution,1
AL,2013,male,rape,2
AL,2013,male,robbery,12
AL,2013,male,simple-assault,161
AL,2013,male,stolen-property,26
AL,2013,male,vagrancy,3
AL,2013,male,vandalism,3
AL,2013,male,weapons,26
AL,2014,female,aggravated-assault,5
AL,2014,female,arson,0
AL,2014,female,burglary,2
AL,2014,female,disorderly-conduct,13
AL,2014,female,drug-grand-total,59
AL,2014,female,drunkenness,60
AL,2014,female,dui,64
AL,2014,female,embezzlement,12
AL,2014,female,forgery,4
AL,2014,female,fraud,31
AL,2014,female,larceny,453
AL,2014,female,liqour-laws,21
AL,2014,female,motor-vehcile-theft,2
AL,2014,female,murder,0
AL,2014,female,offense-against-family,1
AL,2014,female,rape,0
AL,2014,female,robbery,8
AL,2014,female,sex-offenses,0
AL,2014,female,simple-assault,133
AL,2014,female,stolen-property,4
AL,2014,female,vagrancy,0
AL,2014,female,vandalism,5
AL,2014,female,weapons,2
AL,2014,male,aggravated-assault,35
AL,2014,male,arson,1
AL,2014,male,burglary,34
AL,2014,male,disorderly-conduct,28
AL,2014,male,drug-grand-total,161
AL,2014,male,drunkenness,175
AL,2014,male,dui,229
AL,2014,male,embezzlement,1
AL,2014,male,forgery,14
AL,2014,male,fraud,28
AL,2014,male,larceny,424
AL,2014,male,liqour-laws,53
AL,2014,male,motor-vehcile-theft,8
AL,2014,male,murder,2
AL,2014,male,offense-against-family,0
AL,2014,male,rape,2
AL,2014,male,robbery,27
AL,2014,male,sex-offenses,3
AL,2014,male,simple-assault,300
AL,2014,male,stolen-property,32
AL,2014,male,vagrancy,9
AL,2014,male,vandalism,10
AL,2014,male,weapons,25
AL,2015,female,aggravated-assault,873
AL,2015,female,arson,14
AL,2015,female,burglary,408
AL,2015,female,disorderly-conduct,816
AL,2015,female,drug-grand-total,2244
AL,2015,female,drunkenness,1527
AL,2015,female,dui,1890
AL,2015,female,embezzlement,131
AL,2015,female,forgery,458
AL,2015,female,fraud,1995
AL,2015,female,larceny,7582
AL,2015,female,liqour-laws,373
AL,2015,female,motor-vehcile-theft,164
AL,2015,female,murder,42
AL,2015,female,offense-against-family,225
AL,2015,female,prostitution,11
AL,2015,female,rape,9
AL,2015,female,robbery,164
AL,2015,female,sex-offenses,12
AL,2015,female,simple-assault,5561
AL,2015,female,stolen-property,349
AL,2015,female,vagrancy,17
AL,2015,female,vandalism,402
AL,2015,female,weapons,128
AL,2015,male,aggravated-assault,2990
AL,2015,male,arson,79
AL,2015,male,burglary,2623
AL,2015,male,disorderly-conduct,1438
AL,2015,male,drug-grand-total,7167
AL,2015,male,drunkenness,5756
AL,2015,male,dui,6253
AL,2015,male,embezzlement,119
AL,2015,male,forgery,737
AL,2015,male,fraud,2144
AL,2015,male,larceny,9025
AL,2015,male,liqour-laws,1382
AL,2015,male,motor-vehcile-theft,572
AL,2015,male,murder,244
AL,2015,male,offense-against-family,630
AL,2015,male,prostitution,0
AL,2015,male,rape,330
AL,2015,male,robbery,950
AL,2015,male,sex-offenses,447
AL,2015,male,simple-assault,13022
AL,2015,male,stolen-property,1630
AL,2015,male,vagrancy,129
AL,2015,male,vandalism,1104
AL,2015,male,weapons,1287
AL,2016,female,aggravated-assault,1113
AL,2016,female,arson,19
AL,2016,female,burglary,427
AL,2016,female,disorderly-conduct,799
AL,2016,female,drug-grand-total,2780
AL,2016,female,drunkenness,1586
AL,2016,female,dui,1898
AL,2016,female,embezzlement,87
AL,2016,female,forgery,565
AL,2016,female,fraud,1833
AL,2016,female,larceny,6626
AL,2016,female,liqour-laws,513
AL,2016,female,motor-vehcile-theft,222
AL,2016,female,murder,51
AL,2016,female,offense-against-family,310
AL,2016,female,prostitution,0
AL,2016,female,rape,16
AL,2016,female,robbery,184
AL,2016,female,runaway,0
AL,2016,female,sex-offenses,36
AL,2016,female,simple-assault,5465
AL,2016,female,stolen-property,371
AL,2016,female,vagrancy,12
AL,2016,female,vandalism,421
AL,2016,female,weapons,145
AL,2016,male,aggravated-assault,3519
AL,2016,male,arson,89
AL,2016,male,burglary,2764
AL,2016,male,disorderly-conduct,1479
AL,2016,male,drug-grand-total,7547
AL,2016,male,drunkenness,5804
AL,2016,male,dui,6377
AL,2016,male,embezzlement,107
AL,2016,male,forgery,851
AL,2016,male,fraud,2012
AL,2016,male,larceny,8548
AL,2016,male,liqour-laws,2009
AL,2016,male,motor-vehcile-theft,707
AL,2016,male,murder,294
AL,2016,male,offense-against-family,712
AL,2016,male,prostitution,1
AL,2016,male,rape,379
AL,2016,male,robbery,1141
AL,2016,male,runaway,1
AL,2016,male,sex-offenses,688
AL,2016,male,simple-assault,13249
AL,2016,male,stolen-property,1734
AL,2016,male,vagrancy,55
AL,2016,male,vandalism,1220
AL,2016,male,weapons,1584
AL,2017,female,aggravated-assault,913
AL,2017,female,arson,21
AL,2017,female,burglary,410
AL,2017,female,disorderly-conduct,752
AL,2017,female,drug-grand-total,2858
AL,2017,female,drunkenness,1337
AL,2017,female,dui,1716
AL,2017,female,embezzlement,66
AL,2017,female,forgery,393
AL,2017,female,fraud,1184
AL,2017,female,larceny,6087
AL,2017,female,liqour-laws,425
AL,2017,female,motor-vehcile-theft,221
AL,2017,female,murder,32
AL,2017,female,offense-against-family,202
AL,2017,female,prostitution,2
AL,2017,female,prostitution-assisting,2
AL,2017,female,prostitution-prostitution,39
AL,2017,female,rape,14
AL,2017,female,robbery,138
AL,2017,female,sex-offenses,27
AL,2017,female,simple-assault,4501
AL,2017,female,stolen-property,402
AL,2017,female,vagrancy,15
AL,2017,female,vandalism,309
AL,2017,female,weapons,170
AL,2017,male,aggravated-assault,3048
AL,2017,male,arson,83
AL,2017,male,burglary,2470
AL,2017,male,disorderly-conduct,1214
AL,2017,male,drug-grand-total,7683
AL,2017,male,drunkenness,4725
AL,2017,male,dui,5345
AL,2017,male,embezzlement,86
AL,2017,male,forgery,716
AL,2017,male,fraud,1635
AL,2017,male,larceny,7872
AL,2017,male,liqour-laws,1582
AL,2017,male,motor-vehcile-theft,656
AL,2017,male,murder,260
AL,2017,male,offense-against-family,471
AL,2017,male,prostitution,0
AL,2017,male,prostitution-assisting,0
AL,2017,male,prostitution-prostitution,62
AL,2017,male,rape,297
AL,2017,male,robbery,942
AL,2017,male,sex-offenses,482
AL,2017,male,simple-assault,10984
AL,2017,male,stolen-property,1878
AL,2017,male,vagrancy,32
AL,2017,male,vandalism,947
AL,2017,male,weapons,1636
AL,2018,female,aggravated-assault,978
AL,2018,female,arson,25
AL,2018,female,burglary,446
AL,2018,female,disorderly-conduct,689
AL,2018,female,drug-grand-total,2638
AL,2018,female,drunkenness,1336
AL,2018,female,dui,1803
AL,2018,female,embezzlement,58
AL,2018,female,forgery,332
AL,2018,female,fraud,1051
AL,2018,female,larceny,6202
AL,2018,female,liqour-laws,364
AL,2018,female,motor-vehcile-theft,207
AL,2018,female,murder,31
AL,2018,female,offense-against-family,178
AL,2018,female,prostitution-prostitution,12
AL,2018,female,rape,16
AL,2018,female,robbery,156
AL,2018,female,sex-offenses,40
AL,2018,female,simple-assault,4508
AL,2018,female,stolen-property,356
AL,2018,female,vagrancy,4
AL,2018,female,vandalism,301
AL,2018,female,weapons,181
AL,2018,male,aggravated-assault,2978
AL,2018,male,arson,85
AL,2018,male,burglary,2359
AL,2018,male,disorderly-conduct,1289
AL,2018,male,drug-grand-total,7550
AL,2018,male,drunkenness,4562
AL,2018,male,dui,5458
AL,2018,male,embezzlement,90
AL,2018,male,forgery,650
AL,2018,male,fraud,1554
AL,2018,male,larceny,8060
AL,2018,male,liqour-laws,1232
