state,year,gender,offense,offenders
AL,2010,Male,aggravated-assault,13
AL,2011,Male,aggravated-assault,11
AL,2012,Male,aggravated-assault,15
AL,2013,Male,aggravated-assault,21
AL,2014,Male,aggravated-assault,25
AL,2015,Male,aggravated-assault,40
AL,2016,Male,aggravated-assault,32
AL,2017,Male,aggravated-assault,25
AL,2018,Male,aggravated-assault,9
AL,2010,Female,aggravated-assault,8
AL,2011,Female,aggravated-assault,6
AL,2012,Female,aggravated-assault,10
AL,2013,Female,aggravated-assault,4
AL,2014,Female,aggravated-assault,6
AL,2015,Female,aggravated-assault,8
AL,2016,Female,aggravated-assault,10
AL,2017,Female,aggravated-assault,6
AL,2018,Female,aggravated-assault,2
AL,2010,Unknown,aggravated-assault,0
AL,2011,Unknown,aggravated-assault,0
AL,2012,Unknown,aggravated-assault,0
AL,2013,Unknown,aggravated-assault,1
AL,2014,Unknown,aggravated-assault,0
AL,2015,Unknown,aggravated-assault,0
AL,2016,Unknown,aggravated-assault,0
AL,2017,Unknown,aggravated-assault,0
AL,2018,Unknown,aggravated-assault,4
AL,2010,Male,burglary,135
AL,2011,Male,burglary,155
AL,2012,Male,burglary,145
AL,2013,Male,burglary,95
AL,2014,Male,burglary,124
AL,2015,Male,burglary,101
AL,2016,Male,burglary,68
AL,2017,Male,burglary,64
AL,2018,Male,burglary,45
AL,2010,Female,burglary,24
AL,2011,Female,burglary,25
AL,2012,Female,burglary,29
AL,2013,Female,burglary,12
AL,2014,Female,burglary,8
AL,2015,Female,burglary,16
AL,2016,Female,burglary,12
AL,2017,Female,burglary,19
AL,2018,Female,burglary,4
AL,2010,Unknown,burglary,0
AL,2011,Unknown,burglary,12
AL,2012,Unknown,burglary,3
AL,2013,Unknown,burglary,0
AL,2014,Unknown,burglary,0
AL,2015,Unknown,burglary,1
AL,2016,Unknown,burglary,1
AL,2017,Unknown,burglary,2
AL,2018,Unknown,burglary,99
AL,2010,Male,larceny,568
AL,2011,Male,larceny,513
AL,2012,Male,larceny,698
AL,2013,Male,larceny,671
AL,2014,Male,larceny,782
AL,2015,Male,larceny,727
AL,2016,Male,larceny,238
AL,2017,Male,larceny,142
AL,2018,Male,larceny,190
AL,2010,Female,larceny,517
AL,2011,Female,larceny,541
AL,2012,Female,larceny,525
AL,2013,Female,larceny,700
AL,2014,Female,larceny,623
AL,2015,Female,larceny,756
AL,2016,Female,larceny,215
AL,2017,Female,larceny,125
AL,2018,Female,larceny,137
AL,2010,Unknown,larceny,4
AL,2011,Unknown,larceny,10
AL,2012,Unknown,larceny,6
AL,2013,Unknown,larceny,6
AL,2014,Unknown,larceny,3
AL,2015,Unknown,larceny,12
AL,2016,Unknown,larceny,11
AL,2017,Unknown,larceny,5
AL,2018,Unknown,larceny,454
AL,2010,Male,motor-vehicle-theft,49
AL,2011,Male,motor-vehicle-theft,44
AL,2012,Male,motor-vehicle-theft,38
AL,2013,Male,motor-vehicle-theft,49
AL,2014,Male,motor-vehicle-theft,34
AL,2015,Male,motor-vehicle-theft,17
AL,2016,Male,motor-vehicle-theft,16
AL,2017,Male,motor-vehicle-theft,19
AL,2018,Male,motor-vehicle-theft,10
AL,2010,Female,motor-vehicle-theft,17
AL,2011,Female,motor-vehicle-theft,15
AL,2012,Female,motor-vehicle-theft,17
AL,2013,Female,motor-vehicle-theft,14
AL,2014,Female,motor-vehicle-theft,7
AL,2015,Female,motor-vehicle-theft,5
AL,2016,Female,motor-vehicle-theft,3
AL,2017,Female,motor-vehicle-theft,2
AL,2018,Female,motor-vehicle-theft,3
AL,2010,Unknown,motor-vehicle-theft,2
AL,2011,Unknown,motor-vehicle-theft,0
AL,2012,Unknown,motor-vehicle-theft,0
AL,2013,Unknown,motor-vehicle-theft,2
AL,2014,Unknown,motor-vehicle-theft,0
AL,2015,Unknown,motor-vehicle-theft,0
AL,2016,Unknown,motor-vehicle-theft,1
AL,2017,Unknown,motor-vehicle-theft,1
AL,2018,Unknown,motor-vehicle-theft,42
AL,2010,Male,homicide,3
AL,2012,Male,homicide,2
AL,2013,Male,homicide,1
AL,2014,Male,homicide,1
AL,2015,Male,homicide,3
AL,2016,Male,homicide,4
AL,2017,Male,homicide,3
AL,2018,Male,homicide,2
AL,2010,Female,homicide,0
AL,2012,Female,homicide,0
AL,2013,Female,homicide,1
AL,2014,Female,homicide,0
AL,2015,Female,homicide,0
AL,2016,Female,homicide,0
AL,2017,Female,homicide,0
AL,2018,Female,homicide,0
AL,2010,Unknown,homicide,0
AL,2012,Unknown,homicide,0
AL,2013,Unknown,homicide,0
AL,2014,Unknown,homicide,0
AL,2015,Unknown,homicide,0
AL,2016,Unknown,homicide,0
AL,2017,Unknown,homicide,0
AL,2018,Unknown,homicide,2
AL,2010,Male,rape,4
AL,2011,Male,rape,7
AL,2012,Male,rape,18
AL,2013,Male,rape,13
AL,2014,Male,rape,17
AL,2015,Male,rape,22
AL,2016,Male,rape,21
AL,2017,Male,rape,21
AL,2018,Male,rape,15
AL,2010,Female,rape,0
AL,2011,Female,rape,0
AL,2012,Female,rape,0
AL,2013,Female,rape,0
AL,2014,Female,rape,0
AL,2015,Female,rape,0
AL,2016,Female,rape,0
AL,2017,Female,rape,0
AL,2018,Female,rape,0
AL,2010,Unknown,rape,0
AL,2011,Unknown,rape,0
AL,2012,Unknown,rape,0
AL,2013,Unknown,rape,0
AL,2014,Unknown,rape,0
AL,2015,Unknown,rape,0
AL,2016,Unknown,rape,0
AL,2017,Unknown,rape,0
AL,2018,Unknown,rape,0
AL,2010,Male,robbery,70
AL,2011,Male,robbery,55
AL,2012,Male,robbery,63
AL,2013,Male,robbery,49
AL,2014,Male,robbery,57
AL,2015,Male,robbery,63
AL,2016,Male,robbery,47
AL,2017,Male,robbery,38
AL,2018,Male,robbery,28
AL,2010,Female,robbery,9
AL,2011,Female,robbery,8
AL,2012,Female,robbery,10
AL,2013,Female,robbery,3
AL,2014,Female,robbery,11
AL,2015,Female,robbery,5
AL,2016,Female,robbery,10
AL,2017,Female,robbery,4
AL,2018,Female,robbery,4
AL,2010,Unknown,robbery,0
AL,2011,Unknown,robbery,0
AL,2012,Unknown,robbery,0
AL,2013,Unknown,robbery,1
AL,2014,Unknown,robbery,0
AL,2015,Unknown,robbery,1
AL,2016,Unknown,robbery,0
AL,2017,Unknown,robbery,0
AL,2018,Unknown,robbery,3
AL,2010,Male,arson,2
AL,2011,Male,arson,2
AL,2012,Male,arson,1
AL,2013,Male,arson,0
AL,2014,Male,arson,1
AL,2015,Male,arson,0
AL,2016,Male,arson,2
AL,2017,Male,arson,1
AL,2010,Female,arson,0
AL,2011,Female,arson,0
AL,2012,Female,arson,1
AL,2013,Female,arson,0
AL,2014,Female,arson,0
AL,2015,Female,arson,0
AL,2016,Female,arson,1
AL,2017,Female,arson,0
AL,2010,Unknown,arson,0
AL,2011,Unknown,arson,0
AL,2012,Unknown,arson,0
AL,2013,Unknown,arson,0
AL,2014,Unknown,arson,0
AL,2015,Unknown,arson,0
AL,2016,Unknown,arson,0
AL,2017,Unknown,arson,0
AL,2010,Male,violent-crime,90
AL,2011,Male,violent-crime,73
AL,2012,Male,violent-crime,98
AL,2013,Male,violent-crime,84
AL,2014,Male,violent-crime,100
AL,2015,Male,violent-crime,128
AL,2016,Male,violent-crime,104
AL,2017,Male,violent-crime,87
AL,2018,Male,violent-crime,54
AL,2010,Female,violent-crime,17
AL,2011,Female,violent-crime,14
AL,2012,Female,violent-crime,20
AL,2013,Female,violent-crime,8
AL,2014,Female,violent-crime,17
AL,2015,Female,violent-crime,13
AL,2016,Female,violent-crime,20
AL,2017,Female,violent-crime,10
AL,2018,Female,violent-crime,6
AL,2010,Unknown,violent-crime,0
AL,2011,Unknown,violent-crime,0
AL,2012,Unknown,violent-crime,0
AL,2013,Unknown,violent-crime,2
AL,2014,Unknown,violent-crime,0
AL,2015,Unknown,violent-crime,1
AL,2016,Unknown,violent-crime,0
AL,2017,Unknown,violent-crime,0
AL,2018,Unknown,violent-crime,9
AL,2010,Male,property-crime,754
AL,2011,Male,property-crime,714
AL,2012,Male,property-crime,882
AL,2013,Male,property-crime,815
AL,2014,Male,property-crime,941
AL,2015,Male,property-crime,845
AL,2016,Male,property-crime,324
AL,2017,Male,property-crime,226
AL,2018,Male,property-crime,245
AL,2010,Female,property-crime,558
AL,2011,Female,property-crime,581
AL,2012,Female,property-crime,572
AL,2013,Female,property-crime,726
AL,2014,Female,property-crime,638
AL,2015,Female,property-crime,777
AL,2016,Female,property-crime,231
AL,2017,Female,property-crime,146
AL,2018,Female,property-crime,144
AL,2010,Unknown,property-crime,6
AL,2011,Unknown,property-crime,22
AL,2012,Unknown,property-crime,9
AL,2013,Unknown,property-crime,8
AL,2014,Unknown,property-crime,3
AL,2015,Unknown,property-crime,13
AL,2016,Unknown,property-crime,13
AL,2017,Unknown,property-crime,8
AL,2018,Unknown,property-crime,595
AR,2010,Male,aggravated-assault,7362
AR,2011,Male,aggravated-assault,7223
AR,2012,Male,aggravated-assault,7093
AR,2013,Male,aggravated-assault,6589
AR,2014,Male,aggravated-assault,6604
AR,2015,Male,aggravated-assault,7591
AR,2016,Male,aggravated-assault,7584
AR,2017,Male,aggravated-assault,7573
AR,2018,Male,aggravated-assault,7715
AR,2010,Female,aggravated-assault,2317
AR,2011,Female,aggravated-assault,2377
AR,2012,Female,aggravated-assault,2221
AR,2013,Female,aggravated-assault,2030
AR,2014,Female,aggravated-assault,2148
AR,2015,Female,aggravated-assault,2420
AR,2016,Female,aggravated-assault,2461
AR,2017,Female,aggravated-assault,2378
AR,2018,Female,aggravated-assault,2663
AR,2010,Unknown,aggravated-assault,507
AR,2011,Unknown,aggravated-assault,651
AR,2012,Unknown,aggravated-assault,658
AR,2013,Unknown,aggravated-assault,718
AR,2014,Unknown,aggravated-assault,755
AR,2015,Unknown,aggravated-assault,821
AR,2016,Unknown,aggravated-assault,835
AR,2017,Unknown,aggravated-assault,944
AR,2018,Unknown,aggravated-assault,825
AR,2010,Male,burglary,9523
AR,2011,Male,burglary,10239
AR,2012,Male,burglary,10526
AR,2013,Male,burglary,9592
AR,2014,Male,burglary,8041
AR,2015,Male,burglary,7593
AR,2016,Male,burglary,7817
AR,2017,Male,burglary,7266
AR,2018,Male,burglary,6614
AR,2010,Female,burglary,1881
AR,2011,Female,burglary,1960
AR,2012,Female,burglary,2149
AR,2013,Female,burglary,2020
AR,2014,Female,burglary,2024
AR,2015,Female,burglary,1980
AR,2016,Female,burglary,2043
AR,2017,Female,burglary,1950
AR,2018,Female,burglary,1933
AR,2010,Unknown,burglary,13145
AR,2011,Unknown,burglary,15227
AR,2012,Unknown,burglary,14494
AR,2013,Unknown,burglary,12831
AR,2014,Unknown,burglary,10413
AR,2015,Unknown,burglary,9649
AR,2016,Unknown,burglary,10286
AR,2017,Unknown,burglary,9176
AR,2018,Unknown,burglary,8126
AR,2010,Male,larceny,24322
AR,2011,Male,larceny,27615
AR,2012,Male,larceny,28540
AR,2013,Male,larceny,27832
AR,2014,Male,larceny,26358
AR,2015,Male,larceny,25720
AR,2016,Male,larceny,23640
AR,2017,Male,larceny,22478
AR,2018,Male,larceny,22277
AR,2010,Female,larceny,13751
AR,2011,Female,larceny,14839
AR,2012,Female,larceny,15859
AR,2013,Female,larceny,16349
AR,2014,Female,larceny,16481
AR,2015,Female,larceny,16518
AR,2016,Female,larceny,14557
AR,2017,Female,larceny,13472
AR,2018,Female,larceny,14292
AR,2010,Unknown,larceny,24853
AR,2011,Unknown,larceny,27245
AR,2012,Unknown,larceny,27341
AR,2013,Unknown,larceny,25916
AR,2014,Unknown,larceny,24217
AR,2015,Unknown,larceny,22900
AR,2016,Unknown,larceny,23954
AR,2017,Unknown,larceny,23874
AR,2018,Unknown,larceny,22076
AR,2010,Male,motor-vehicle-theft,1747
AR,2011,Male,motor-vehicle-theft,1761
AR,2012,Male,motor-vehicle-theft,2001
AR,2013,Male,motor-vehicle-theft,1948
AR,2014,Male,motor-vehicle-theft,2082
AR,2015,Male,motor-vehicle-theft,2001
AR,2016,Male,motor-vehicle-theft,2513
AR,2017,Male,motor-vehicle-theft,2676
AR,2018,Male,motor-vehicle-theft,2799
AR,2010,Female,motor-vehicle-theft,409
AR,2011,Female,motor-vehicle-theft,408
AR,2012,Female,motor-vehicle-theft,486
AR,2013,Female,motor-vehicle-theft,534
AR,2014,Female,motor-vehicle-theft,565
AR,2015,Female,motor-vehicle-theft,637
AR,2016,Female,motor-vehicle-theft,716
AR,2017,Female,motor-vehicle-theft,813
AR,2018,Female,motor-vehicle-theft,879
AR,2010,Unknown,motor-vehicle-theft,2324
AR,2011,Unknown,motor-vehicle-theft,2621
AR,2012,Unknown,motor-vehicle-theft,2537
AR,2013,Unknown,motor-vehicle-theft,2491
AR,2014,Unknown,motor-vehicle-theft,2250
AR,2015,Unknown,motor-vehicle-theft,2182
AR,2016,Unknown,motor-vehicle-theft,2870
AR,2017,Unknown,motor-vehicle-theft,2949
AR,2018,Unknown,motor-vehicle-theft,2856
AR,2010,Male,homicide,115
AR,2011,Male,homicide,135
AR,2012,Male,homicide,177
AR,2013,Male,homicide,150
AR,2014,Male,homicide,156
AR,2015,Male,homicide,178
AR,2016,Male,homicide,202
AR,2017,Male,homicide,229
AR,2018,Male,homicide,204
AR,2010,Female,homicide,15
AR,2011,Female,homicide,26
AR,2012,Female,homicide,27
AR,2013,Female,homicide,16
AR,2014,Female,homicide,29
AR,2015,Female,homicide,32
AR,2016,Female,homicide,28
AR,2017,Female,homicide,33
AR,2018,Female,homicide,29
AR,2010,Unknown,homicide,20
AR,2011,Unknown,homicide,26
AR,2012,Unknown,homicide,28
AR,2013,Unknown,homicide,20
AR,2014,Unknown,homicide,23
AR,2015,Unknown,homicide,20
AR,2016,Unknown,homicide,28
AR,2017,Unknown,homicide,43
AR,2018,Unknown,homicide,34
AR,2010,Male,rape,1503
AR,2011,Male,rape,1505
AR,2012,Male,rape,1518
AR,2013,Male,rape,1369
AR,2014,Male,rape,1574
AR,2015,Male,rape,1734
AR,2016,Male,rape,1882
AR,2017,Male,rape,1858
AR,2018,Male,rape,1963
AR,2010,Female,rape,58
AR,2011,Female,rape,79
AR,2012,Female,rape,64
AR,2013,Female,rape,66
AR,2014,Female,rape,96
AR,2015,Female,rape,107
AR,2016,Female,rape,100
AR,2017,Female,rape,105
AR,2018,Female,rape,126
AR,2010,Unknown,rape,126
AR,2011,Unknown,rape,134
AR,2012,Unknown,rape,136
AR,2013,Unknown,rape,129
AR,2014,Unknown,rape,169
AR,2015,Unknown,rape,191
AR,2016,Unknown,rape,218
AR,2017,Unknown,rape,164
AR,2018,Unknown,rape,182
AR,2010,Male,robbery,2687
AR,2011,Male,robbery,2457
AR,2012,Male,robbery,2323
AR,2013,Male,robbery,2154
AR,2014,Male,robbery,1886
AR,2015,Male,robbery,1998
AR,2016,Male,robbery,1984
AR,2017,Male,robbery,1774
AR,2018,Male,robbery,1523
AR,2010,Female,robbery,306
AR,2011,Female,robbery,267
AR,2012,Female,robbery,265
AR,2013,Female,robbery,295
AR,2014,Female,robbery,304
AR,2015,Female,robbery,286
AR,2016,Female,robbery,285
AR,2017,Female,robbery,306
AR,2018,Female,robbery,249
AR,2010,Unknown,robbery,319
AR,2011,Unknown,robbery,622
AR,2012,Unknown,robbery,778
AR,2013,Unknown,robbery,898
AR,2014,Unknown,robbery,894
AR,2015,Unknown,robbery,832
AR,2016,Unknown,robbery,780
AR,2017,Unknown,robbery,504
AR,2018,Unknown,robbery,443
AR,2010,Male,arson,216
AR,2011,Male,arson,279
AR,2012,Male,arson,214
AR,2013,Male,arson,198
AR,2014,Male,arson,201
AR,2015,Male,arson,234
AR,2016,Male,arson,220
AR,2017,Male,arson,254
AR,2018,Male,arson,244
AR,2010,Female,arson,56
AR,2011,Female,arson,47
AR,2012,Female,arson,58
AR,2013,Female,arson,55
AR,2014,Female,arson,51
AR,2015,Female,arson,76
AR,2016,Female,arson,57
AR,2017,Female,arson,55
AR,2018,Female,arson,77
AR,2010,Unknown,arson,230
AR,2011,Unknown,arson,262
AR,2012,Unknown,arson,217
AR,2013,Unknown,arson,190
AR,2014,Unknown,arson,190
AR,2015,Unknown,arson,187
AR,2016,Unknown,arson,202
AR,2017,Unknown,arson,206
AR,2018,Unknown,arson,176
AR,2010,Male,violent-crime,11667
AR,2011,Male,violent-crime,11320
AR,2012,Male,violent-crime,11111
AR,2013,Male,violent-crime,10262
AR,2014,Male,violent-crime,10220
AR,2015,Male,violent-crime,11501
AR,2016,Male,violent-crime,11652
AR,2017,Male,violent-crime,11434
AR,2018,Male,violent-crime,11405
AR,2010,Female,violent-crime,2696
AR,2011,Female,violent-crime,2749
AR,2012,Female,violent-crime,2577
AR,2013,Female,violent-crime,2407
AR,2014,Female,violent-crime,2577
AR,2015,Female,violent-crime,2845
AR,2016,Female,violent-crime,2874
AR,2017,Female,violent-crime,2822
AR,2018,Female,violent-crime,3067
AR,2010,Unknown,violent-crime,972
AR,2011,Unknown,violent-crime,1433
AR,2012,Unknown,violent-crime,1600
AR,2013,Unknown,violent-crime,1765
AR,2014,Unknown,violent-crime,1841
AR,2015,Unknown,violent-crime,1864
AR,2016,Unknown,violent-crime,1861
AR,2017,Unknown,violent-crime,1655
AR,2018,Unknown,violent-crime,1484
AR,2010,Male,property-crime,35808
AR,2011,Male,property-crime,39894
AR,2012,Male,property-crime,41281
AR,2013,Male,property-crime,39570
AR,2014,Male,property-crime,36682
AR,2015,Male,property-crime,35548
AR,2016,Male,property-crime,34190
AR,2017,Male,property-crime,32674
AR,2018,Male,property-crime,31934
AR,2010,Female,property-crime,16097
AR,2011,Female,property-crime,17254
AR,2012,Female,property-crime,18552
AR,2013,Female,property-crime,18958
AR,2014,Female,property-crime,19121
AR,2015,Female,property-crime,19211
AR,2016,Female,property-crime,17373
AR,2017,Female,property-crime,16290
AR,2018,Female,property-crime,17181
AR,2010,Unknown,property-crime,40552
AR,2011,Unknown,property-crime,45355
AR,2012,Unknown,property-crime,44589
AR,2013,Unknown,property-crime,41428
AR,2014,Unknown,property-crime,37070
AR,2015,Unknown,property-crime,34918
AR,2016,Unknown,property-crime,37312
AR,2017,Unknown,property-crime,36205
AR,2018,Unknown,property-crime,33234
AZ,2010,Male,aggravated-assault,177
AZ,2011,Male,aggravated-assault,181
AZ,2012,Male,aggravated-assault,206
AZ,2013,Male,aggravated-assault,593
AZ,2014,Male,aggravated-assault,530
AZ,2015,Male,aggravated-assault,456
AZ,2016,Male,aggravated-assault,385
AZ,2017,Male,aggravated-assault,444
AZ,2018,Male,aggravated-assault,435
AZ,2010,Female,aggravated-assault,48
AZ,2011,Female,aggravated-assault,49
AZ,2012,Female,aggravated-assault,58
AZ,2013,Female,aggravated-assault,153
AZ,2014,Female,aggravated-assault,132
AZ,2015,Female,aggravated-assault,119
AZ,2016,Female,aggravated-assault,119
AZ,2017,Female,aggravated-assault,124
AZ,2018,Female,aggravated-assault,134
AZ,2010,Unknown,aggravated-assault,0
AZ,2011,Unknown,aggravated-assault,1
AZ,2012,Unknown,aggravated-assault,1
AZ,2013,Unknown,aggravated-assault,28
AZ,2014,Unknown,aggravated-assault,3
AZ,2015,Unknown,aggravated-assault,2
AZ,2016,Unknown,aggravated-assault,1
AZ,2017,Unknown,aggravated-assault,1
AZ,2018,Unknown,aggravated-assault,0
AZ,2010,Male,burglary,285
AZ,2011,Male,burglary,285
AZ,2012,Male,burglary,284
AZ,2013,Male,burglary,532
AZ,2014,Male,burglary,454
AZ,2015,Male,burglary,320
AZ,2016,Male,burglary,298
AZ,2017,Male,burglary,388
AZ,2018,Male,burglary,284
AZ,2010,Female,burglary,45
AZ,2011,Female,burglary,56
AZ,2012,Female,burglary,52
AZ,2013,Female,burglary,99
AZ,2014,Female,burglary,85
AZ,2015,Female,burglary,81
AZ,2016,Female,burglary,71
AZ,2017,Female,burglary,68
AZ,2018,Female,burglary,62
AZ,2010,Unknown,burglary,0
AZ,2011,Unknown,burglary,1
AZ,2012,Unknown,burglary,19
AZ,2013,Unknown,burglary,489
AZ,2014,Unknown,burglary,37
AZ,2015,Unknown,burglary,2
AZ,2016,Unknown,burglary,4
AZ,2017,Unknown,burglary,2
AZ,2018,Unknown,burglary,14
AZ,2010,Male,larceny,1201
AZ,2011,Male,larceny,1078
AZ,2012,Male,larceny,1108
AZ,2013,Male,larceny,2204
AZ,2014,Male,larceny,2216
AZ,2015,Male,larceny,1942
AZ,2016,Male,larceny,1584
AZ,2017,Male,larceny,1937
AZ,2018,Male,larceny,1904
AZ,2010,Female,larceny,672
AZ,2011,Female,larceny,573
AZ,2012,Female,larceny,548
AZ,2013,Female,larceny,1242
AZ,2014,Female,larceny,1197
AZ,2015,Female,larceny,1179
AZ,2016,Female,larceny,889
AZ,2017,Female,larceny,1025
AZ,2018,Female,larceny,1087
AZ,2010,Unknown,larceny,1
AZ,2011,Unknown,larceny,4
AZ,2012,Unknown,larceny,20
AZ,2013,Unknown,larceny,709
AZ,2014,Unknown,larceny,82
AZ,2015,Unknown,larceny,11
AZ,2016,Unknown,larceny,11
AZ,2017,Unknown,larceny,9
AZ,2018,Unknown,larceny,23
AZ,2010,Male,motor-vehicle-theft,67
AZ,2011,Male,motor-vehicle-theft,90
AZ,2012,Male,motor-vehicle-theft,104
AZ,2013,Male,motor-vehicle-theft,169
AZ,2014,Male,motor-vehicle-theft,219
AZ,2015,Male,motor-vehicle-theft,186
AZ,2016,Male,motor-vehicle-theft,172
AZ,2017,Male,motor-vehicle-theft,186
AZ,2018,Male,motor-vehicle-theft,206
AZ,2010,Female,motor-vehicle-theft,26
AZ,2011,Female,motor-vehicle-theft,27
AZ,2012,Female,motor-vehicle-theft,31
AZ,2013,Female,motor-vehicle-theft,68
AZ,2014,Female,motor-vehicle-theft,80
AZ,2015,Female,motor-vehicle-theft,51
AZ,2016,Female,motor-vehicle-theft,58
AZ,2017,Female,motor-vehicle-theft,64
AZ,2018,Female,motor-vehicle-theft,66
AZ,2010,Unknown,motor-vehicle-theft,0
AZ,2011,Unknown,motor-vehicle-theft,0
AZ,2012,Unknown,motor-vehicle-theft,3
AZ,2013,Unknown,motor-vehicle-theft,67
AZ,2014,Unknown,motor-vehicle-theft,9
AZ,2015,Unknown,motor-vehicle-theft,0
AZ,2016,Unknown,motor-vehicle-theft,1
AZ,2017,Unknown,motor-vehicle-theft,3
AZ,2018,Unknown,motor-vehicle-theft,0
AZ,2010,Male,homicide,13
AZ,2011,Male,homicide,15
AZ,2012,Male,homicide,5
AZ,2013,Male,homicide,14
AZ,2014,Male,homicide,8
AZ,2015,Male,homicide,9
AZ,2016,Male,homicide,6
AZ,2017,Male,homicide,20
AZ,2018,Male,homicide,13
AZ,2010,Female,homicide,0
AZ,2011,Female,homicide,3
AZ,2012,Female,homicide,2
AZ,2013,Female,homicide,7
AZ,2014,Female,homicide,2
AZ,2015,Female,homicide,4
AZ,2016,Female,homicide,5
AZ,2017,Female,homicide,8
AZ,2018,Female,homicide,8
AZ,2010,Unknown,homicide,0
AZ,2011,Unknown,homicide,0
AZ,2012,Unknown,homicide,0
AZ,2013,Unknown,homicide,0
AZ,2014,Unknown,homicide,0
AZ,2015,Unknown,homicide,0
AZ,2016,Unknown,homicide,0
AZ,2017,Unknown,homicide,0
AZ,2018,Unknown,homicide,0
AZ,2010,Male,rape,48
AZ,2011,Male,rape,34
AZ,2012,Male,rape,43
AZ,2013,Male,rape,80
AZ,2014,Male,rape,95
AZ,2015,Male,rape,106
AZ,2016,Male,rape,90
AZ,2017,Male,rape,105
AZ,2018,Male,rape,127
AZ,2010,Female,rape,3
AZ,2011,Female,rape,2
AZ,2012,Female,rape,2
AZ,2013,Female,rape,1
AZ,2014,Female,rape,2
AZ,2015,Female,rape,5
AZ,2016,Female,rape,4
AZ,2017,Female,rape,5
AZ,2018,Female,rape,6
AZ,2010,Unknown,rape,1
AZ,2011,Unknown,rape,0
AZ,2012,Unknown,rape,2
AZ,2013,Unknown,rape,4
AZ,2014,Unknown,rape,0
AZ,2015,Unknown,rape,0
AZ,2016,Unknown,rape,1
AZ,2017,Unknown,rape,1
AZ,2018,Unknown,rape,4
AZ,2010,Male,robbery,80
AZ,2011,Male,robbery,87
AZ,2012,Male,robbery,84
AZ,2013,Male,robbery,139
AZ,2014,Male,robbery,171
AZ,2015,Male,robbery,136
AZ,2016,Male,robbery,132
AZ,2017,Male,robbery,168
AZ,2018,Male,robbery,119
AZ,2010,Female,robbery,13
AZ,2011,Female,robbery,4
AZ,2012,Female,robbery,14
AZ,2013,Female,robbery,19
AZ,2014,Female,robbery,29
AZ,2015,Female,robbery,13
AZ,2016,Female,robbery,21
AZ,2017,Female,robbery,32
AZ,2018,Female,robbery,18
AZ,2010,Unknown,robbery,0
AZ,2011,Unknown,robbery,0
AZ,2012,Unknown,robbery,0
AZ,2013,Unknown,robbery,3
AZ,2014,Unknown,robbery,2
AZ,2015,Unknown,robbery,0
AZ,2016,Unknown,robbery,0
AZ,2017,Unknown,robbery,2
AZ,2018,Unknown,robbery,0
AZ,2010,Male,arson,6
AZ,2011,Male,arson,13
AZ,2012,Male,arson,5
AZ,2013,Male,arson,16
AZ,2014,Male,arson,46
AZ,2015,Male,arson,26
AZ,2016,Male,arson,22
AZ,2017,Male,arson,30
AZ,2018,Male,arson,21
AZ,2010,Female,arson,0
AZ,2011,Female,arson,3
AZ,2012,Female,arson,1
AZ,2013,Female,arson,4
AZ,2014,Female,arson,4
AZ,2015,Female,arson,6
AZ,2016,Female,arson,6
AZ,2017,Female,arson,5
AZ,2018,Female,arson,4
AZ,2010,Unknown,arson,0
AZ,2011,Unknown,arson,0
AZ,2012,Unknown,arson,0
AZ,2013,Unknown,arson,7
AZ,2014,Unknown,arson,1
AZ,2015,Unknown,arson,2
AZ,2016,Unknown,arson,0
AZ,2017,Unknown,arson,0
AZ,2018,Unknown,arson,2
AZ,2010,Male,violent-crime,318
AZ,2011,Male,violent-crime,317
AZ,2012,Male,violent-crime,338
AZ,2013,Male,violent-crime,826
AZ,2014,Male,violent-crime,804
AZ,2015,Male,violent-crime,707
AZ,2016,Male,violent-crime,613
AZ,2017,Male,violent-crime,737
AZ,2018,Male,violent-crime,694
AZ,2010,Female,violent-crime,64
AZ,2011,Female,violent-crime,58
AZ,2012,Female,violent-crime,76
AZ,2013,Female,violent-crime,180
AZ,2014,Female,violent-crime,165
AZ,2015,Female,violent-crime,141
AZ,2016,Female,violent-crime,149
AZ,2017,Female,violent-crime,169
AZ,2018,Female,violent-crime,166
AZ,2010,Unknown,violent-crime,1
AZ,2011,Unknown,violent-crime,1
AZ,2012,Unknown,violent-crime,3
AZ,2013,Unknown,violent-crime,35
AZ,2014,Unknown,violent-crime,5
AZ,2015,Unknown,violent-crime,2
AZ,2016,Unknown,violent-crime,2
AZ,2017,Unknown,violent-crime,4
AZ,2018,Unknown,violent-crime,4
AZ,2010,Male,property-crime,1559
AZ,2011,Male,property-crime,1466
AZ,2012,Male,property-crime,1501
AZ,2013,Male,property-crime,2921
AZ,2014,Male,property-crime,2935
AZ,2015,Male,property-crime,2474
AZ,2016,Male,property-crime,2076
AZ,2017,Male,property-crime,2541
AZ,2018,Male,property-crime,2415
AZ,2010,Female,property-crime,743
AZ,2011,Female,property-crime,659
AZ,2012,Female,property-crime,632
AZ,2013,Female,property-crime,1413
AZ,2014,Female,property-crime,1366
AZ,2015,Female,property-crime,1317
AZ,2016,Female,property-crime,1024
AZ,2017,Female,property-crime,1162
AZ,2018,Female,property-crime,1219
AZ,2010,Unknown,property-crime,1
AZ,2011,Unknown,property-crime,5
AZ,2012,Unknown,property-crime,42
AZ,2013,Unknown,property-crime,1272
AZ,2014,Unknown,property-crime,129
AZ,2015,Unknown,property-crime,15
