state,year,gender,offense,offenders
MT,2010,Male,arson,93
MT,2011,Male,arson,84
MT,2012,Male,arson,105
MT,2013,Male,arson,77
MT,2014,Male,arson,76
MT,2015,Male,arson,93
MT,2016,Male,arson,96
MT,2017,Male,arson,105
MT,2018,Male,arson,63
MT,2010,Female,arson,17
MT,2011,Female,arson,22
MT,2012,Female,arson,18
MT,2013,Female,arson,12
MT,2014,Female,arson,13
MT,2015,Female,arson,18
MT,2016,Female,arson,23
MT,2017,Female,arson,23
MT,2018,Female,arson,27
MT,2010,Unknown,arson,28
MT,2011,Unknown,arson,28
MT,2012,Unknown,arson,51
MT,2013,Unknown,arson,15
MT,2014,Unknown,arson,22
MT,2015,Unknown,arson,16
MT,2016,Unknown,arson,41
MT,2017,Unknown,arson,35
MT,2018,Unknown,arson,20
MT,2010,Male,violent-crime,1995
MT,2011,Male,violent-crime,1896
MT,2012,Male,violent-crime,2023
MT,2013,Male,violent-crime,1955
MT,2014,Male,violent-crime,2062
MT,2015,Male,violent-crime,2583
MT,2016,Male,violent-crime,2613
MT,2017,Male,violent-crime,2794
MT,2018,Male,violent-crime,2675
MT,2010,Female,violent-crime,431
MT,2011,Female,violent-crime,466
MT,2012,Female,violent-crime,496
MT,2013,Female,violent-crime,535
MT,2014,Female,violent-crime,501
MT,2015,Female,violent-crime,594
MT,2016,Female,violent-crime,615
MT,2017,Female,violent-crime,643
MT,2018,Female,violent-crime,683
MT,2010,Unknown,violent-crime,61
MT,2011,Unknown,violent-crime,96
MT,2012,Unknown,violent-crime,113
MT,2013,Unknown,violent-crime,114
MT,2014,Unknown,violent-crime,149
MT,2015,Unknown,violent-crime,86
MT,2016,Unknown,violent-crime,141
MT,2017,Unknown,violent-crime,62
MT,2018,Unknown,violent-crime,114
MT,2010,Male,property-crime,8845
MT,2011,Male,property-crime,8031
MT,2012,Male,property-crime,9011
MT,2013,Male,property-crime,8800
MT,2014,Male,property-crime,9057
MT,2015,Male,property-crime,13005
MT,2016,Male,property-crime,10900
MT,2017,Male,property-crime,10493
MT,2018,Male,property-crime,9462
MT,2010,Female,property-crime,4254
MT,2011,Female,property-crime,4317
MT,2012,Female,property-crime,4809
MT,2013,Female,property-crime,4937
MT,2014,Female,property-crime,4994
MT,2015,Female,property-crime,5591
MT,2016,Female,property-crime,5700
MT,2017,Female,property-crime,6144
MT,2018,Female,property-crime,5831
MT,2010,Unknown,property-crime,7305
MT,2011,Unknown,property-crime,6952
MT,2012,Unknown,property-crime,7407
MT,2013,Unknown,property-crime,5600
MT,2014,Unknown,property-crime,6918
MT,2015,Unknown,property-crime,5295
MT,2016,Unknown,property-crime,7632
MT,2017,Unknown,property-crime,7609
MT,2018,Unknown,property-crime,7012
NE,2010,Male,aggravated-assault,386
NE,2011,Male,aggravated-assault,322
NE,2012,Male,aggravated-assault,309
NE,2013,Male,aggravated-assault,328
NE,2014,Male,aggravated-assault,515
NE,2015,Male,aggravated-assault,553
NE,2016,Male,aggravated-assault,625
NE,2017,Male,aggravated-assault,738
NE,2018,Male,aggravated-assault,750
NE,2010,Female,aggravated-assault,79
NE,2011,Female,aggravated-assault,82
NE,2012,Female,aggravated-assault,68
NE,2013,Female,aggravated-assault,75
NE,2014,Female,aggravated-assault,128
NE,2015,Female,aggravated-assault,139
NE,2016,Female,aggravated-assault,174
NE,2017,Female,aggravated-assault,181
NE,2018,Female,aggravated-assault,202
NE,2010,Unknown,aggravated-assault,16
NE,2011,Unknown,aggravated-assault,10
NE,2012,Unknown,aggravated-assault,11
NE,2013,Unknown,aggravated-assault,10
NE,2014,Unknown,aggravated-assault,7
NE,2015,Unknown,aggravated-assault,13
NE,2016,Unknown,aggravated-assault,13
NE,2017,Unknown,aggravated-assault,11
NE,2018,Unknown,aggravated-assault,11
NE,2010,Male,burglary,924
NE,2011,Male,burglary,1006
NE,2012,Male,burglary,912
NE,2013,Male,burglary,1006
NE,2014,Male,burglary,827
NE,2015,Male,burglary,714
NE,2016,Male,burglary,792
NE,2017,Male,burglary,882
NE,2018,Male,burglary,726
NE,2010,Female,burglary,165
NE,2011,Female,burglary,207
NE,2012,Female,burglary,207
NE,2013,Female,burglary,218
NE,2014,Female,burglary,238
NE,2015,Female,burglary,319
NE,2016,Female,burglary,209
NE,2017,Female,burglary,211
NE,2018,Female,burglary,197
NE,2010,Unknown,burglary,192
NE,2011,Unknown,burglary,209
NE,2012,Unknown,burglary,160
NE,2013,Unknown,burglary,157
NE,2014,Unknown,burglary,156
NE,2015,Unknown,burglary,186
NE,2016,Unknown,burglary,120
NE,2017,Unknown,burglary,153
NE,2018,Unknown,burglary,163
NE,2010,Male,larceny,3449
NE,2011,Male,larceny,3622
NE,2012,Male,larceny,3733
NE,2013,Male,larceny,3505
NE,2014,Male,larceny,3342
NE,2015,Male,larceny,3464
NE,2016,Male,larceny,3563
NE,2017,Male,larceny,3801
NE,2018,Male,larceny,3696
NE,2010,Female,larceny,1815
NE,2011,Female,larceny,1783
NE,2012,Female,larceny,2037
NE,2013,Female,larceny,2049
NE,2014,Female,larceny,2127
NE,2015,Female,larceny,2141
NE,2016,Female,larceny,2250
NE,2017,Female,larceny,2403
NE,2018,Female,larceny,2193
NE,2010,Unknown,larceny,957
NE,2011,Unknown,larceny,1051
NE,2012,Unknown,larceny,887
NE,2013,Unknown,larceny,762
NE,2014,Unknown,larceny,829
NE,2015,Unknown,larceny,806
NE,2016,Unknown,larceny,841
NE,2017,Unknown,larceny,947
NE,2018,Unknown,larceny,1104
NE,2010,Male,motor-vehicle-theft,274
NE,2011,Male,motor-vehicle-theft,269
NE,2012,Male,motor-vehicle-theft,311
NE,2013,Male,motor-vehicle-theft,336
NE,2014,Male,motor-vehicle-theft,312
NE,2015,Male,motor-vehicle-theft,333
NE,2016,Male,motor-vehicle-theft,465
NE,2017,Male,motor-vehicle-theft,503
NE,2018,Male,motor-vehicle-theft,583
NE,2010,Female,motor-vehicle-theft,79
NE,2011,Female,motor-vehicle-theft,77
NE,2012,Female,motor-vehicle-theft,82
NE,2013,Female,motor-vehicle-theft,94
NE,2014,Female,motor-vehicle-theft,94
NE,2015,Female,motor-vehicle-theft,114
NE,2016,Female,motor-vehicle-theft,138
NE,2017,Female,motor-vehicle-theft,176
NE,2018,Female,motor-vehicle-theft,184
NE,2010,Unknown,motor-vehicle-theft,96
NE,2011,Unknown,motor-vehicle-theft,122
NE,2012,Unknown,motor-vehicle-theft,97
NE,2013,Unknown,motor-vehicle-theft,97
NE,2014,Unknown,motor-vehicle-theft,86
NE,2015,Unknown,motor-vehicle-theft,88
NE,2016,Unknown,motor-vehicle-theft,109
NE,2017,Unknown,motor-vehicle-theft,153
NE,2018,Unknown,motor-vehicle-theft,157
NE,2010,Male,homicide,7
NE,2011,Male,homicide,10
NE,2012,Male,homicide,3
NE,2013,Male,homicide,5
NE,2014,Male,homicide,11
NE,2015,Male,homicide,6
NE,2016,Male,homicide,4
NE,2017,Male,homicide,12
NE,2018,Male,homicide,12
NE,2010,Female,homicide,3
NE,2011,Female,homicide,1
NE,2012,Female,homicide,0
NE,2013,Female,homicide,1
NE,2014,Female,homicide,0
NE,2015,Female,homicide,1
NE,2016,Female,homicide,1
NE,2017,Female,homicide,1
NE,2018,Female,homicide,3
NE,2010,Unknown,homicide,0
NE,2011,Unknown,homicide,0
NE,2012,Unknown,homicide,1
NE,2013,Unknown,homicide,0
NE,2014,Unknown,homicide,0
NE,2015,Unknown,homicide,0
NE,2016,Unknown,homicide,0
NE,2017,Unknown,homicide,0
NE,2018,Unknown,homicide,0
NE,2010,Male,rape,291
NE,2011,Male,rape,269
NE,2012,Male,rape,306
NE,2013,Male,rape,255
NE,2014,Male,rape,271
NE,2015,Male,rape,300
NE,2016,Male,rape,318
NE,2017,Male,rape,400
NE,2018,Male,rape,431
NE,2010,Female,rape,15
NE,2011,Female,rape,6
NE,2012,Female,rape,9
NE,2013,Female,rape,7
NE,2014,Female,rape,19
NE,2015,Female,rape,12
NE,2016,Female,rape,21
NE,2017,Female,rape,22
NE,2018,Female,rape,14
NE,2010,Unknown,rape,10
NE,2011,Unknown,rape,13
NE,2012,Unknown,rape,14
NE,2013,Unknown,rape,3
NE,2014,Unknown,rape,9
NE,2015,Unknown,rape,18
NE,2016,Unknown,rape,12
NE,2017,Unknown,rape,12
NE,2018,Unknown,rape,10
NE,2010,Male,robbery,83
NE,2011,Male,robbery,95
NE,2012,Male,robbery,84
NE,2013,Male,robbery,99
NE,2014,Male,robbery,120
NE,2015,Male,robbery,126
NE,2016,Male,robbery,108
NE,2017,Male,robbery,145
NE,2018,Male,robbery,126
NE,2010,Female,robbery,12
NE,2011,Female,robbery,12
NE,2012,Female,robbery,7
NE,2013,Female,robbery,13
NE,2014,Female,robbery,21
NE,2015,Female,robbery,14
NE,2016,Female,robbery,13
NE,2017,Female,robbery,29
NE,2018,Female,robbery,40
NE,2010,Unknown,robbery,10
NE,2011,Unknown,robbery,9
NE,2012,Unknown,robbery,8
NE,2013,Unknown,robbery,11
NE,2014,Unknown,robbery,9
NE,2015,Unknown,robbery,9
NE,2016,Unknown,robbery,13
NE,2017,Unknown,robbery,13
NE,2018,Unknown,robbery,11
NE,2010,Male,arson,58
NE,2011,Male,arson,42
NE,2012,Male,arson,41
NE,2013,Male,arson,57
NE,2014,Male,arson,30
NE,2015,Male,arson,39
NE,2016,Male,arson,36
NE,2017,Male,arson,43
NE,2018,Male,arson,25
NE,2010,Female,arson,10
NE,2011,Female,arson,10
NE,2012,Female,arson,19
NE,2013,Female,arson,6
NE,2014,Female,arson,4
NE,2015,Female,arson,7
NE,2016,Female,arson,12
NE,2017,Female,arson,4
NE,2018,Female,arson,7
NE,2010,Unknown,arson,8
NE,2011,Unknown,arson,6
NE,2012,Unknown,arson,6
NE,2013,Unknown,arson,3
NE,2014,Unknown,arson,1
NE,2015,Unknown,arson,4
NE,2016,Unknown,arson,4
NE,2017,Unknown,arson,7
NE,2018,Unknown,arson,11
NE,2010,Male,violent-crime,767
NE,2011,Male,violent-crime,696
NE,2012,Male,violent-crime,702
NE,2013,Male,violent-crime,687
NE,2014,Male,violent-crime,917
NE,2015,Male,violent-crime,985
NE,2016,Male,violent-crime,1055
NE,2017,Male,violent-crime,1295
NE,2018,Male,violent-crime,1319
NE,2010,Female,violent-crime,109
NE,2011,Female,violent-crime,101
NE,2012,Female,violent-crime,84
NE,2013,Female,violent-crime,96
NE,2014,Female,violent-crime,168
NE,2015,Female,violent-crime,166
NE,2016,Female,violent-crime,209
NE,2017,Female,violent-crime,233
NE,2018,Female,violent-crime,259
NE,2010,Unknown,violent-crime,36
NE,2011,Unknown,violent-crime,32
NE,2012,Unknown,violent-crime,34
NE,2013,Unknown,violent-crime,24
NE,2014,Unknown,violent-crime,25
NE,2015,Unknown,violent-crime,40
NE,2016,Unknown,violent-crime,38
NE,2017,Unknown,violent-crime,36
NE,2018,Unknown,violent-crime,32
NE,2010,Male,property-crime,4705
NE,2011,Male,property-crime,4939
NE,2012,Male,property-crime,4997
NE,2013,Male,property-crime,4904
NE,2014,Male,property-crime,4511
NE,2015,Male,property-crime,4550
NE,2016,Male,property-crime,4856
NE,2017,Male,property-crime,5229
NE,2018,Male,property-crime,5030
NE,2010,Female,property-crime,2069
NE,2011,Female,property-crime,2077
NE,2012,Female,property-crime,2345
NE,2013,Female,property-crime,2367
NE,2014,Female,property-crime,2463
NE,2015,Female,property-crime,2581
NE,2016,Female,property-crime,2609
NE,2017,Female,property-crime,2794
NE,2018,Female,property-crime,2581
NE,2010,Unknown,property-crime,1253
NE,2011,Unknown,property-crime,1388
NE,2012,Unknown,property-crime,1150
NE,2013,Unknown,property-crime,1019
NE,2014,Unknown,property-crime,1072
NE,2015,Unknown,property-crime,1084
NE,2016,Unknown,property-crime,1074
NE,2017,Unknown,property-crime,1260
NE,2018,Unknown,property-crime,1435
ND,2010,Male,aggravated-assault,779
ND,2011,Male,aggravated-assault,895
ND,2012,Male,aggravated-assault,968
ND,2013,Male,aggravated-assault,1018
ND,2014,Male,aggravated-assault,1039
ND,2015,Male,aggravated-assault,999
ND,2016,Male,aggravated-assault,967
ND,2017,Male,aggravated-assault,1031
ND,2018,Male,aggravated-assault,1092
ND,2010,Female,aggravated-assault,190
ND,2011,Female,aggravated-assault,193
ND,2012,Female,aggravated-assault,187
ND,2013,Female,aggravated-assault,193
ND,2014,Female,aggravated-assault,224
ND,2015,Female,aggravated-assault,233
ND,2016,Female,aggravated-assault,239
ND,2017,Female,aggravated-assault,266
ND,2018,Female,aggravated-assault,287
ND,2010,Unknown,aggravated-assault,7
ND,2011,Unknown,aggravated-assault,11
ND,2012,Unknown,aggravated-assault,16
ND,2013,Unknown,aggravated-assault,8
ND,2014,Unknown,aggravated-assault,22
ND,2015,Unknown,aggravated-assault,27
ND,2016,Unknown,aggravated-assault,16
ND,2017,Unknown,aggravated-assault,16
ND,2018,Unknown,aggravated-assault,15
ND,2010,Male,burglary,636
ND,2011,Male,burglary,775
ND,2012,Male,burglary,835
ND,2013,Male,burglary,879
ND,2014,Male,burglary,965
ND,2015,Male,burglary,1083
ND,2016,Male,burglary,1084
ND,2017,Male,burglary,1121
ND,2018,Male,burglary,1010
ND,2010,Female,burglary,182
ND,2011,Female,burglary,158
ND,2012,Female,burglary,189
ND,2013,Female,burglary,194
ND,2014,Female,burglary,243
ND,2015,Female,burglary,282
ND,2016,Female,burglary,305
ND,2017,Female,burglary,334
ND,2018,Female,burglary,296
ND,2010,Unknown,burglary,26
ND,2011,Unknown,burglary,48
ND,2012,Unknown,burglary,56
ND,2013,Unknown,burglary,81
ND,2014,Unknown,burglary,207
ND,2015,Unknown,burglary,369
ND,2016,Unknown,burglary,315
ND,2017,Unknown,burglary,201
ND,2018,Unknown,burglary,184
ND,2010,Male,larceny,3059
ND,2011,Male,larceny,3347
ND,2012,Male,larceny,3719
ND,2013,Male,larceny,3849
ND,2014,Male,larceny,4202
ND,2015,Male,larceny,4614
ND,2016,Male,larceny,4603
ND,2017,Male,larceny,5083
ND,2018,Male,larceny,4199
ND,2010,Female,larceny,1988
ND,2011,Female,larceny,2136
ND,2012,Female,larceny,2333
ND,2013,Female,larceny,2276
ND,2014,Female,larceny,2516
ND,2015,Female,larceny,2840
ND,2016,Female,larceny,2683
ND,2017,Female,larceny,3209
ND,2018,Female,larceny,2639
ND,2010,Unknown,larceny,87
ND,2011,Unknown,larceny,169
ND,2012,Unknown,larceny,167
ND,2013,Unknown,larceny,257
ND,2014,Unknown,larceny,489
ND,2015,Unknown,larceny,804
ND,2016,Unknown,larceny,633
ND,2017,Unknown,larceny,482
ND,2018,Unknown,larceny,441
ND,2010,Male,motor-vehicle-theft,334
ND,2011,Male,motor-vehicle-theft,380
ND,2012,Male,motor-vehicle-theft,495
ND,2013,Male,motor-vehicle-theft,548
ND,2014,Male,motor-vehicle-theft,672
ND,2015,Male,motor-vehicle-theft,764
ND,2016,Male,motor-vehicle-theft,894
ND,2017,Male,motor-vehicle-theft,863
ND,2018,Male,motor-vehicle-theft,807
ND,2010,Female,motor-vehicle-theft,102
ND,2011,Female,motor-vehicle-theft,96
ND,2012,Female,motor-vehicle-theft,134
ND,2013,Female,motor-vehicle-theft,142
ND,2014,Female,motor-vehicle-theft,184
ND,2015,Female,motor-vehicle-theft,308
ND,2016,Female,motor-vehicle-theft,347
ND,2017,Female,motor-vehicle-theft,348
ND,2018,Female,motor-vehicle-theft,407
ND,2010,Unknown,motor-vehicle-theft,10
ND,2011,Unknown,motor-vehicle-theft,18
ND,2012,Unknown,motor-vehicle-theft,24
ND,2013,Unknown,motor-vehicle-theft,62
ND,2014,Unknown,motor-vehicle-theft,104
ND,2015,Unknown,motor-vehicle-theft,133
ND,2016,Unknown,motor-vehicle-theft,162
ND,2017,Unknown,motor-vehicle-theft,143
ND,2018,Unknown,motor-vehicle-theft,113
ND,2010,Male,homicide,8
ND,2011,Male,homicide,11
ND,2012,Male,homicide,13
ND,2013,Male,homicide,15
ND,2014,Male,homicide,22
ND,2015,Male,homicide,19
ND,2016,Male,homicide,16
ND,2017,Male,homicide,12
ND,2018,Male,homicide,11
ND,2010,Female,homicide,0
ND,2011,Female,homicide,2
ND,2012,Female,homicide,1
ND,2013,Female,homicide,4
ND,2014,Female,homicide,6
ND,2015,Female,homicide,1
ND,2016,Female,homicide,2
ND,2017,Female,homicide,4
ND,2018,Female,homicide,4
ND,2010,Unknown,homicide,0
ND,2011,Unknown,homicide,0
ND,2012,Unknown,homicide,0
ND,2013,Unknown,homicide,0
ND,2014,Unknown,homicide,0
ND,2015,Unknown,homicide,1
ND,2016,Unknown,homicide,0
ND,2017,Unknown,homicide,0
ND,2018,Unknown,homicide,0
ND,2010,Male,rape,234
ND,2011,Male,rape,212
ND,2012,Male,rape,256
ND,2013,Male,rape,255
ND,2014,Male,rape,292
ND,2015,Male,rape,301
ND,2016,Male,rape,296
ND,2017,Male,rape,317
ND,2018,Male,rape,306
ND,2010,Female,rape,10
ND,2011,Female,rape,16
ND,2012,Female,rape,11
ND,2013,Female,rape,15
ND,2014,Female,rape,23
ND,2015,Female,rape,24
ND,2016,Female,rape,11
ND,2017,Female,rape,14
ND,2018,Female,rape,19
ND,2010,Unknown,rape,3
ND,2011,Unknown,rape,1
ND,2012,Unknown,rape,4
ND,2013,Unknown,rape,0
ND,2014,Unknown,rape,5
ND,2015,Unknown,rape,7
ND,2016,Unknown,rape,7
ND,2017,Unknown,rape,10
ND,2018,Unknown,rape,8
ND,2010,Male,robbery,63
ND,2011,Male,robbery,87
ND,2012,Male,robbery,106
ND,2013,Male,robbery,109
ND,2014,Male,robbery,155
ND,2015,Male,robbery,153
ND,2016,Male,robbery,161
ND,2017,Male,robbery,199
ND,2018,Male,robbery,191
ND,2010,Female,robbery,13
ND,2011,Female,robbery,4
ND,2012,Female,robbery,21
ND,2013,Female,robbery,28
ND,2014,Female,robbery,38
ND,2015,Female,robbery,24
ND,2016,Female,robbery,32
ND,2017,Female,robbery,37
ND,2018,Female,robbery,44
ND,2010,Unknown,robbery,2
ND,2011,Unknown,robbery,2
ND,2012,Unknown,robbery,1
ND,2013,Unknown,robbery,1
ND,2014,Unknown,robbery,7
ND,2015,Unknown,robbery,33
ND,2016,Unknown,robbery,23
ND,2017,Unknown,robbery,12
ND,2018,Unknown,robbery,14
ND,2010,Male,arson,28
ND,2011,Male,arson,34
ND,2012,Male,arson,54
ND,2013,Male,arson,35
ND,2014,Male,arson,37
ND,2015,Male,arson,44
ND,2016,Male,arson,131
ND,2017,Male,arson,41
ND,2018,Male,arson,24
ND,2010,Female,arson,2
ND,2011,Female,arson,6
ND,2012,Female,arson,10
ND,2013,Female,arson,11
ND,2014,Female,arson,14
ND,2015,Female,arson,5
ND,2016,Female,arson,74
ND,2017,Female,arson,9
ND,2018,Female,arson,4
ND,2010,Unknown,arson,1
ND,2011,Unknown,arson,0
ND,2012,Unknown,arson,5
ND,2013,Unknown,arson,5
ND,2014,Unknown,arson,1
ND,2015,Unknown,arson,3
ND,2016,Unknown,arson,6
ND,2017,Unknown,arson,4
ND,2018,Unknown,arson,3
ND,2010,Male,violent-crime,1084
ND,2011,Male,violent-crime,1205
ND,2012,Male,violent-crime,1343
ND,2013,Male,violent-crime,1397
ND,2014,Male,violent-crime,1508
ND,2015,Male,violent-crime,1472
ND,2016,Male,violent-crime,1440
ND,2017,Male,violent-crime,1559
ND,2018,Male,violent-crime,1600
ND,2010,Female,violent-crime,213
ND,2011,Female,violent-crime,215
ND,2012,Female,violent-crime,220
ND,2013,Female,violent-crime,240
ND,2014,Female,violent-crime,291
ND,2015,Female,violent-crime,282
ND,2016,Female,violent-crime,284
ND,2017,Female,violent-crime,321
ND,2018,Female,violent-crime,354
ND,2010,Unknown,violent-crime,12
ND,2011,Unknown,violent-crime,14
ND,2012,Unknown,violent-crime,21
ND,2013,Unknown,violent-crime,9
ND,2014,Unknown,violent-crime,34
ND,2015,Unknown,violent-crime,68
ND,2016,Unknown,violent-crime,46
ND,2017,Unknown,violent-crime,38
ND,2018,Unknown,violent-crime,37
ND,2010,Male,property-crime,4057
ND,2011,Male,property-crime,4536
ND,2012,Male,property-crime,5103
ND,2013,Male,property-crime,5311
ND,2014,Male,property-crime,5876
ND,2015,Male,property-crime,6505
ND,2016,Male,property-crime,6712
ND,2017,Male,property-crime,7108
ND,2018,Male,property-crime,6040
ND,2010,Female,property-crime,2274
ND,2011,Female,property-crime,2396
ND,2012,Female,property-crime,2666
ND,2013,Female,property-crime,2623
ND,2014,Female,property-crime,2957
ND,2015,Female,property-crime,3435
ND,2016,Female,property-crime,3409
ND,2017,Female,property-crime,3900
ND,2018,Female,property-crime,3346
ND,2010,Unknown,property-crime,124
ND,2011,Unknown,property-crime,235
ND,2012,Unknown,property-crime,252
ND,2013,Unknown,property-crime,405
ND,2014,Unknown,property-crime,801
ND,2015,Unknown,property-crime,1309
ND,2016,Unknown,property-crime,1116
ND,2017,Unknown,property-crime,830
ND,2018,Unknown,property-crime,741
NH,2010,Male,aggravated-assault,1002
NH,2011,Male,aggravated-assault,1226
NH,2012,Male,aggravated-assault,1131
NH,2013,Male,aggravated-assault,1094
NH,2014,Male,aggravated-assault,1125
NH,2015,Male,aggravated-assault,1186
NH,2016,Male,aggravated-assault,1179
NH,2017,Male,aggravated-assault,1186
NH,2018,Male,aggravated-assault,1104
NH,2010,Female,aggravated-assault,195
NH,2011,Female,aggravated-assault,230
NH,2012,Female,aggravated-assault,206
NH,2013,Female,aggravated-assault,227
NH,2014,Female,aggravated-assault,214
NH,2015,Female,aggravated-assault,251
NH,2016,Female,aggravated-assault,240
NH,2017,Female,aggravated-assault,229
NH,2018,Female,aggravated-assault,209
NH,2010,Unknown,aggravated-assault,9
NH,2011,Unknown,aggravated-assault,6
NH,2012,Unknown,aggravated-assault,8
NH,2013,Unknown,aggravated-assault,10
NH,2014,Unknown,aggravated-assault,3
NH,2015,Unknown,aggravated-assault,11
NH,2016,Unknown,aggravated-assault,7
NH,2017,Unknown,aggravated-assault,4
NH,2018,Unknown,aggravated-assault,5
NH,2010,Male,burglary,2069
NH,2011,Male,burglary,1823
NH,2012,Male,burglary,1795
NH,2013,Male,burglary,1664
NH,2014,Male,burglary,1531
NH,2015,Male,burglary,1278
NH,2016,Male,burglary,1221
NH,2017,Male,burglary,1047
NH,2018,Male,burglary,807
NH,2010,Female,burglary,425
NH,2011,Female,burglary,432
NH,2012,Female,burglary,381
NH,2013,Female,burglary,377
NH,2014,Female,burglary,321
NH,2015,Female,burglary,324
NH,2016,Female,burglary,312
NH,2017,Female,burglary,227
NH,2018,Female,burglary,195
NH,2010,Unknown,burglary,212
NH,2011,Unknown,burglary,182
NH,2012,Unknown,burglary,153
NH,2013,Unknown,burglary,118
NH,2014,Unknown,burglary,63
NH,2015,Unknown,burglary,76
NH,2016,Unknown,burglary,55
NH,2017,Unknown,burglary,59
NH,2018,Unknown,burglary,29
NH,2010,Male,larceny,6384
NH,2011,Male,larceny,6629
NH,2012,Male,larceny,6655
NH,2013,Male,larceny,6731
NH,2014,Male,larceny,6357
NH,2015,Male,larceny,5798
NH,2016,Male,larceny,5090
NH,2017,Male,larceny,4898
NH,2018,Male,larceny,4745
NH,2010,Female,larceny,4167
NH,2011,Female,larceny,4292
NH,2012,Female,larceny,4341
NH,2013,Female,larceny,4583
NH,2014,Female,larceny,4531
NH,2015,Female,larceny,4116
NH,2016,Female,larceny,3498
NH,2017,Female,larceny,3215
NH,2018,Female,larceny,3013
NH,2010,Unknown,larceny,192
NH,2011,Unknown,larceny,211
NH,2012,Unknown,larceny,183
NH,2013,Unknown,larceny,139
NH,2014,Unknown,larceny,149
NH,2015,Unknown,larceny,141
NH,2016,Unknown,larceny,104
NH,2017,Unknown,larceny,122
NH,2018,Unknown,larceny,107
NH,2010,Male,motor-vehicle-theft,336
NH,2011,Male,motor-vehicle-theft,370
NH,2012,Male,motor-vehicle-theft,366
NH,2013,Male,motor-vehicle-theft,331
NH,2014,Male,motor-vehicle-theft,322
NH,2015,Male,motor-vehicle-theft,354
NH,2016,Male,motor-vehicle-theft,395
NH,2017,Male,motor-vehicle-theft,442
NH,2018,Male,motor-vehicle-theft,419
NH,2010,Female,motor-vehicle-theft,83
NH,2011,Female,motor-vehicle-theft,97
NH,2012,Female,motor-vehicle-theft,85
NH,2013,Female,motor-vehicle-theft,95
NH,2014,Female,motor-vehicle-theft,119
NH,2015,Female,motor-vehicle-theft,129
NH,2016,Female,motor-vehicle-theft,128
NH,2017,Female,motor-vehicle-theft,173
NH,2018,Female,motor-vehicle-theft,171
NH,2010,Unknown,motor-vehicle-theft,37
NH,2011,Unknown,motor-vehicle-theft,31
NH,2012,Unknown,motor-vehicle-theft,27
NH,2013,Unknown,motor-vehicle-theft,28
NH,2014,Unknown,motor-vehicle-theft,11
NH,2015,Unknown,motor-vehicle-theft,14
NH,2016,Unknown,motor-vehicle-theft,10
NH,2017,Unknown,motor-vehicle-theft,14
NH,2018,Unknown,motor-vehicle-theft,21
NH,2010,Male,homicide,11
NH,2011,Male,homicide,17
NH,2012,Male,homicide,12
NH,2013,Male,homicide,16
NH,2014,Male,homicide,12
NH,2015,Male,homicide,13
NH,2016,Male,homicide,19
NH,2017,Male,homicide,12
NH,2018,Male,homicide,18
NH,2010,Female,homicide,6
NH,2011,Female,homicide,3
NH,2012,Female,homicide,0
NH,2013,Female,homicide,1
NH,2014,Female,homicide,1
NH,2015,Female,homicide,2
NH,2016,Female,homicide,2
NH,2017,Female,homicide,1
NH,2018,Female,homicide,3
NH,2010,Unknown,homicide,0
NH,2011,Unknown,homicide,0
NH,2012,Unknown,homicide,0
NH,2013,Unknown,homicide,0
NH,2014,Unknown,homicide,0
NH,2015,Unknown,homicide,0
NH,2016,Unknown,homicide,0
NH,2017,Unknown,homicide,0
NH,2018,Unknown,homicide,1
NH,2010,Male,rape,458
NH,2011,Male,rape,478
NH,2012,Male,rape,503
NH,2013,Male,rape,506
NH,2014,Male,rape,452
NH,2015,Male,rape,513
NH,2016,Male,rape,476
NH,2017,Male,rape,501
NH,2018,Male,rape,457
NH,2010,Female,rape,20
NH,2011,Female,rape,15
NH,2012,Female,rape,31
NH,2013,Female,rape,15
NH,2014,Female,rape,23
NH,2015,Female,rape,33
NH,2016,Female,rape,18
NH,2017,Female,rape,31
NH,2018,Female,rape,20
NH,2010,Unknown,rape,10
NH,2011,Unknown,rape,13
NH,2012,Unknown,rape,7
NH,2013,Unknown,rape,14
NH,2014,Unknown,rape,6
NH,2015,Unknown,rape,8
NH,2016,Unknown,rape,15
NH,2017,Unknown,rape,13
NH,2018,Unknown,rape,4
NH,2010,Male,robbery,400
NH,2011,Male,robbery,436
NH,2012,Male,robbery,418
NH,2013,Male,robbery,482
NH,2014,Male,robbery,400
NH,2015,Male,robbery,370
NH,2016,Male,robbery,368
NH,2017,Male,robbery,332
NH,2018,Male,robbery,268
NH,2010,Female,robbery,60
NH,2011,Female,robbery,92
NH,2012,Female,robbery,59
NH,2013,Female,robbery,101
NH,2014,Female,robbery,69
NH,2015,Female,robbery,78
NH,2016,Female,robbery,74
NH,2017,Female,robbery,82
NH,2018,Female,robbery,61
NH,2010,Unknown,robbery,11
NH,2011,Unknown,robbery,7
NH,2012,Unknown,robbery,8
NH,2013,Unknown,robbery,15
NH,2014,Unknown,robbery,7
NH,2015,Unknown,robbery,6
NH,2016,Unknown,robbery,10
NH,2017,Unknown,robbery,3
NH,2018,Unknown,robbery,5
NH,2010,Male,arson,175
NH,2011,Male,arson,133
NH,2012,Male,arson,171
NH,2013,Male,arson,103
NH,2014,Male,arson,102
NH,2015,Male,arson,80
NH,2016,Male,arson,98
NH,2017,Male,arson,79
NH,2018,Male,arson,70
NH,2010,Female,arson,28
