index,state,year,offense,count
6649,ND,1992,homicide,5
3767,ND,1992,larceny,10489
5241,ND,1992,motor-vehicle-theft,669
13979,ND,1992,property-crime,12977
8109,ND,1992,rape,137
9577,ND,1992,robbery,42
12487,ND,1992,violent-crime,335
812,ND,1993,aggravated-assault,154
11004,ND,1993,arson,98
2284,ND,1993,burglary,1735
6650,ND,1993,homicide,8
3768,ND,1993,larceny,10737
5242,ND,1993,motor-vehicle-theft,747
13980,ND,1993,property-crime,13317
8110,ND,1993,rape,131
9578,ND,1993,robbery,45
12488,ND,1993,violent-crime,338
813,ND,1994,aggravated-assault,161
11005,ND,1994,arson,89
2285,ND,1994,burglary,1569
3769,ND,1994,larceny,10683
5243,ND,1994,motor-vehicle-theft,774
13981,ND,1994,property-crime,13115
8111,ND,1994,rape,147
9579,ND,1994,robbery,58
12489,ND,1994,violent-crime,366
814,ND,1995,aggravated-assault,155
11006,ND,1995,arson,86
2286,ND,1995,burglary,1620
6651,ND,1995,homicide,2
3770,ND,1995,larceny,10074
5244,ND,1995,motor-vehicle-theft,770
13982,ND,1995,property-crime,12550
8112,ND,1995,rape,132
9580,ND,1995,robbery,47
12490,ND,1995,violent-crime,336
815,ND,1996,aggravated-assault,161
11007,ND,1996,arson,73
2287,ND,1996,burglary,1425
6652,ND,1996,homicide,9
3771,ND,1996,larceny,8946
5245,ND,1996,motor-vehicle-theft,824
13983,ND,1996,property-crime,11268
8113,ND,1996,rape,126
9581,ND,1996,robbery,51
12491,ND,1996,violent-crime,347
816,ND,1997,aggravated-assault,160
11008,ND,1997,arson,69
2288,ND,1997,burglary,1689
6653,ND,1997,homicide,4
3772,ND,1997,larceny,9809
5246,ND,1997,motor-vehicle-theft,825
13984,ND,1997,property-crime,12392
8114,ND,1997,rape,130
9582,ND,1997,robbery,33
12492,ND,1997,violent-crime,327
817,ND,1998,aggravated-assault,157
11009,ND,1998,arson,75
2289,ND,1998,burglary,1759
6654,ND,1998,homicide,5
3773,ND,1998,larceny,9654
5247,ND,1998,motor-vehicle-theft,831
13985,ND,1998,property-crime,12319
8115,ND,1998,rape,169
9583,ND,1998,robbery,43
12493,ND,1998,violent-crime,374
818,ND,1999,aggravated-assault,161
11010,ND,1999,arson,68
2290,ND,1999,burglary,1700
6655,ND,1999,homicide,5
3774,ND,1999,larceny,8073
5248,ND,1999,motor-vehicle-theft,741
13986,ND,1999,property-crime,10582
8116,ND,1999,rape,151
9584,ND,1999,robbery,50
12494,ND,1999,violent-crime,367
819,ND,2000,aggravated-assault,196
11011,ND,2000,arson,59
2291,ND,2000,burglary,1520
6656,ND,2000,homicide,3
3775,ND,2000,larceny,8230
5249,ND,2000,motor-vehicle-theft,764
13987,ND,2000,property-crime,10573
8117,ND,2000,rape,167
9585,ND,2000,robbery,42
12495,ND,2000,violent-crime,408
820,ND,2001,aggravated-assault,179
11012,ND,2001,arson,94
2292,ND,2001,burglary,1538
6657,ND,2001,homicide,7
3776,ND,2001,larceny,8607
5250,ND,2001,motor-vehicle-theft,808
13988,ND,2001,property-crime,11047
8118,ND,2001,rape,156
9586,ND,2001,robbery,46
12496,ND,2001,violent-crime,388
821,ND,2002,aggravated-assault,190
11013,ND,2002,arson,77
2293,ND,2002,burglary,1708
6658,ND,2002,homicide,2
3777,ND,2002,larceny,8858
5251,ND,2002,motor-vehicle-theft,782
13989,ND,2002,property-crime,11425
8119,ND,2002,rape,161
9587,ND,2002,robbery,37
12497,ND,2002,violent-crime,390
822,ND,2003,aggravated-assault,205
11014,ND,2003,arson,65
2294,ND,2003,burglary,1457
6659,ND,2003,homicide,4
3778,ND,2003,larceny,7967
5252,ND,2003,motor-vehicle-theft,835
13990,ND,2003,property-crime,10324
8120,ND,2003,rape,161
9588,ND,2003,robbery,34
12498,ND,2003,violent-crime,404
823,ND,2004,aggravated-assault,261
11015,ND,2004,arson,67
2295,ND,2004,burglary,1755
6660,ND,2004,homicide,7
3779,ND,2004,larceny,8520
5253,ND,2004,motor-vehicle-theft,815
13991,ND,2004,property-crime,11157
8121,ND,2004,rape,175
9589,ND,2004,robbery,34
12499,ND,2004,violent-crime,477
824,ND,2005,aggravated-assault,362
11016,ND,2005,arson,69
2296,ND,2005,burglary,1774
6661,ND,2005,homicide,11
3780,ND,2005,larceny,8808
5254,ND,2005,motor-vehicle-theft,977
13992,ND,2005,property-crime,11628
8122,ND,2005,rape,194
9590,ND,2005,robbery,47
12500,ND,2005,violent-crime,614
825,ND,2006,aggravated-assault,428
11017,ND,2006,arson,96
2297,ND,2006,burglary,2064
6662,ND,2006,homicide,7
3781,ND,2006,larceny,8479
5255,ND,2006,motor-vehicle-theft,934
13993,ND,2006,property-crime,11573
8123,ND,2006,rape,233
9591,ND,2006,robbery,69
12501,ND,2006,violent-crime,737
826,ND,2007,aggravated-assault,562
11018,ND,2007,arson,86
2298,ND,2007,burglary,1968
6663,ND,2007,homicide,11
3782,ND,2007,larceny,8399
5256,ND,2007,motor-vehicle-theft,829
13994,ND,2007,property-crime,11282
8124,ND,2007,rape,233
9592,ND,2007,robbery,67
12502,ND,2007,violent-crime,873
827,ND,2008,aggravated-assault,657
11019,ND,2008,arson,88
2299,ND,2008,burglary,1987
6664,ND,2008,homicide,2
3783,ND,2008,larceny,9016
5257,ND,2008,motor-vehicle-theft,807
13995,ND,2008,property-crime,11898
8125,ND,2008,rape,271
9593,ND,2008,robbery,72
12503,ND,2008,violent-crime,1002
828,ND,2009,aggravated-assault,703
11020,ND,2009,arson,71
2300,ND,2009,burglary,2149
6665,ND,2009,homicide,9
3784,ND,2009,larceny,8756
5258,ND,2009,motor-vehicle-theft,812
13996,ND,2009,property-crime,11788
8126,ND,2009,rape,254
9594,ND,2009,robbery,103
12504,ND,2009,violent-crime,1069
829,ND,2010,aggravated-assault,767
11021,ND,2010,arson,61
2301,ND,2010,burglary,1769
6666,ND,2010,homicide,8
3785,ND,2010,larceny,8812
5259,ND,2010,motor-vehicle-theft,726
13997,ND,2010,property-crime,11368
8127,ND,2010,rape,250
9595,ND,2010,robbery,85
12505,ND,2010,violent-crime,1110
830,ND,2011,aggravated-assault,883
11022,ND,2011,arson,69
2302,ND,2011,burglary,2095
6667,ND,2011,homicide,11
3786,ND,2011,larceny,9633
5260,ND,2011,motor-vehicle-theft,859
13998,ND,2011,property-crime,12656
8128,ND,2011,rape,235
9596,ND,2011,robbery,91
12506,ND,2011,violent-crime,1220
831,ND,2012,aggravated-assault,985
11023,ND,2012,arson,80
2303,ND,2012,burglary,2212
6668,ND,2012,homicide,10
3787,ND,2012,larceny,10617
5261,ND,2012,motor-vehicle-theft,1045
13999,ND,2012,property-crime,13954
8129,ND,2012,rape,289
9597,ND,2012,robbery,117
12507,ND,2012,violent-crime,1401
832,ND,2013,aggravated-assault,1062
11024,ND,2013,arson,83
2304,ND,2013,burglary,2537
6669,ND,2013,homicide,10
3788,ND,2013,larceny,10787
5262,ND,2013,motor-vehicle-theft,1256
14000,ND,2013,property-crime,14663
8130,ND,2013,rape,288
9598,ND,2013,robbery,151
12508,ND,2013,violent-crime,1511
833,ND,2014,aggravated-assault,1065
11025,ND,2014,arson,88
2305,ND,2014,burglary,2424
6670,ND,2014,homicide,15
3789,ND,2014,larceny,11528
5263,ND,2014,motor-vehicle-theft,1428
14001,ND,2014,property-crime,15468
8131,ND,2014,rape,322
9599,ND,2014,robbery,168
12509,ND,2014,violent-crime,1570
834,ND,2015,aggravated-assault,1112
11026,ND,2015,arson,66
2306,ND,2015,burglary,2914
6671,ND,2015,homicide,16
3790,ND,2015,larceny,12908
5264,ND,2015,motor-vehicle-theft,1677
14002,ND,2015,property-crime,17565
8132,ND,2015,rape,349
9600,ND,2015,robbery,157
12510,ND,2015,violent-crime,1634
835,ND,2016,aggravated-assault,1060
11027,ND,2016,arson,80
2307,ND,2016,burglary,2915
6672,ND,2016,homicide,14
3791,ND,2016,larceny,12418
5265,ND,2016,motor-vehicle-theft,1837
14003,ND,2016,property-crime,17250
8133,ND,2016,rape,320
9601,ND,2016,robbery,181
12511,ND,2016,violent-crime,1575
836,ND,2017,aggravated-assault,1110
11028,ND,2017,arson,64
2308,ND,2017,burglary,2549
6673,ND,2017,homicide,9
3792,ND,2017,larceny,12000
5266,ND,2017,motor-vehicle-theft,1607
14004,ND,2017,property-crime,16220
8134,ND,2017,rape,348
9602,ND,2017,robbery,183
12512,ND,2017,violent-crime,1650
837,ND,2018,aggravated-assault,1185
11029,ND,2018,arson,38
2309,ND,2018,burglary,2421
6674,ND,2018,homicide,13
3793,ND,2018,larceny,11047
5267,ND,2018,motor-vehicle-theft,1550
14005,ND,2018,property-crime,15056
8135,ND,2018,rape,353
9603,ND,2018,robbery,158
12513,ND,2018,violent-crime,1709
768,NE,1998,aggravated-assault,192
10960,NE,1998,arson,79
2240,NE,1998,burglary,948
6606,NE,1998,homicide,3
3724,NE,1998,larceny,6013
5198,NE,1998,motor-vehicle-theft,426
13936,NE,1998,property-crime,7466
8066,NE,1998,rape,43
9534,NE,1998,robbery,56
12444,NE,1998,violent-crime,294
769,NE,1999,aggravated-assault,151
10961,NE,1999,arson,65
2241,NE,1999,burglary,1043
6607,NE,1999,homicide,5
3725,NE,1999,larceny,5955
5199,NE,1999,motor-vehicle-theft,401
13937,NE,1999,property-crime,7464
8067,NE,1999,rape,56
9535,NE,1999,robbery,48
12445,NE,1999,violent-crime,260
770,NE,2000,aggravated-assault,135
10962,NE,2000,arson,36
2242,NE,2000,burglary,885
6608,NE,2000,homicide,5
3726,NE,2000,larceny,4872
5200,NE,2000,motor-vehicle-theft,371
13938,NE,2000,property-crime,6164
8068,NE,2000,rape,31
9536,NE,2000,robbery,34
12446,NE,2000,violent-crime,205
771,NE,2001,aggravated-assault,147
10963,NE,2001,arson,54
2243,NE,2001,burglary,972
6609,NE,2001,homicide,3
3727,NE,2001,larceny,5867
5201,NE,2001,motor-vehicle-theft,454
13939,NE,2001,property-crime,7347
8069,NE,2001,rape,56
9537,NE,2001,robbery,26
12447,NE,2001,violent-crime,232
772,NE,2002,aggravated-assault,207
10964,NE,2002,arson,78
2244,NE,2002,burglary,1784
6610,NE,2002,homicide,3
3728,NE,2002,larceny,8940
5202,NE,2002,motor-vehicle-theft,766
13940,NE,2002,property-crime,11568
8070,NE,2002,rape,127
9538,NE,2002,robbery,72
12448,NE,2002,violent-crime,409
773,NE,2003,aggravated-assault,312
10965,NE,2003,arson,89
2245,NE,2003,burglary,1952
6611,NE,2003,homicide,3
3729,NE,2003,larceny,9701
5203,NE,2003,motor-vehicle-theft,747
13941,NE,2003,property-crime,12489
8071,NE,2003,rape,177
9539,NE,2003,robbery,47
12449,NE,2003,violent-crime,539
774,NE,2004,aggravated-assault,370
10966,NE,2004,arson,90
2246,NE,2004,burglary,1835
6612,NE,2004,homicide,10
3730,NE,2004,larceny,9763
5204,NE,2004,motor-vehicle-theft,742
13942,NE,2004,property-crime,12430
8072,NE,2004,rape,228
9540,NE,2004,robbery,49
12450,NE,2004,violent-crime,657
775,NE,2005,aggravated-assault,319
10967,NE,2005,arson,72
2247,NE,2005,burglary,1916
6613,NE,2005,homicide,3
3731,NE,2005,larceny,10043
5205,NE,2005,motor-vehicle-theft,685
13943,NE,2005,property-crime,12716
8073,NE,2005,rape,236
9541,NE,2005,robbery,54
12451,NE,2005,violent-crime,612
776,NE,2006,aggravated-assault,277
10968,NE,2006,arson,80
2248,NE,2006,burglary,2025
6614,NE,2006,homicide,6
3732,NE,2006,larceny,10159
5206,NE,2006,motor-vehicle-theft,704
13944,NE,2006,property-crime,12968
8074,NE,2006,rape,221
9542,NE,2006,robbery,57
12452,NE,2006,violent-crime,561
777,NE,2007,aggravated-assault,308
10969,NE,2007,arson,86
2249,NE,2007,burglary,1754
6615,NE,2007,homicide,9
3733,NE,2007,larceny,9755
5207,NE,2007,motor-vehicle-theft,679
13945,NE,2007,property-crime,12274
8075,NE,2007,rape,196
9543,NE,2007,robbery,59
12453,NE,2007,violent-crime,572
778,NE,2008,aggravated-assault,354
10970,NE,2008,arson,86
2250,NE,2008,burglary,1997
6616,NE,2008,homicide,11
3734,NE,2008,larceny,9620
5208,NE,2008,motor-vehicle-theft,628
13946,NE,2008,property-crime,12331
8076,NE,2008,rape,263
9544,NE,2008,robbery,62
12454,NE,2008,violent-crime,690
779,NE,2009,aggravated-assault,342
10971,NE,2009,arson,78
2251,NE,2009,burglary,2023
6617,NE,2009,homicide,1
3735,NE,2009,larceny,9648
5209,NE,2009,motor-vehicle-theft,616
13947,NE,2009,property-crime,12365
8077,NE,2009,rape,236
9545,NE,2009,robbery,63
12455,NE,2009,violent-crime,642
780,NE,2010,aggravated-assault,345
10972,NE,2010,arson,83
2252,NE,2010,burglary,1895
6618,NE,2010,homicide,9
3736,NE,2010,larceny,9588
5210,NE,2010,motor-vehicle-theft,620
13948,NE,2010,property-crime,12186
8078,NE,2010,rape,283
9546,NE,2010,robbery,68
12456,NE,2010,violent-crime,705
781,NE,2011,aggravated-assault,303
10973,NE,2011,arson,68
2253,NE,2011,burglary,2048
6619,NE,2011,homicide,10
3737,NE,2011,larceny,9813
5211,NE,2011,motor-vehicle-theft,613
13949,NE,2011,property-crime,12542
8079,NE,2011,rape,259
9547,NE,2011,robbery,60
12457,NE,2011,violent-crime,632
782,NE,2012,aggravated-assault,299
10974,NE,2012,arson,67
2254,NE,2012,burglary,2074
6620,NE,2012,homicide,3
3738,NE,2012,larceny,10425
5212,NE,2012,motor-vehicle-theft,682
13950,NE,2012,property-crime,13248
8080,NE,2012,rape,299
9548,NE,2012,robbery,64
12458,NE,2012,violent-crime,665
783,NE,2013,aggravated-assault,333
10975,NE,2013,arson,58
2255,NE,2013,burglary,2136
6621,NE,2013,homicide,4
3739,NE,2013,larceny,9660
5213,NE,2013,motor-vehicle-theft,622
13951,NE,2013,property-crime,12476
8081,NE,2013,rape,248
9549,NE,2013,robbery,73
12459,NE,2013,violent-crime,658
784,NE,2014,aggravated-assault,546
10976,NE,2014,arson,44
2256,NE,2014,burglary,1926
6622,NE,2014,homicide,8
3740,NE,2014,larceny,9274
5214,NE,2014,motor-vehicle-theft,642
13952,NE,2014,property-crime,11886
8082,NE,2014,rape,275
9550,NE,2014,robbery,82
12460,NE,2014,violent-crime,911
785,NE,2015,aggravated-assault,575
10977,NE,2015,arson,66
2257,NE,2015,burglary,1897
6623,NE,2015,homicide,6
3741,NE,2015,larceny,9419
5215,NE,2015,motor-vehicle-theft,740
13953,NE,2015,property-crime,12122
8083,NE,2015,rape,307
9551,NE,2015,robbery,91
12461,NE,2015,violent-crime,979
786,NE,2016,aggravated-assault,697
10978,NE,2016,arson,62
2258,NE,2016,burglary,1930
6624,NE,2016,homicide,4
3742,NE,2016,larceny,9990
5216,NE,2016,motor-vehicle-theft,913
13954,NE,2016,property-crime,12895
8084,NE,2016,rape,326
9552,NE,2016,robbery,102
12462,NE,2016,violent-crime,1129
787,NE,2017,aggravated-assault,788
10979,NE,2017,arson,81
2259,NE,2017,burglary,2327
6625,NE,2017,homicide,11
3743,NE,2017,larceny,11324
5217,NE,2017,motor-vehicle-theft,1132
13955,NE,2017,property-crime,14864
8085,NE,2017,rape,439
9553,NE,2017,robbery,118
12463,NE,2017,violent-crime,1356
788,NE,2018,aggravated-assault,801
10980,NE,2018,arson,60
2260,NE,2018,burglary,1929
6626,NE,2018,homicide,11
3744,NE,2018,larceny,10640
5218,NE,2018,motor-vehicle-theft,1194
13956,NE,2018,property-crime,13823
8086,NE,2018,rape,474
9554,NE,2018,robbery,114
12464,NE,2018,violent-crime,1400
866,NH,2002,aggravated-assault,31
11058,NH,2002,arson,12
2338,NH,2002,burglary,298
3822,NH,2002,larceny,1644
5296,NH,2002,motor-vehicle-theft,77
14034,NH,2002,property-crime,2031
8164,NH,2002,rape,38
9632,NH,2002,robbery,20
12542,NH,2002,violent-crime,89
867,NH,2003,aggravated-assault,463
11059,NH,2003,arson,206
2339,NH,2003,burglary,2432
6702,NH,2003,homicide,6
3823,NH,2003,larceny,11629
5297,NH,2003,motor-vehicle-theft,905
14035,NH,2003,property-crime,15172
8165,NH,2003,rape,367
9633,NH,2003,robbery,151
12543,NH,2003,violent-crime,987
868,NH,2004,aggravated-assault,637
11060,NH,2004,arson,190
2340,NH,2004,burglary,2910
6703,NH,2004,homicide,9
3824,NH,2004,larceny,12300
5298,NH,2004,motor-vehicle-theft,994
14036,NH,2004,property-crime,16394
8166,NH,2004,rape,430
9634,NH,2004,robbery,158
12544,NH,2004,violent-crime,1234
869,NH,2005,aggravated-assault,675
11061,NH,2005,arson,257
2341,NH,2005,burglary,2985
6704,NH,2005,homicide,14
3825,NH,2005,larceny,14130
5299,NH,2005,motor-vehicle-theft,955
14037,NH,2005,property-crime,18327
8167,NH,2005,rape,436
9635,NH,2005,robbery,200
12545,NH,2005,violent-crime,1325
870,NH,2006,aggravated-assault,716
11062,NH,2006,arson,258
2342,NH,2006,burglary,3123
6705,NH,2006,homicide,7
3826,NH,2006,larceny,15636
5300,NH,2006,motor-vehicle-theft,1021
14038,NH,2006,property-crime,20038
8168,NH,2006,rape,425
9636,NH,2006,robbery,241
12546,NH,2006,violent-crime,1389
871,NH,2007,aggravated-assault,762
11063,NH,2007,arson,245
2343,NH,2007,burglary,3578
6706,NH,2007,homicide,5
3827,NH,2007,larceny,15539
5301,NH,2007,motor-vehicle-theft,976
14039,NH,2007,property-crime,20338
8169,NH,2007,rape,390
9637,NH,2007,robbery,236
12547,NH,2007,violent-crime,1393
872,NH,2008,aggravated-assault,990
11064,NH,2008,arson,294
2344,NH,2008,burglary,3839
6707,NH,2008,homicide,12
3828,NH,2008,larceny,20601
5302,NH,2008,motor-vehicle-theft,1246
14040,NH,2008,property-crime,25980
8170,NH,2008,rape,469
9638,NH,2008,robbery,401
12548,NH,2008,violent-crime,1872
873,NH,2009,aggravated-assault,1045
11065,NH,2009,arson,247
2345,NH,2009,burglary,4506
6708,NH,2009,homicide,11
3829,NH,2009,larceny,21281
5303,NH,2009,motor-vehicle-theft,1003
14041,NH,2009,property-crime,27037
8171,NH,2009,rape,485
9639,NH,2009,robbery,432
12549,NH,2009,violent-crime,1973
874,NH,2010,aggravated-assault,1130
11066,NH,2010,arson,317
2346,NH,2010,burglary,5118
6709,NH,2010,homicide,13
3830,NH,2010,larceny,21896
5304,NH,2010,motor-vehicle-theft,936
14042,NH,2010,property-crime,28267
8172,NH,2010,rape,522
9640,NH,2010,robbery,440
12550,NH,2010,violent-crime,2105
875,NH,2011,aggravated-assault,1361
11067,NH,2011,arson,269
2347,NH,2011,burglary,5481
6710,NH,2011,homicide,16
3831,NH,2011,larceny,22571
5305,NH,2011,motor-vehicle-theft,946
14043,NH,2011,property-crime,29267
8173,NH,2011,rape,543
9641,NH,2011,robbery,465
12551,NH,2011,violent-crime,2385
876,NH,2012,aggravated-assault,1300
11068,NH,2012,arson,316
2348,NH,2012,burglary,5030
6711,NH,2012,homicide,13
3832,NH,2012,larceny,22893
5306,NH,2012,motor-vehicle-theft,926
14044,NH,2012,property-crime,29165
8174,NH,2012,rape,596
9642,NH,2012,robbery,463
12552,NH,2012,violent-crime,2372
877,NH,2013,aggravated-assault,1276
11069,NH,2013,arson,227
2349,NH,2013,burglary,4526
6712,NH,2013,homicide,19
3833,NH,2013,larceny,21848
5307,NH,2013,motor-vehicle-theft,855
14045,NH,2013,property-crime,27456
8175,NH,2013,rape,610
9643,NH,2013,robbery,635
12553,NH,2013,violent-crime,2540
878,NH,2014,aggravated-assault,1300
11070,NH,2014,arson,186
2350,NH,2014,burglary,4053
6713,NH,2014,homicide,14
3834,NH,2014,larceny,20361
5308,NH,2014,motor-vehicle-theft,829
14046,NH,2014,property-crime,25429
8176,NH,2014,rape,552
9644,NH,2014,robbery,533
12554,NH,2014,violent-crime,2399
879,NH,2015,aggravated-assault,1385
11071,NH,2015,arson,140
2351,NH,2015,burglary,3406
6714,NH,2015,homicide,14
3835,NH,2015,larceny,18640
5309,NH,2015,motor-vehicle-theft,872
14047,NH,2015,property-crime,23058
8177,NH,2015,rape,626
9645,NH,2015,robbery,475
12555,NH,2015,violent-crime,2500
880,NH,2016,aggravated-assault,1423
11072,NH,2016,arson,176
2352,NH,2016,burglary,2906
6715,NH,2016,homicide,18
3836,NH,2016,larceny,16123
5310,NH,2016,motor-vehicle-theft,850
14048,NH,2016,property-crime,20055
8178,NH,2016,rape,587
9646,NH,2016,robbery,432
12556,NH,2016,violent-crime,2460
881,NH,2017,aggravated-assault,1368
11073,NH,2017,arson,128
2353,NH,2017,burglary,2536
6716,NH,2017,homicide,12
3837,NH,2017,larceny,14781
5311,NH,2017,motor-vehicle-theft,905
14049,NH,2017,property-crime,18350
8179,NH,2017,rape,601
9647,NH,2017,robbery,414
12557,NH,2017,violent-crime,2395
882,NH,2018,aggravated-assault,1291
11074,NH,2018,arson,118
2354,NH,2018,burglary,1840
6717,NH,2018,homicide,19
3838,NH,2018,larceny,14041
5312,NH,2018,motor-vehicle-theft,877
14050,NH,2018,property-crime,16876
8180,NH,2018,rape,522
9648,NH,2018,robbery,337
12558,NH,2018,violent-crime,2169
900,NM,2018,aggravated-assault,4550
11092,NM,2018,arson,114
2372,NM,2018,burglary,6613
6734,NM,2018,homicide,70
3856,NM,2018,larceny,25781
5330,NM,2018,motor-vehicle-theft,7016
14068,NM,2018,property-crime,39524
8198,NM,2018,rape,591
9666,NM,2018,robbery,2026
12576,NM,2018,violent-crime,7237
902,OH,1998,aggravated-assault,1425
11094,OH,1998,arson,334
2374,OH,1998,burglary,10123
6736,OH,1998,homicide,32
3858,OH,1998,larceny,27863
5332,OH,1998,motor-vehicle-theft,4975
14070,OH,1998,property-crime,43295
8200,OH,1998,rape,453
9668,OH,1998,robbery,2158
12578,OH,1998,violent-crime,4068
903,OH,1999,aggravated-assault,1937
11095,OH,1999,arson,410
2375,OH,1999,burglary,13552
6737,OH,1999,homicide,68
3859,OH,1999,larceny,39618
5333,OH,1999,motor-vehicle-theft,6179
14071,OH,1999,property-crime,59759
8201,OH,1999,rape,653
9669,OH,1999,robbery,2759
12579,OH,1999,violent-crime,5417
904,OH,2000,aggravated-assault,2128
11096,OH,2000,arson,565
2376,OH,2000,burglary,15322
6738,OH,2000,homicide,61
3860,OH,2000,larceny,44796
5334,OH,2000,motor-vehicle-theft,7257
14072,OH,2000,property-crime,67940
8202,OH,2000,rape,745
9670,OH,2000,robbery,3380
12580,OH,2000,violent-crime,6314
905,OH,2001,aggravated-assault,2919
11097,OH,2001,arson,774
2377,OH,2001,burglary,21849
6739,OH,2001,homicide,114
3861,OH,2001,larceny,60852
5335,OH,2001,motor-vehicle-theft,10310
14073,OH,2001,property-crime,93785
8203,OH,2001,rape,963
9671,OH,2001,robbery,4481
12581,OH,2001,violent-crime,8477
906,OH,2002,aggravated-assault,3272
11098,OH,2002,arson,855
2378,OH,2002,burglary,26156
6740,OH,2002,homicide,163
3862,OH,2002,larceny,70926
5336,OH,2002,motor-vehicle-theft,11167
14074,OH,2002,property-crime,109104
8204,OH,2002,rape,1283
9672,OH,2002,robbery,5112
12582,OH,2002,violent-crime,9830
907,OH,2003,aggravated-assault,3304
11099,OH,2003,arson,821
2379,OH,2003,burglary,28506
6741,OH,2003,homicide,164
3863,OH,2003,larceny,83191
5337,OH,2003,motor-vehicle-theft,11875
14075,OH,2003,property-crime,124393
8205,OH,2003,rape,1476
9673,OH,2003,robbery,5093
12583,OH,2003,violent-crime,10037
908,OH,2004,aggravated-assault,7347
11100,OH,2004,arson,1420
2380,OH,2004,burglary,54550
6742,OH,2004,homicide,318
3864,OH,2004,larceny,148530
5338,OH,2004,motor-vehicle-theft,26421
14076,OH,2004,property-crime,230921
8206,OH,2004,rape,2875
9674,OH,2004,robbery,12342
12584,OH,2004,violent-crime,22882
909,OH,2005,aggravated-assault,7503
11101,OH,2005,arson,1481
2381,OH,2005,burglary,58206
6743,OH,2005,homicide,431
3865,OH,2005,larceny,155458
5339,OH,2005,motor-vehicle-theft,27900
14077,OH,2005,property-crime,243045
8207,OH,2005,rape,3061
9675,OH,2005,robbery,13473
12585,OH,2005,violent-crime,24468
910,OH,2006,aggravated-assault,7850
11102,OH,2006,arson,1934
2382,OH,2006,burglary,65277
6744,OH,2006,homicide,382
3866,OH,2006,larceny,167071
5340,OH,2006,motor-vehicle-theft,26089
14078,OH,2006,property-crime,260371
8208,OH,2006,rape,3207
9676,OH,2006,robbery,14304
12586,OH,2006,violent-crime,25743
911,OH,2007,aggravated-assault,8232
11103,OH,2007,arson,2036
2383,OH,2007,burglary,65181
6745,OH,2007,homicide,381
3867,OH,2007,larceny,168816
5341,OH,2007,motor-vehicle-theft,24099
14079,OH,2007,property-crime,260132
8209,OH,2007,rape,3348
9677,OH,2007,robbery,13758
12587,OH,2007,violent-crime,25719
912,OH,2008,aggravated-assault,8585
11104,OH,2008,arson,2022
2384,OH,2008,burglary,70797
6746,OH,2008,homicide,359
3868,OH,2008,larceny,175107
5342,OH,2008,motor-vehicle-theft,20970
14080,OH,2008,property-crime,268896
8210,OH,2008,rape,3389
9678,OH,2008,robbery,14370
12588,OH,2008,violent-crime,26703
913,OH,2009,aggravated-assault,8972
11105,OH,2009,arson,1905
2385,OH,2009,burglary,73787
6747,OH,2009,homicide,372
3869,OH,2009,larceny,180404
5343,OH,2009,motor-vehicle-theft,17163
14081,OH,2009,property-crime,273259
8211,OH,2009,rape,3237
9679,OH,2009,robbery,13914
12589,OH,2009,violent-crime,26495
914,OH,2010,aggravated-assault,8582
11106,OH,2010,arson,1760
2386,OH,2010,burglary,78119
6748,OH,2010,homicide,383
3870,OH,2010,larceny,184690
5344,OH,2010,motor-vehicle-theft,16090
14082,OH,2010,property-crime,280659
8212,OH,2010,rape,2914
9680,OH,2010,robbery,13114
12590,OH,2010,violent-crime,24993
915,OH,2011,aggravated-assault,8181
11107,OH,2011,arson,1613
2387,OH,2011,burglary,80380
6749,OH,2011,homicide,384
3871,OH,2011,larceny,187906
5345,OH,2011,motor-vehicle-theft,15980
14083,OH,2011,property-crime,285879
8213,OH,2011,rape,2854
9681,OH,2011,robbery,12391
12591,OH,2011,violent-crime,23810
916,OH,2012,aggravated-assault,8049
11108,OH,2012,arson,1683
2388,OH,2012,burglary,74831
6750,OH,2012,homicide,346
3872,OH,2012,larceny,179126
5346,OH,2012,motor-vehicle-theft,15012
14084,OH,2012,property-crime,270652
8214,OH,2012,rape,2987
9682,OH,2012,robbery,11844
12592,OH,2012,violent-crime,23226
917,OH,2013,aggravated-assault,8176
11109,OH,2013,arson,1255
2389,OH,2013,burglary,66866
6751,OH,2013,homicide,364
3873,OH,2013,larceny,176867
5347,OH,2013,motor-vehicle-theft,15021
14085,OH,2013,property-crime,260009
8215,OH,2013,rape,3008
9683,OH,2013,robbery,11369
12593,OH,2013,violent-crime,22917
918,OH,2014,aggravated-assault,8625
11110,OH,2014,arson,1287
2390,OH,2014,burglary,59094
6752,OH,2014,homicide,360
3874,OH,2014,larceny,171995
5348,OH,2014,motor-vehicle-theft,14420
14086,OH,2014,property-crime,246796
8216,OH,2014,rape,3741
9684,OH,2014,robbery,10211
12594,OH,2014,violent-crime,22937
919,OH,2015,aggravated-assault,9014
11111,OH,2015,arson,1273
2391,OH,2015,burglary,52159
6753,OH,2015,homicide,403
3875,OH,2015,larceny,164467
5349,OH,2015,motor-vehicle-theft,13607
14087,OH,2015,property-crime,231506
8217,OH,2015,rape,3992
9685,OH,2015,robbery,9876
12595,OH,2015,violent-crime,23285
920,OH,2016,aggravated-assault,10061
11112,OH,2016,arson,1303
2392,OH,2016,burglary,51700
6754,OH,2016,homicide,514
3876,OH,2016,larceny,168595
5350,OH,2016,motor-vehicle-theft,16709
14088,OH,2016,property-crime,238307
8218,OH,2016,rape,4292
