index,state,year,offense,count
4771,ID,1995,motor-vehicle-theft,2814
13491,ID,1995,property-crime,47203
7629,ID,1995,rape,404
9109,ID,1995,robbery,258
12003,ID,1995,violent-crime,3231
336,ID,1996,aggravated-assault,2035
10550,ID,1996,arson,319
1806,ID,1996,burglary,8102
6200,ID,1996,homicide,37
3286,ID,1996,larceny,33692
4772,ID,1996,motor-vehicle-theft,2217
13492,ID,1996,property-crime,44330
7630,ID,1996,rape,387
9110,ID,1996,robbery,236
12004,ID,1996,violent-crime,2695
337,ID,1997,aggravated-assault,2016
10551,ID,1997,arson,315
1807,ID,1997,burglary,8779
6201,ID,1997,homicide,37
3287,ID,1997,larceny,33070
4773,ID,1997,motor-vehicle-theft,2378
13493,ID,1997,property-crime,44542
7631,ID,1997,rape,432
9111,ID,1997,robbery,235
12005,ID,1997,violent-crime,2720
338,ID,1998,aggravated-assault,2306
10552,ID,1998,arson,302
1808,ID,1998,burglary,8232
6202,ID,1998,homicide,33
3288,ID,1998,larceny,31718
4774,ID,1998,motor-vehicle-theft,2266
13494,ID,1998,property-crime,42518
7632,ID,1998,rape,457
9112,ID,1998,robbery,262
12006,ID,1998,violent-crime,3058
339,ID,1999,aggravated-assault,2014
10553,ID,1999,arson,274
1809,ID,1999,burglary,7364
6203,ID,1999,homicide,24
3289,ID,1999,larceny,27259
4775,ID,1999,motor-vehicle-theft,1942
13495,ID,1999,property-crime,36839
7633,ID,1999,rape,495
9113,ID,1999,robbery,228
12007,ID,1999,violent-crime,2761
340,ID,2000,aggravated-assault,2178
10554,ID,2000,arson,317
1810,ID,2000,burglary,6927
6204,ID,2000,homicide,16
3290,ID,2000,larceny,28841
4776,ID,2000,motor-vehicle-theft,2048
13496,ID,2000,property-crime,38133
7634,ID,2000,rape,443
9114,ID,2000,robbery,221
12008,ID,2000,violent-crime,2858
341,ID,2001,aggravated-assault,2059
10555,ID,2001,arson,289
1811,ID,2001,burglary,7025
6205,ID,2001,homicide,29
3291,ID,2001,larceny,27881
4777,ID,2001,motor-vehicle-theft,2306
13497,ID,2001,property-crime,37501
7635,ID,2001,rape,474
9115,ID,2001,robbery,241
12009,ID,2001,violent-crime,2803
342,ID,2002,aggravated-assault,2129
10556,ID,2002,arson,333
1812,ID,2002,burglary,7429
6206,ID,2002,homicide,34
3292,ID,2002,larceny,29422
4778,ID,2002,motor-vehicle-theft,2516
13498,ID,2002,property-crime,39700
7636,ID,2002,rape,627
9116,ID,2002,robbery,241
12010,ID,2002,violent-crime,3031
343,ID,2003,aggravated-assault,2095
10557,ID,2003,arson,324
1813,ID,2003,burglary,7588
6207,ID,2003,homicide,21
3293,ID,2003,larceny,29733
4779,ID,2003,motor-vehicle-theft,2526
13499,ID,2003,property-crime,40171
7637,ID,2003,rape,605
9117,ID,2003,robbery,243
12011,ID,2003,violent-crime,2964
344,ID,2004,aggravated-assault,2143
10558,ID,2004,arson,306
1814,ID,2004,burglary,7424
6208,ID,2004,homicide,29
3294,ID,2004,larceny,28728
4780,ID,2004,motor-vehicle-theft,2639
13500,ID,2004,property-crime,39097
7638,ID,2004,rape,748
9118,ID,2004,robbery,242
12012,ID,2004,violent-crime,3162
345,ID,2005,aggravated-assault,2358
10559,ID,2005,arson,284
1815,ID,2005,burglary,7752
6209,ID,2005,homicide,33
3295,ID,2005,larceny,27834
4781,ID,2005,motor-vehicle-theft,2794
13501,ID,2005,property-crime,38664
7639,ID,2005,rape,679
9119,ID,2005,robbery,262
12013,ID,2005,violent-crime,3332
346,ID,2006,aggravated-assault,2219
10560,ID,2006,arson,273
1816,ID,2006,burglary,7176
6210,ID,2006,homicide,31
3296,ID,2006,larceny,25336
4782,ID,2006,motor-vehicle-theft,2366
13502,ID,2006,property-crime,35151
7640,ID,2006,rape,735
9120,ID,2006,robbery,295
12014,ID,2006,violent-crime,3280
347,ID,2007,aggravated-assault,2289
10561,ID,2007,arson,345
1817,ID,2007,burglary,6825
6211,ID,2007,homicide,43
3297,ID,2007,larceny,24918
4783,ID,2007,motor-vehicle-theft,2209
13503,ID,2007,property-crime,34297
7641,ID,2007,rape,716
9121,ID,2007,robbery,236
12015,ID,2007,violent-crime,3284
348,ID,2008,aggravated-assault,2224
10562,ID,2008,arson,247
1818,ID,2008,burglary,6593
6212,ID,2008,homicide,22
3298,ID,2008,larceny,23780
4784,ID,2008,motor-vehicle-theft,1626
13504,ID,2008,property-crime,32246
7642,ID,2008,rape,686
9122,ID,2008,robbery,237
12016,ID,2008,violent-crime,3169
349,ID,2009,aggravated-assault,2374
10563,ID,2009,arson,240
1819,ID,2009,burglary,6445
6213,ID,2009,homicide,22
3299,ID,2009,larceny,23236
4785,ID,2009,motor-vehicle-theft,1461
13505,ID,2009,property-crime,31382
7643,ID,2009,rape,729
9123,ID,2009,robbery,251
12017,ID,2009,violent-crime,3376
350,ID,2010,aggravated-assault,2108
10564,ID,2010,arson,230
1820,ID,2010,burglary,6296
6214,ID,2010,homicide,22
3300,ID,2010,larceny,23609
4786,ID,2010,motor-vehicle-theft,1296
13506,ID,2010,property-crime,31431
7644,ID,2010,rape,661
9124,ID,2010,robbery,212
12018,ID,2010,violent-crime,3003
351,ID,2011,aggravated-assault,2075
10565,ID,2011,arson,222
1821,ID,2011,burglary,6567
6215,ID,2011,homicide,28
3301,ID,2011,larceny,24702
4787,ID,2011,motor-vehicle-theft,1284
13507,ID,2011,property-crime,32775
7645,ID,2011,rape,582
9125,ID,2011,robbery,184
12019,ID,2011,violent-crime,2869
352,ID,2012,aggravated-assault,2122
10566,ID,2012,arson,238
1822,ID,2012,burglary,6767
6216,ID,2012,homicide,26
3302,ID,2012,larceny,23419
4788,ID,2012,motor-vehicle-theft,1371
13508,ID,2012,property-crime,31795
7646,ID,2012,rape,624
9126,ID,2012,robbery,239
12020,ID,2012,violent-crime,3011
353,ID,2013,aggravated-assault,2131
10567,ID,2013,arson,190
1823,ID,2013,burglary,6450
6217,ID,2013,homicide,26
3303,ID,2013,larceny,22213
4789,ID,2013,motor-vehicle-theft,1515
13509,ID,2013,property-crime,30368
7647,ID,2013,rape,638
9127,ID,2013,robbery,214
12021,ID,2013,violent-crime,3009
354,ID,2014,aggravated-assault,2068
10568,ID,2014,arson,222
1824,ID,2014,burglary,6121
6218,ID,2014,homicide,26
3304,ID,2014,larceny,22477
4790,ID,2014,motor-vehicle-theft,1624
13510,ID,2014,property-crime,30444
7648,ID,2014,rape,606
9128,ID,2014,robbery,200
12022,ID,2014,violent-crime,2900
355,ID,2015,aggravated-assault,2182
10569,ID,2015,arson,238
1825,ID,2015,burglary,5766
6219,ID,2015,homicide,27
3305,ID,2015,larceny,21335
4791,ID,2015,motor-vehicle-theft,1880
13511,ID,2015,property-crime,29219
7649,ID,2015,rape,689
9129,ID,2015,robbery,189
12023,ID,2015,violent-crime,3087
356,ID,2016,aggravated-assault,2399
10570,ID,2016,arson,195
1826,ID,2016,burglary,6250
6220,ID,2016,homicide,42
3306,ID,2016,larceny,21815
4792,ID,2016,motor-vehicle-theft,2117
13512,ID,2016,property-crime,30377
7650,ID,2016,rape,720
9130,ID,2016,robbery,214
12024,ID,2016,violent-crime,3375
357,ID,2017,aggravated-assault,2452
10571,ID,2017,arson,182
1827,ID,2017,burglary,5629
6221,ID,2017,homicide,30
3307,ID,2017,larceny,21002
4793,ID,2017,motor-vehicle-theft,2106
13513,ID,2017,property-crime,28919
7651,ID,2017,rape,748
9131,ID,2017,robbery,217
12025,ID,2017,violent-crime,3447
358,ID,2018,aggravated-assault,2423
10572,ID,2018,arson,166
1828,ID,2018,burglary,4864
6222,ID,2018,homicide,27
3308,ID,2018,larceny,19385
4794,ID,2018,motor-vehicle-theft,1934
13514,ID,2018,property-crime,26349
7652,ID,2018,rape,883
9132,ID,2018,robbery,202
12026,ID,2018,violent-crime,3535
386,IL,1991,aggravated-assault,2
1856,IL,1991,burglary,2
6250,IL,1991,homicide,2
3336,IL,1991,larceny,3
4822,IL,1991,motor-vehicle-theft,2
13542,IL,1991,property-crime,7
7680,IL,1991,rape,1
12054,IL,1991,violent-crime,5
1857,IL,1992,burglary,1
4823,IL,1992,motor-vehicle-theft,1
13561,IL,1992,property-crime,2
387,IL,1993,aggravated-assault,11647
10600,IL,1993,arson,1100
1858,IL,1993,burglary,37658
6251,IL,1993,homicide,187
3337,IL,1993,larceny,128716
4824,IL,1993,motor-vehicle-theft,13241
13543,IL,1993,property-crime,180715
7681,IL,1993,rape,1705
9160,IL,1993,robbery,4211
12055,IL,1993,violent-crime,17750
388,IL,1994,aggravated-assault,9539
10601,IL,1994,arson,1106
1859,IL,1994,burglary,28251
6252,IL,1994,homicide,154
3338,IL,1994,larceny,103319
4825,IL,1994,motor-vehicle-theft,10499
13544,IL,1994,property-crime,143175
7682,IL,1994,rape,1306
9161,IL,1994,robbery,3625
12056,IL,1994,violent-crime,14624
389,IL,1995,aggravated-assault,1
1860,IL,1995,burglary,1
3355,IL,1995,larceny,3
13562,IL,1995,property-crime,4
12057,IL,1995,violent-crime,1
1861,IL,1996,burglary,1
13563,IL,1996,property-crime,1
7683,IL,1996,rape,1
9162,IL,1996,robbery,1
12077,IL,1996,violent-crime,2
390,IL,1997,aggravated-assault,2
3356,IL,1997,larceny,1
13568,IL,1997,property-crime,1
7684,IL,1997,rape,1
12058,IL,1997,violent-crime,3
3339,IL,1998,larceny,3
13545,IL,1998,property-crime,3
7685,IL,1998,rape,1
12078,IL,1998,violent-crime,1
1862,IL,1999,burglary,4
3357,IL,1999,larceny,3
13564,IL,1999,property-crime,7
7705,IL,1999,rape,2
9163,IL,1999,robbery,1
12080,IL,1999,violent-crime,3
391,IL,2000,aggravated-assault,2
4826,IL,2000,motor-vehicle-theft,1
13567,IL,2000,property-crime,1
7686,IL,2000,rape,1
12059,IL,2000,violent-crime,3
7687,IL,2001,rape,5
12079,IL,2001,violent-crime,5
392,IL,2002,aggravated-assault,3
1863,IL,2002,burglary,1
3358,IL,2002,larceny,5
13565,IL,2002,property-crime,6
7688,IL,2002,rape,7
9164,IL,2002,robbery,1
12060,IL,2002,violent-crime,11
393,IL,2003,aggravated-assault,2
3340,IL,2003,larceny,4
13546,IL,2003,property-crime,4
7689,IL,2003,rape,1
9165,IL,2003,robbery,2
12061,IL,2003,violent-crime,5
394,IL,2004,aggravated-assault,1
1864,IL,2004,burglary,5
6253,IL,2004,homicide,1
3359,IL,2004,larceny,2
4827,IL,2004,motor-vehicle-theft,1
13566,IL,2004,property-crime,8
7690,IL,2004,rape,2
12062,IL,2004,violent-crime,4
395,IL,2005,aggravated-assault,2
1865,IL,2005,burglary,1
3341,IL,2005,larceny,5
13547,IL,2005,property-crime,6
7691,IL,2005,rape,2
12063,IL,2005,violent-crime,4
396,IL,2006,aggravated-assault,871
10602,IL,2006,arson,24
1866,IL,2006,burglary,2967
6254,IL,2006,homicide,18
3342,IL,2006,larceny,7723
4828,IL,2006,motor-vehicle-theft,793
13548,IL,2006,property-crime,11507
7692,IL,2006,rape,137
9166,IL,2006,robbery,552
12064,IL,2006,violent-crime,1578
397,IL,2007,aggravated-assault,1066
10603,IL,2007,arson,85
1867,IL,2007,burglary,2694
6255,IL,2007,homicide,18
3343,IL,2007,larceny,6288
4829,IL,2007,motor-vehicle-theft,693
13549,IL,2007,property-crime,9760
7693,IL,2007,rape,135
9167,IL,2007,robbery,639
12065,IL,2007,violent-crime,1858
398,IL,2008,aggravated-assault,1066
10604,IL,2008,arson,58
