region_name,state,year,arrests,population,arrest_popu
South,WV,2005,40660,1922933,0.021145
South,WV,2006,44227,1968780,0.022464
South,WV,2007,36830,2011429,0.01831
South,WV,2008,45221,1999737,0.022613
South,WV,2009,44839,2021090,0.022186
South,WV,2010,36188,2074366,0.017445
South,WV,2011,36568,2071365,0.017654
South,WV,2012,43069,1955015,0.02203
South,WV,2013,35959,1959523,0.018351
South,WV,2014,32439,2100227,0.015445
South,WV,2015,34636,2029107,0.01707
South,WV,2016,33083,1933369,0.017112
South,WV,2017,32382,1831045,0.017685
South,WV,2018,24499,1819975,0.013461
West,WY,2000,24050,499238,0.048173
West,WY,2001,24150,499886,0.048311
West,WY,2002,22427,504213,0.044479
West,WY,2003,21221,506879,0.041866
West,WY,2004,23367,512254,0.045616
West,WY,2005,24426,515094,0.04742
West,WY,2006,25189,521073,0.048341
West,WY,2007,27183,529131,0.051373
West,WY,2008,28980,539308,0.053736
West,WY,2009,27094,551287,0.049147
West,WY,2010,25272,570473,0.0443
West,WY,2011,23771,575060,0.041337
West,WY,2012,21329,584176,0.036511
West,WY,2013,21960,590427,0.037193
West,WY,2014,20336,591789,0.034364
West,WY,2015,20464,595889,0.034342
West,WY,2016,19497,595148,0.03276
West,WY,2017,19682,588905,0.033421
West,WY,2018,20360,588786,0.03458
